"","day","mod_gpp_sim","mod_gpp_unc95_sim","doy","year","obs_gpp","obs_gpp_unc","obs_lai","obs_lai_unc","obs_nee","obs_nee_unc","date"
"205",6895,0.0453325090280937,0.0536396586576959,343,2018,1.66906884,1.39442129,NA,-9999,1.03750253,0.676263093,2018-11-16
"206",6902,0.0211412532026633,0.0254737129981019,350,2018,0.847722546,1.500864802,NA,-9999,-0.298364771,0.58,2018-11-23
"207",6909,0.0134470754856352,0.0163886179526661,357,2018,NA,2.116306013,NA,-9999,0.42742051,0.634257297,2018-11-30
"208",6916,0.0165205756939344,0.020497969177656,365,2018,0.348175091,2.184082097,NA,-9999,0.138226911,0.735385028,2018-12-07
"209",6923,0.0120229440938838,0.0150977758933375,7,2019,NA,2.116306013,NA,-9999,NA,0.911057024,2018-12-14
"210",6930,0.00696227225228101,0.00882678328240145,14,2019,NA,2.116306013,NA,-9999,NA,0.911057024,2018-12-21
"211",6937,0.0168964606355377,0.0217253588626373,21,2019,NA,2.116306013,NA,-9999,NA,0.911057024,2018-12-28
"212",6944,0.00967197638198762,0.0126018526029913,28,2019,NA,2.116306013,NA,-9999,NA,0.911057024,2019-01-04
"213",6951,0.0122380740618023,0.0161780187401735,35,2019,NA,2.116306013,NA,-9999,2.259316704,0.674107082,2019-01-11
"214",6958,0.00893704319317464,0.0119071779173055,42,2019,NA,2.116306013,0.4,0.25,1.1987752,0.639287676,2019-01-18
"215",6965,0.0181094117886157,0.0244879494314327,49,2019,0.859468502,1.331351529,0.13,0.25,2.562339442,0.601849895,2019-01-25
"216",6972,0.0159155606441515,0.0212774903783922,56,2019,NA,2.116306013,0.64,0.25,2.570005827,0.741808844,2019-02-01
"217",6979,0.0158928777133419,0.0212611512598249,63,2019,NA,2.116306013,0.7,0.25,NA,0.911057024,2019-02-08
"218",6986,0.014044067108056,0.0183120128925134,70,2019,NA,2.116306013,0.64,0.25,NA,0.911057024,2019-02-15
"219",6993,0.0167862438426098,0.0208858529445859,77,2019,NA,2.116306013,NA,-9999,NA,0.911057024,2019-02-22
"220",7000,0.0607574294326626,0.0714239346002888,84,2019,2.010428955,1.284148656,0.7,0.25,1.454725028,0.640467219,2019-03-01
"221",7007,0.113410519691668,0.130459452070324,91,2019,0.697047563,1.494488912,0.73,0.25,1.786949958,0.693209971,2019-03-08
"222",7014,0.235574035603747,0.267768857798734,98,2019,1.187149059,1.552413997,0.92,0.25,1.969254182,0.704823646,2019-03-15
"223",7021,0.475830279442821,0.520963107340172,105,2019,1.850829624,1.412780816,1.1,0.25,0.970236325,0.624212875,2019-03-22
"224",7028,1.47591274749877,1.55470285725998,112,2019,2.221332303,1.293036202,1.22,0.27,1.616280122,0.611954787,2019-03-29
"225",7035,2.53808452281986,2.62638637326247,119,2019,3.599681334,1.543164889,1.53,0.32,1.004699748,0.58565463,2019-04-05
"226",7042,4.15283035433037,4.24301353827215,126,2019,5.094238211,1.539954905,2.21,0.68,-0.575274723,0.659175264,2019-04-12
"227",7049,5.50648114791938,5.61923682472282,133,2019,5.351489398,1.366518607,3.71,1.33,-0.646855816,0.602300076,2019-04-19
"228",7056,7.27507541008683,7.39178218184122,140,2019,6.553235763,1.51910041,4.8,0.98,-0.737737969,0.714297794,2019-04-26
"229",7063,8.92171531903263,9.03630928837405,147,2019,8.500207708,1.571351003,4.84,1.01,-2.91648656,0.642613852,2019-05-03
"230",7070,10.1968296310803,10.287237624718,154,2019,9.81450133,1.423122922,3.23,0.71,-4.511768887,0.637170289,2019-05-10
"231",7077,11.064600393298,11.1548108253665,161,2019,11.88043054,1.367862033,5.26,1.32,-5.744305365,0.716824336,2019-05-17
"232",7084,11.4560014616321,11.5392481957545,168,2019,15.58769679,1.51910041,6.1,1.43,-6.535452289,0.745869476,2019-05-24
"233",7091,13.162437084534,13.2534094809408,175,2019,11.42658864,1.430082017,6.48,1.35,-6.730617618,0.797956029,2019-05-31
"234",7098,12.5552788443293,12.6418759422021,182,2019,11.3985679,1.493213433,4.92,1,-5.67324308,0.687298626,2019-06-07
"235",7105,13.7997164121112,13.8830873800276,189,2019,13.91713892,1.438889066,6.29,1.32,-8.187064748,0.687465741,2019-06-14
"236",7112,10.0850780683997,10.1448850542799,196,2019,10.05299668,1.340824981,4.47,1.8,-5.557847608,0.67581336,2019-06-21
"237",7119,12.2171636739454,12.2895569730109,203,2019,8.803884883,1.347511709,NA,-9999,-4.894222137,0.745497095,2019-06-28
"238",7126,12.0089394631265,12.0816462425099,210,2019,10.13878754,1.391433331,5.74,2.21,-5.286199822,0.718965551,2019-07-05
"239",7133,12.2428438444242,12.30751502341,217,2019,11.98504456,1.428404349,6.8,1.36,-6.281847322,0.627903414,2019-07-12
"240",7140,12.0118025810404,12.0765458729776,224,2019,10.89991138,1.560949615,5.46,1.13,-5.579356324,0.654384702,2019-07-19
"241",7147,11.4529449077192,11.5508224401157,231,2019,9.562689987,1.342329937,4.9,1.07,-5.17191153,0.626609497,2019-07-26
"242",7154,11.6362862103901,11.7036899398473,238,2019,NA,2.116306013,4.41,1.45,-5.628332685,0.7320218,2019-08-02
"243",7161,9.78525372297915,9.83736821501815,245,2019,7.884625609,1.402099529,5.47,1.17,-5.38450808,0.708948627,2019-08-09
"244",7168,9.19208141193269,9.28993234989275,252,2019,7.286969701,1.496347485,4.82,1.07,-3.683983027,0.622933858,2019-08-16
"245",7175,8.47114616716908,8.52357226059817,259,2019,5.756523242,1.408480813,2.73,0.57,-3.499992814,0.645074273,2019-08-23
"246",7182,7.12707907645589,7.17832808647866,266,2019,5.826579192,1.437355424,4.62,1.04,-2.855827561,0.690151921,2019-08-30
"247",7189,3.8322840073874,3.87761043763922,273,2019,5.158740801,1.532294705,4.5,0.91,-0.905846196,0.601849895,2019-09-06
"248",7196,2.75933863192997,2.80915132507905,280,2019,3.646413882,1.602819786,3.91,0.96,-0.665336352,0.601849895,2019-09-13
"249",7203,2.69698543529308,2.75757454764654,287,2019,2.789572984,1.398343576,1.22,0.25,0.474216346,0.58565463,2019-09-20
"250",7210,1.85862579022607,1.92057498617848,294,2019,2.195032379,1.314467516,1.27,0.27,1.505425652,0.58565463,2019-09-27
"251",7217,1.28429342452952,1.347031729809,301,2019,1.12825041,1.456178169,1,0.37,2.42001519,0.58565463,2019-10-04
"252",7224,0.768548223686746,0.823471718103128,308,2019,0.740830707,1.514057034,0.94,0.25,3.025966034,0.657248204,2019-10-11
"253",7231,0.406262036768555,0.445110598363328,315,2019,0.496408176,1.523635085,NA,-9999,2.135532507,0.58565463,2019-10-18
"254",7238,0.235688177579391,0.263792497058373,322,2019,0.447304299,1.512009082,0.6,0.25,1.724966234,0.58,2019-10-25
"255",7245,0.125665764385731,0.14341654574728,329,2019,0.357621906,1.491954277,0.5,0.25,2.2103356,0.58,2019-11-01
"256",7252,0.0886824840547456,0.104167027051359,336,2019,1.001112811,1.405157759,NA,-9999,1.975374627,0.58565463,2019-11-08
"257",7259,0.0533796583579164,0.0638437449754785,343,2019,0.743996805,1.437577534,NA,-9999,1.842258628,0.58,2019-11-15
"258",7266,0.0255576192168745,0.0310538453772342,350,2019,NA,2.116306013,NA,-9999,1.166309824,0.58565463,2019-11-22
"259",7273,0.0262395699372508,0.0324748078909524,357,2019,0.375981153,1.444194966,NA,-9999,1.208233477,0.58565463,2019-11-29
"260",7280,0.0199696436208432,0.0248403328667107,365,2019,0.654605739,2.184082097,NA,-9999,2.242646243,0.58565463,2019-12-06
"261",7287,0.0135149453701688,0.0169566932718545,7,2020,0.854077767,1.51910041,NA,-9999,1.792550711,0.58,2019-12-13
"262",7294,0.00894741291296023,0.0114216329340417,14,2020,NA,2.116306013,NA,-9999,1.109863024,0.58,2019-12-20
"263",7301,0.0149577059037806,0.0192593345884345,21,2020,0.552057601,1.279970402,NA,-9999,1.638252164,0.59634885,2019-12-27
"264",7308,0.00759373781123189,0.00997314204856542,28,2020,0.640580111,1.340285865,NA,-9999,1.465724246,0.58,2020-01-03
"265",7315,0.00679824990718195,0.00905092466392584,35,2020,0.38534159,1.409960469,NA,-9999,0.972649421,0.58,2020-01-10
"266",7322,0.0109729053464847,0.014869866638412,42,2020,0.322843273,1.348601221,0.5,0.25,0.946383616,0.59634885,2020-01-17
"267",7329,0.00971748365328394,0.0131707159181254,49,2020,NA,2.116306013,0.51,0.25,0.910371383,0.58,2020-01-24
"268",7336,0.00936633694607298,0.012607558676102,56,2020,NA,2.116306013,NA,-9999,0.701772774,0.58,2020-01-31
"269",7343,0.0128747487836207,0.0171025311333149,63,2020,0.352663921,1.405788587,0.73,0.25,0.787622682,0.58,2020-02-07
"270",7350,0.0124675699753479,0.0160930238458863,70,2020,0.371504286,1.430968568,0.7,0.25,0.937009987,0.58,2020-02-14
"271",7357,0.0307860010294603,0.037191719461871,77,2020,NA,2.116306013,0.43,0.25,1.209845365,0.606545395,2020-02-21
"272",7364,0.0621744647764388,0.0740887785988332,84,2020,0.420699233,1.408622003,0.53,0.25,1.392965015,0.622933858,2020-02-28
"273",7371,0.141768562024804,0.1668396433154,91,2020,NA,2.116306013,0.7,0.25,1.132923286,0.649805097,2020-03-06
"274",7378,0.381285400313802,0.435224188142057,98,2020,0.59839238,1.39640985,0.89,0.25,1.230927054,0.720122443,2020-03-13
"275",7385,0.872208703187774,0.95215550838276,105,2020,1.296882391,1.512009082,0.93,0.25,1.54284308,0.700785449,2020-03-20
"276",7392,1.92725685239645,2.0432858736737,112,2020,2.153512257,1.51910041,1.1,0.25,1.462024758,0.677663405,2020-03-27
"277",7399,3.19326436823454,3.30663170895834,119,2020,3.683376572,1.41474357,1.33,0.27,0.598587217,0.591255182,2020-04-03
"278",7406,4.52509760252173,4.60810793641441,126,2020,4.118315048,1.42601719,4.63,0.95,-0.298118606,0.612261302,2020-04-10
"279",7413,7.13724363750319,7.22546312995846,133,2020,4.884288561,1.458976368,4.79,1.04,-1.268522392,0.680661276,2020-04-17
"280",7420,9.76175658012431,9.85083668375927,140,2020,6.793544304,1.608018472,6.2,1.24,-2.695372415,0.686926703,2020-04-24
"281",7427,9.72311200760576,9.80291320133825,147,2020,6.565527431,1.38755252,4.98,1.09,-2.774493623,0.651257843,2020-05-01
"282",7434,13.2405920551759,13.3318074277044,154,2020,8.615543278,1.40076571,2.52,1.52,-4.224970619,0.665637842,2020-05-08
"283",7441,10.605323618542,10.6651152274416,161,2020,6.771772671,1.403587261,4.3,0.87,-3.081666721,0.668434856,2020-05-15
"284",7448,11.1423959532998,11.204029792039,168,2020,NA,2.116306013,3.8,0.76,-4.046241666,0.704496593,2020-05-22
"285",7455,13.9327842126511,14.0039928615763,175,2020,NA,2.116306013,5.3,1.06,-6.144990959,0.699525124,2020-05-29
"286",7462,15.1480473972645,15.2327358970736,182,2020,10.12205686,1.701293324,NA,-9999,-5.538743036,0.626609497,2020-06-05
"287",7469,15.7619967503272,15.8437031102428,189,2020,9.204672275,1.64526182,5.78,1.19,-5.058094735,0.58565463,2020-06-12
"288",7476,14.0919425790726,14.1696157519588,196,2020,10.13377924,1.515888662,3.6,1.42,-4.142994025,0.643242587,2020-06-19
"289",7483,14.5727879180545,14.6545391684202,203,2020,8.814861492,1.325332147,NA,-9999,-6.43367687,0.673292048,2020-06-26
"290",7490,14.3111410883438,14.3964606309862,210,2020,6.672305635,1.423665675,4.98,1.1,-4.556544293,0.737275588,2020-07-03
"291",7497,13.3461863082765,13.4144499109988,217,2020,NA,2.116306013,5.57,1.3,-5.186362491,0.720899721,2020-07-10
"292",7504,12.0043650966032,12.0666343019167,224,2020,NA,2.116306013,5.63,1.29,NA,0.911057024,2020-07-17
"293",7511,10.3672164475698,10.410634420581,231,2020,8.674784578,1.502116007,5.54,1.12,-6.450776185,0.734477639,2020-07-24
"294",7518,12.2605759435444,12.317732796976,238,2020,6.314971052,1.16662741,5.98,1.28,-4.758087223,0.58,2020-07-31
"295",7525,8.65736793018612,8.71167845406308,245,2020,7.052435627,1.575647223,3.43,1.65,-3.011427195,0.58,2020-08-07
"296",7532,10.4437585953151,10.5123316845265,252,2020,NA,2.116306013,2.2,0.45,-3.46361649,0.697736639,2020-08-14
"297",7539,10.2703929240379,10.3337190215655,259,2020,4.874455701,1.404713114,5.33,1.08,-2.447909583,0.656298806,2020-08-21
"298",7546,9.32504884457099,9.38593023916341,266,2020,4.482690633,1.316144361,4.99,1.01,-2.020722971,0.772818706,2020-08-28
"299",7553,5.71873499559928,5.78324010430248,273,2020,NA,2.116306013,4.71,0.97,-1.384693166,0.694241212,2020-09-04
"300",7560,4.13095003437361,4.19546154226982,280,2020,3.350702156,1.416474952,4.32,0.88,-1.11295495,0.607301113,2020-09-11
"301",7567,2.63147495353909,2.69292273103938,287,2020,2.539830743,1.508259607,NA,-9999,-0.818440839,0.58565463,2020-09-18
"302",7574,1.42500385315256,1.47347568653083,294,2020,0.72933754,1.495869337,0.7,0.25,0.00884472,0.59634885,2020-09-25
"303",7581,1.17145653377886,1.23255382168216,301,2020,1.419695074,1.402954041,0.14,0.25,0.576579968,0.67197916,2020-10-02
"304",7588,0.690730014254988,0.738198190703696,308,2020,NA,2.116306013,0.98,0.25,1.465471202,0.629107426,2020-10-09
"305",7595,0.797187050266051,0.876219559518857,315,2020,NA,2.116306013,0.67,0.25,1.028357388,0.721954874,2020-10-16
"306",7602,0.282976490930876,0.317733654131616,322,2020,NA,2.116306013,0.7,0.25,0.9982412,0.599328431,2020-10-23
"307",7609,0.190831117343912,0.218044304354425,329,2020,0.174558548,1.413412942,NA,-9999,0.896989004,0.701047808,2020-10-30
"308",7616,0.12120643474611,0.141657348488872,336,2020,NA,2.116306013,NA,-9999,0.8631823,0.606545395,2020-11-06
"309",7623,0.0507609190444869,0.0609785863403077,343,2020,0.353760255,1.495869337,NA,-9999,1.171953412,0.637647277,2020-11-13
"310",7630,0.0239238753722652,0.0291863929236989,350,2020,0.471537375,1.316144361,NA,-9999,1.681669351,0.58565463,2020-11-20
"311",7637,0.0288865771625941,0.0356158767449376,357,2020,0.197623163,1.33419522,NA,-9999,1.875181762,0.718566681,2020-11-27
"312",7644,0.0140930112362428,0.0175684602010535,366,2020,NA,-9999,NA,-9999,NA,3.145764419,2020-12-04
