"","week","AverageWeeklyMeanT","year","WeeklyMeanT","tempAnomaly","Drought_Status"
"887",28,16.3221116071429,"2007",16.3655714285714,0.04345982142857,"1989-2020"
"888",28,16.3221116071429,"2019",13.6324285714286,-2.68968303571429,"2019"
"889",28,16.3221116071429,"2020",15.2197142857143,-1.10239732142857,"1989-2020"
"890",28,16.3221116071429,"1992",15.7511428571429,-0.570968750000002,"1989-2020"
"891",28,16.3221116071429,"1993",13.3954285714286,-2.92668303571429,"1989-2020"
"892",28,16.3221116071429,"2011",16.8378571428571,0.515745535714284,"1989-2020"
"893",28,16.3221116071429,"2009",15.4718571428571,-0.850254464285715,"1989-2020"
"894",28,16.3221116071429,"1991",18.8394285714286,2.51731696428571,"1989-2020"
"895",28,16.3221116071429,"2008",15.4354285714286,-0.886683035714286,"1989-2020"
"896",29,17.1289151785714,"2000",12.3515714285714,-4.77734375,"1989-2020"
"897",29,17.1289151785714,"2014",20.969,3.84008482142857,"1989-2020"
"898",29,17.1289151785714,"2016",18.337,1.20808482142857,"1989-2020"
"899",29,17.1289151785714,"2001",14.6718571428571,-2.45705803571429,"1989-2020"
"900",29,17.1289151785714,"2018",19.9205714285714,2.79165625,"2018"
"901",29,17.1289151785714,"1990",15.0994285714286,-2.02948660714286,"1989-2020"
"902",29,17.1289151785714,"2017",18.5191428571429,1.39022767857143,"1989-2020"
"903",29,17.1289151785714,"2013",19.0207142857143,1.89179910714286,"1989-2020"
"904",29,17.1289151785714,"2002",14.4948571428571,-2.63405803571429,"1989-2020"
"905",29,17.1289151785714,"2010",19.7778571428571,2.64894196428572,"2010"
"906",29,17.1289151785714,"2003",21.48,4.35108482142857,"2003"
"907",29,17.1289151785714,"2004",18.0747142857143,0.945799107142857,"1989-2020"
"908",29,17.1289151785714,"2005",15.8028571428571,-1.32605803571429,"1989-2020"
"909",29,17.1289151785714,"1991",14.9128571428571,-2.21605803571429,"1989-2020"
"910",29,17.1289151785714,"2015",20.557,3.42808482142857,"1989-2020"
"911",29,17.1289151785714,"1989",14.413,-2.71591517857143,"1989-2020"
"912",29,17.1289151785714,"2006",22.2697142857143,5.14079910714286,"1989-2020"
"913",29,17.1289151785714,"1997",15.5384285714286,-1.59048660714286,"1989-2020"
"914",29,17.1289151785714,"1998",17.3458571428571,0.216941964285713,"1989-2020"
"915",29,17.1289151785714,"1996",12.6031428571429,-4.52577232142857,"1989-2020"
"916",29,17.1289151785714,"2011",15.3252857142857,-1.80362946428571,"1989-2020"
"917",29,17.1289151785714,"2007",19.3932857142857,2.26437053571428,"1989-2020"
"918",29,17.1289151785714,"2012",14.2667142857143,-2.86220089285714,"1989-2020"
"919",29,17.1289151785714,"2019",17.257,0.128084821428573,"2019"
"920",29,17.1289151785714,"2020",15.9208571428571,-1.20805803571429,"1989-2020"
"921",29,17.1289151785714,"1993",14.8895714285714,-2.23934375,"1989-2020"
"922",29,17.1289151785714,"2008",14.283,-2.84591517857143,"1989-2020"
"923",29,17.1289151785714,"1992",18.2117142857143,1.08279910714286,"1989-2020"
"924",29,17.1289151785714,"2009",16.9518571428571,-0.177058035714285,"1989-2020"
"925",29,17.1289151785714,"1994",18.8781428571429,1.74922767857143,"1989-2020"
"926",29,17.1289151785714,"1995",18.7694285714286,1.64051339285714,"1989-2020"
"927",29,17.1289151785714,"1999",17.8188571428571,0.689941964285715,"1989-2020"
"928",30,17.7828883928571,"2001",20.0741428571429,2.29125446428571,"1989-2020"
"929",30,17.7828883928571,"2002",16.5405714285714,-1.24231696428571,"1989-2020"
"930",30,17.7828883928571,"2016",19.7961428571429,2.01325446428572,"1989-2020"
"931",30,17.7828883928571,"2005",18.3421428571429,0.559254464285715,"1989-2020"
"932",30,17.7828883928571,"2014",18.7195714285714,0.936683035714285,"1989-2020"
"933",30,17.7828883928571,"1992",17.3844285714286,-0.39845982142857,"1989-2020"
"934",30,17.7828883928571,"2003",18.3912857142857,0.608397321428573,"2003"
"935",30,17.7828883928571,"2000",14.9377142857143,-2.84517410714286,"1989-2020"
"936",30,17.7828883928571,"1991",16.1067142857143,-1.67617410714286,"1989-2020"
"937",30,17.7828883928571,"2010",15.365,-2.41788839285714,"2010"
"938",30,17.7828883928571,"1990",15.8485714285714,-1.93431696428571,"1989-2020"
"939",30,17.7828883928571,"1998",16.4717142857143,-1.31117410714286,"1989-2020"
"940",30,17.7828883928571,"2013",21.2057142857143,3.42282589285714,"1989-2020"
"941",30,17.7828883928571,"2007",15.8638571428571,-1.91903125,"1989-2020"
"942",30,17.7828883928571,"2011",14.3852857142857,-3.39760267857143,"1989-2020"
"943",30,17.7828883928571,"2004",15.9744285714286,-1.80845982142857,"1989-2020"
"944",30,17.7828883928571,"1993",14.6502857142857,-3.13260267857143,"1989-2020"
"945",30,17.7828883928571,"2017",15.2091428571429,-2.57374553571428,"1989-2020"
"946",30,17.7828883928571,"2018",23.1661428571429,5.38325446428572,"2018"
"947",30,17.7828883928571,"2015",15.9072857142857,-1.87560267857143,"1989-2020"
"948",30,17.7828883928571,"1989",17.7675714285714,-0.0153169642857129,"1989-2020"
"949",30,17.7828883928571,"1997",16.1325714285714,-1.65031696428571,"1989-2020"
"950",30,17.7828883928571,"2012",18.918,1.13511160714286,"1989-2020"
"951",30,17.7828883928571,"2019",23.2421428571429,5.45925446428572,"2019"
"952",30,17.7828883928571,"1999",15.9788571428571,-1.80403125,"1989-2020"
"953",30,17.7828883928571,"1994",22.8425714285714,5.05968303571429,"1989-2020"
"954",30,17.7828883928571,"2008",18.8981428571429,1.11525446428572,"1989-2020"
"955",30,17.7828883928571,"2009",17.002,-0.780888392857143,"1989-2020"
"956",30,17.7828883928571,"2006",22.5265714285714,4.74368303571429,"1989-2020"
"957",30,17.7828883928571,"2020",18.1888571428571,0.40596875,"1989-2020"
"958",30,17.7828883928571,"1995",17.5588571428571,-0.224031249999999,"1989-2020"
"959",30,17.7828883928571,"1996",15.6561428571429,-2.12674553571429,"1989-2020"
"960",31,18.0801339285714,"2012",17.1375714285714,-0.942562500000001,"1989-2020"
"961",31,18.0801339285714,"1989",12.8942857142857,-5.18584821428571,"1989-2020"
"962",31,18.0801339285714,"2006",16.5715714285714,-1.5085625,"1989-2020"
"963",31,18.0801339285714,"2016",16.5351428571429,-1.54499107142857,"1989-2020"
"964",31,18.0801339285714,"1991",17.9961428571429,-0.0839910714285708,"1989-2020"
"965",31,18.0801339285714,"2014",17.916,-0.164133928571427,"1989-2020"
"966",31,18.0801339285714,"1990",20.8634285714286,2.78329464285714,"1989-2020"
"967",31,18.0801339285714,"2013",20.4015714285714,2.3214375,"1989-2020"
"968",31,18.0801339285714,"2000",15.6528571428571,-2.42727678571429,"1989-2020"
"969",31,18.0801339285714,"2010",16.6941428571429,-1.38599107142857,"2010"
"970",31,18.0801339285714,"1998",15.3721428571429,-2.70799107142857,"1989-2020"
"971",31,18.0801339285714,"1993",17.4195714285714,-0.660562499999997,"1989-2020"
"972",31,18.0801339285714,"2017",19.566,1.48586607142857,"1989-2020"
"973",31,18.0801339285714,"2003",22.3481428571429,4.26800892857143,"2003"
"974",31,18.0801339285714,"1992",19.0604285714286,0.980294642857142,"1989-2020"
"975",31,18.0801339285714,"2015",17.3314285714286,-0.748705357142857,"1989-2020"
"976",31,18.0801339285714,"1999",18.6025714285714,0.522437499999999,"1989-2020"
"977",31,18.0801339285714,"2001",18.1722857142857,0.0921517857142859,"1989-2020"
"978",31,18.0801339285714,"2007",14.0038571428571,-4.07627678571428,"1989-2020"
"979",31,18.0801339285714,"2011",16.5937142857143,-1.48641964285714,"1989-2020"
"980",31,18.0801339285714,"1994",23.1418571428571,5.06172321428571,"1989-2020"
"981",31,18.0801339285714,"2009",16.5575714285714,-1.5225625,"1989-2020"
"982",31,18.0801339285714,"2004",18.7217142857143,0.641580357142857,"1989-2020"
"983",31,18.0801339285714,"2019",18.2438571428571,0.163723214285714,"2019"
"984",31,18.0801339285714,"2020",18.2988571428571,0.218723214285713,"1989-2020"
"985",31,18.0801339285714,"1995",19.7387142857143,1.65858035714286,"1989-2020"
"986",31,18.0801339285714,"2002",18.6327142857143,0.552580357142858,"1989-2020"
"987",31,18.0801339285714,"2005",15.7482857142857,-2.33184821428571,"1989-2020"
"988",31,18.0801339285714,"1996",16.3888571428571,-1.69127678571429,"1989-2020"
"989",31,18.0801339285714,"1997",16.752,-1.32813392857143,"1989-2020"
"990",31,18.0801339285714,"2008",20.6107142857143,2.53058035714286,"1989-2020"
"991",31,18.0801339285714,"2018",24.5962857142857,6.51615178571429,"2018"
"992",32,17.7713482142857,"2019",18.6327142857143,0.86136607142857,"2019"
"993",32,17.7713482142857,"1990",16.1081428571429,-1.66320535714286,"1989-2020"
"994",32,17.7713482142857,"2015",22.6051428571429,4.83379464285714,"1989-2020"
"995",32,17.7713482142857,"2000",15.964,-1.80734821428572,"1989-2020"
"996",32,17.7713482142857,"2014",17.0947142857143,-0.67663392857143,"1989-2020"
"997",32,17.7713482142857,"2010",16.5051428571429,-1.26620535714286,"2010"
"998",32,17.7713482142857,"2020",22.935,5.16365178571428,"1989-2020"
"999",32,17.7713482142857,"2001",15.0307142857143,-2.74063392857143,"1989-2020"
"1000",32,17.7713482142857,"2012",15.5357142857143,-2.23563392857143,"1989-2020"
"1001",32,17.7713482142857,"1991",19.4942857142857,1.7229375,"1989-2020"
"1002",32,17.7713482142857,"2003",24.4458571428571,6.67450892857143,"2003"
"1003",32,17.7713482142857,"2013",17.1107142857143,-0.660633928571428,"1989-2020"
"1004",32,17.7713482142857,"2016",15.0271428571429,-2.74420535714286,"1989-2020"
"1005",32,17.7713482142857,"1996",16.4501428571429,-1.32120535714286,"1989-2020"
"1006",32,17.7713482142857,"2011",15.7975714285714,-1.97377678571429,"1989-2020"
"1007",32,17.7713482142857,"1998",20.2157142857143,2.44436607142857,"1989-2020"
"1008",32,17.7713482142857,"2002",15.929,-1.84234821428572,"1989-2020"
"1009",32,17.7713482142857,"2017",15.1061428571429,-2.66520535714286,"1989-2020"
"1010",32,17.7713482142857,"2009",18.6345714285714,0.863223214285714,"1989-2020"
"1011",32,17.7713482142857,"2007",16.6937142857143,-1.07763392857143,"1989-2020"
"1012",32,17.7713482142857,"1993",14.79,-2.98134821428572,"1989-2020"
"1013",32,17.7713482142857,"1989",17.5217142857143,-0.249633928571431,"1989-2020"
"1014",32,17.7713482142857,"2006",14.6374285714286,-3.13391964285714,"1989-2020"
"1015",32,17.7713482142857,"2004",21.0815714285714,3.31022321428571,"1989-2020"
"1016",32,17.7713482142857,"2005",12.55,-5.22134821428572,"1989-2020"
"1017",32,17.7713482142857,"1999",16.6084285714286,-1.16291964285714,"1989-2020"
"1018",32,17.7713482142857,"1997",19.2147142857143,1.44336607142857,"1989-2020"
"1019",32,17.7713482142857,"2018",21.0622857142857,3.2909375,"2018"
"1020",32,17.7713482142857,"2008",17.9938571428571,0.222508928571425,"1989-2020"
"1021",32,17.7713482142857,"1994",18.4941428571429,0.722794642857142,"1989-2020"
"1022",32,17.7713482142857,"1995",18.8511428571429,1.07979464285714,"1989-2020"
"1023",32,17.7713482142857,"1992",20.5617142857143,2.79036607142857,"1989-2020"
"1024",33,16.7994151785714,"2001",20.5275714285714,3.72815625,"1989-2020"
"1025",33,16.7994151785714,"2000",19.106,2.30658482142857,"1989-2020"
"1026",33,16.7994151785714,"2016",15.7111428571429,-1.08827232142857,"1989-2020"
"1027",33,16.7994151785714,"1997",18.7444285714286,1.94501339285714,"1989-2020"
"1028",33,16.7994151785714,"2014",13.6237142857143,-3.17570089285714,"1989-2020"
"1029",33,16.7994151785714,"2003",19.2618571428571,2.46244196428571,"2003"
"1030",33,16.7994151785714,"1993",16.1608571428571,-0.638558035714286,"1989-2020"
"1031",33,16.7994151785714,"2017",17.256,0.456584821428571,"1989-2020"
"1032",33,16.7994151785714,"2002",18.3885714285714,1.58915625,"1989-2020"
"1033",33,16.7994151785714,"2015",17.9811428571429,1.18172767857143,"1989-2020"
"1034",33,16.7994151785714,"1990",16.4247142857143,-0.374700892857145,"1989-2020"
"1035",33,16.7994151785714,"1998",17.1611428571429,0.361727678571427,"1989-2020"
"1036",33,16.7994151785714,"2012",17.2577142857143,0.458299107142857,"1989-2020"
"1037",33,16.7994151785714,"2009",17.883,1.08358482142857,"1989-2020"
"1038",33,16.7994151785714,"2004",17.9678571428571,1.16844196428571,"1989-2020"
"1039",33,16.7994151785714,"1994",12.8947142857143,-3.90470089285714,"1989-2020"
"1040",33,16.7994151785714,"2007",16.2674285714286,-0.531986607142859,"1989-2020"
"1041",33,16.7994151785714,"1991",15.552,-1.24741517857143,"1989-2020"
"1042",33,16.7994151785714,"1996",15.1392857142857,-1.66012946428572,"1989-2020"
"1043",33,16.7994151785714,"2019",15.9832857142857,-0.816129464285716,"2019"
"1044",33,16.7994151785714,"1989",19.1781428571429,2.37872767857143,"1989-2020"
"1045",33,16.7994151785714,"2018",19.1694285714286,2.37001339285714,"2018"
"1046",33,16.7994151785714,"2008",15.8451428571429,-0.954272321428572,"1989-2020"
"1047",33,16.7994151785714,"2010",14.7182857142857,-2.08112946428571,"2010"
"1048",33,16.7994151785714,"1999",13.8124285714286,-2.98698660714286,"1989-2020"
"1049",33,16.7994151785714,"2013",15.9788571428571,-0.820558035714287,"1989-2020"
"1050",33,16.7994151785714,"1992",14.2684285714286,-2.53098660714286,"1989-2020"
"1051",33,16.7994151785714,"2020",19.7434285714286,2.94401339285714,"1989-2020"
"1052",33,16.7994151785714,"1995",17.9914285714286,1.19201339285714,"1989-2020"
"1053",33,16.7994151785714,"2011",17.3905714285714,0.591156249999997,"1989-2020"
"1054",33,16.7994151785714,"2005",15.176,-1.62341517857143,"1989-2020"
"1055",33,16.7994151785714,"2006",15.0167142857143,-1.78270089285714,"1989-2020"
"1056",34,16.6523035714286,"2014",11.461,-5.19130357142857,"1989-2020"
"1057",34,16.6523035714286,"2000",15.8495714285714,-0.802732142857144,"1989-2020"
"1058",34,16.6523035714286,"2001",20.1084285714286,3.456125,"1989-2020"
"1059",34,16.6523035714286,"2016",18.3238571428571,1.67155357142857,"1989-2020"
"1060",34,16.6523035714286,"2017",14.7361428571429,-1.91616071428571,"1989-2020"
"1061",34,16.6523035714286,"2003",17.2532857142857,0.600982142857141,"2003"
"1062",34,16.6523035714286,"1998",13.0372857142857,-3.61501785714286,"1989-2020"
"1063",34,16.6523035714286,"2013",15.8817142857143,-0.770589285714287,"1989-2020"
"1064",34,16.6523035714286,"2009",17.8957142857143,1.24341071428571,"1989-2020"
"1065",34,16.6523035714286,"2015",16.3177142857143,-0.334589285714287,"1989-2020"
"1066",34,16.6523035714286,"1994",15.6405714285714,-1.01173214285714,"1989-2020"
"1067",34,16.6523035714286,"1993",13.1021428571429,-3.55016071428572,"1989-2020"
"1068",34,16.6523035714286,"2002",18.14,1.48769642857143,"1989-2020"
"1069",34,16.6523035714286,"2010",17.4065714285714,0.754267857142857,"2010"
"1070",34,16.6523035714286,"2004",15.4291428571429,-1.22316071428572,"1989-2020"
"1071",34,16.6523035714286,"1990",15.31,-1.34230357142857,"1989-2020"
"1072",34,16.6523035714286,"1989",17.1258571428571,0.473553571428571,"1989-2020"
"1073",34,16.6523035714286,"2018",17.7891428571429,1.13683928571428,"2018"
"1074",34,16.6523035714286,"2011",19.7211428571429,3.06883928571429,"1989-2020"
"1075",34,16.6523035714286,"1992",17.2154285714286,0.563124999999999,"1989-2020"
"1076",34,16.6523035714286,"1999",14.1367142857143,-2.51558928571429,"1989-2020"
"1077",34,16.6523035714286,"1996",17.721,1.06869642857143,"1989-2020"
"1078",34,16.6523035714286,"1991",16.1488571428571,-0.503446428571429,"1989-2020"
"1079",34,16.6523035714286,"1997",20.291,3.63869642857143,"1989-2020"
"1080",34,16.6523035714286,"2007",16.0347142857143,-0.617589285714285,"1989-2020"
"1081",34,16.6523035714286,"2008",15.5432857142857,-1.10901785714286,"1989-2020"
"1082",34,16.6523035714286,"2012",19.5507142857143,2.89841071428571,"1989-2020"
"1083",34,16.6523035714286,"2019",18.4835714285714,1.83126785714285,"2019"
"1084",34,16.6523035714286,"1995",18.6792857142857,2.02698214285714,"1989-2020"
"1085",34,16.6523035714286,"2005",15.6088571428571,-1.04344642857143,"1989-2020"
"1086",34,16.6523035714286,"2006",14.2785714285714,-2.37373214285714,"1989-2020"
"1087",34,16.6523035714286,"2020",18.6524285714286,2.000125,"1989-2020"
"1088",35,14.8696160714286,"2014",14.0407142857143,-0.828901785714287,"1989-2020"
"1089",35,14.8696160714286,"2009",16.594,1.72438392857143,"1989-2020"
"1090",35,14.8696160714286,"2001",14.581,-0.288616071428573,"1989-2020"
"1091",35,14.8696160714286,"2017",15.9364285714286,1.0668125,"1989-2020"
"1092",35,14.8696160714286,"2015",18.1522857142857,3.28266964285714,"1989-2020"
"1093",35,14.8696160714286,"1990",16.7152857142857,1.84566964285714,"1989-2020"
"1094",35,14.8696160714286,"2000",15.0251428571429,0.155526785714285,"1989-2020"
"1095",35,14.8696160714286,"1993",10.6214285714286,-4.2481875,"1989-2020"
"1096",35,14.8696160714286,"1996",13.0851428571429,-1.78447321428571,"1989-2020"
"1097",35,14.8696160714286,"2002",17.226,2.35638392857143,"1989-2020"
"1098",35,14.8696160714286,"1994",14.2167142857143,-0.652901785714286,"1989-2020"
"1099",35,14.8696160714286,"2016",19.9807142857143,5.11109821428571,"1989-2020"
"1100",35,14.8696160714286,"1989",11.9905714285714,-2.87904464285714,"1989-2020"
"1101",35,14.8696160714286,"1997",17.3158571428571,2.44624107142857,"1989-2020"
"1102",35,14.8696160714286,"2003",12.7347142857143,-2.13490178571429,"2003"
"1103",35,14.8696160714286,"2011",13.1447142857143,-1.72490178571429,"1989-2020"
"1104",35,14.8696160714286,"2012",15.3075714285714,0.437955357142856,"1989-2020"
"1105",35,14.8696160714286,"2008",16.4084285714286,1.5388125,"1989-2020"
"1106",35,14.8696160714286,"2010",11.9104285714286,-2.9591875,"2010"
"1107",35,14.8696160714286,"2004",13.7315714285714,-1.13804464285714,"1989-2020"
"1108",35,14.8696160714286,"2007",12.8081428571429,-2.06147321428572,"1989-2020"
"1109",35,14.8696160714286,"1998",11.1267142857143,-3.74290178571429,"1989-2020"
"1110",35,14.8696160714286,"2018",15.2677142857143,0.398098214285714,"2018"
"1111",35,14.8696160714286,"1991",15.1577142857143,0.288098214285714,"1989-2020"
"1112",35,14.8696160714286,"2019",19.6042857142857,4.73466964285714,"2019"
"1113",35,14.8696160714286,"1995",10.6218571428571,-4.24775892857143,"1989-2020"
"1114",35,14.8696160714286,"2013",14.9265714285714,0.056955357142856,"1989-2020"
"1115",35,14.8696160714286,"1992",16.4895714285714,1.61995535714285,"1989-2020"
"1116",35,14.8696160714286,"2020",14.8838571428571,0.0142410714285717,"1989-2020"
"1117",35,14.8696160714286,"1999",14.7824285714286,-0.0871875000000006,"1989-2020"
"1118",35,14.8696160714286,"2006",13.7098571428571,-1.15975892857143,"1989-2020"
"1119",35,14.8696160714286,"2005",17.7302857142857,2.86066964285714,"1989-2020"
"1120",36,13.9749464285714,"2015",11.4795714285714,-2.495375,"1989-2020"
"1121",36,13.9749464285714,"2001",11.5067142857143,-2.46823214285714,"1989-2020"
"1122",36,13.9749464285714,"1989",13.09,-0.884946428571428,"1989-2020"
"1123",36,13.9749464285714,"1996",11.0422857142857,-2.93266071428571,"1989-2020"
"1124",36,13.9749464285714,"2009",13.9612857142857,-0.013660714285713,"1989-2020"
"1125",36,13.9749464285714,"2014",15.2637142857143,1.28876785714286,"1989-2020"
"1126",36,13.9749464285714,"2000",11.8884285714286,-2.08651785714286,"1989-2020"
"1127",36,13.9749464285714,"1990",11.5088571428571,-2.46608928571429,"1989-2020"
"1128",36,13.9749464285714,"2002",15.6628571428571,1.68791071428572,"1989-2020"
"1129",36,13.9749464285714,"2016",17.175,3.20005357142857,"1989-2020"
"1130",36,13.9749464285714,"1994",12.6685714285714,-1.306375,"1989-2020"
"1131",36,13.9749464285714,"1998",14.6507142857143,0.675767857142857,"1989-2020"
"1132",36,13.9749464285714,"2012",14.4798571428571,0.504910714285714,"1989-2020"
"1133",36,13.9749464285714,"1992",10.5812857142857,-3.39366071428571,"1989-2020"
"1134",36,13.9749464285714,"2019",13.0065714285714,-0.968375,"2019"
"1135",36,13.9749464285714,"1995",13.1467142857143,-0.828232142857143,"1989-2020"
"1136",36,13.9749464285714,"1993",11.1034285714286,-2.87151785714286,"1989-2020"
"1137",36,13.9749464285714,"2010",11.5854285714286,-2.38951785714286,"2010"
"1138",36,13.9749464285714,"2011",15.8802857142857,1.90533928571429,"1989-2020"
"1139",36,13.9749464285714,"2020",13.563,-0.411946428571428,"1989-2020"
"1140",36,13.9749464285714,"2017",13.3688571428571,-0.606089285714285,"1989-2020"
"1141",36,13.9749464285714,"1991",14.4794285714286,0.504482142857142,"1989-2020"
"1142",36,13.9749464285714,"1997",15.4278571428571,1.45291071428571,"1989-2020"
"1143",36,13.9749464285714,"2003",13.4588571428571,-0.516089285714285,"2003"
"1144",36,13.9749464285714,"1999",16.995,3.02005357142857,"1989-2020"
"1145",36,13.9749464285714,"2013",17.2271428571429,3.25219642857143,"1989-2020"
"1146",36,13.9749464285714,"2018",16.3078571428571,2.33291071428572,"2018"
"1147",36,13.9749464285714,"2005",18.4824285714286,4.50748214285714,"1989-2020"
"1148",36,13.9749464285714,"2007",11.2181428571429,-2.75680357142857,"1989-2020"
"1149",36,13.9749464285714,"2008",14.8967142857143,0.921767857142857,"1989-2020"
"1150",36,13.9749464285714,"2004",16.2861428571429,2.31119642857143,"1989-2020"
"1151",36,13.9749464285714,"2006",15.8052857142857,1.83033928571429,"1989-2020"
