"","doy","minT","maxT","airT","co2","swr","vpd","precip","windspd","year","order"
"101",343,-1.18428571428571,2.96571428571429,1.13699404761905,381.050172619048,0.989532,0.0408327380952381,1.38888888888889e-05,2.93427678571429,2001,101
"102",350,-6.64785714285714,-1.82714285714286,-3.80701785714286,384.197023809524,1.84958537142857,0.0669619047619048,6.61375661375661e-07,2.45164285714286,2001,102
"103",357,-5.99714285714286,-0.725571428571429,-3.34830654761905,377.72024702381,1.79579622857143,0.0425348214285714,3.3234126984127e-05,4.04597916666667,2001,103
"104",365,-4.475125,-0.24475,-2.12879947916667,376.525044270833,1.6846074,0.0751598958333333,2.37268518518519e-05,5.18597916666667,2001,104
"105",7,-11.4777142857143,-2.55328571428571,-6.61566964285714,376.10269047619,2.91434374285714,0.072635119047619,7.93650793650794e-06,2.80043452380952,2002,105
"106",14,-5.05942857142857,-1.899,-3.23870238095238,374.492291666667,2.20133597142857,0.0298166666666667,2.76124338624339e-05,1.8735119047619,2002,106
"107",21,-2.76714285714286,-0.00571428571428566,-1.31997023809524,373.515738095238,1.09478185714286,0.0264833333333333,1.04166666666667e-05,3.6406994047619,2002,107
"108",28,4.27714285714286,7.64428571428571,5.865625,372.37424702381,2.49577277142857,0.165858928571429,4.26587301587302e-05,5.3673869047619,2002,108
"109",35,6.30142857142857,11.3411428571429,8.61040476190476,374.406333333333,5.56401214285714,0.420605952380952,1.65343915343915e-07,5.10482738095238,2002,109
"110",42,3.72,7.49714285714286,5.85880952380952,375.787479166667,2.23164128571429,0.155570535714286,2.23214285714286e-05,5.08213095238095,2002,110
"111",49,-0.714285714285714,4.71857142857143,1.86241071428571,379.898104166667,5.82677125714286,0.14441130952381,2.41402116402116e-05,4.14593452380952,2002,111
"112",56,-1.85142857142857,2.62714285714286,0.161845238095238,375.623681547619,3.09057351428571,0.0671464285714286,7.6223544973545e-05,4.89647916666667,2002,112
"113",63,0.652857142857143,5.39714285714286,2.85047619047619,373.431943452381,5.80591671428571,0.194289583333333,2.51322751322751e-05,4.32135714285714,2002,113
"114",70,2.21428571428571,8.22285714285714,5.40702380952381,375.058866071429,9.78835628571429,0.312979166666667,1.12433862433862e-05,4.51099702380952,2002,114
"115",77,2.23571428571429,7.96428571428571,5.23446428571429,381.023505952381,8.19751191428571,0.263302083333333,5.80357142857143e-05,2.84635416666667,2002,115
"116",84,1.19571428571429,5.90714285714286,3.36488095238095,376.45981547619,5.83042937142857,0.155562202380952,5.10912698412698e-05,3.47283333333333,2002,116
"117",91,1.92714285714286,9.29714285714286,5.55636904761905,377.397380952381,15.3459108,0.469675297619048,0,2.26215773809524,2002,117
"118",98,0.2,8.68857142857143,4.43764880952381,377.690226190476,18.8504894571429,0.412538392857143,0,3.57629761904762,2002,118
"119",105,1.72571428571429,6.38142857142857,4.02122023809524,382.951077380952,8.72201674285714,0.168803273809524,4.99338624338624e-05,3.28910416666667,2002,119
"120",112,4.71428571428571,10.1142857142857,7.37714285714286,374.043154761905,12.3454818,0.276729166666667,9.25925925925926e-06,2.00493452380952,2002,120
"121",119,6.13857142857143,11.76,8.83375,378.646169642857,10.7095237714286,0.253578869047619,5.35714285714286e-05,3.77548511904762,2002,121
"122",126,6.58285714285714,10.5314285714286,8.41232142857143,377.190386904762,8.17458737142857,0.20898125,7.07671957671958e-05,2.78207738095238,2002,122
"123",133,10.38,16.8042857142857,13.325625,371.490053571429,14.9070813428571,0.284784821428571,1.33928571428571e-05,2.19910714285714,2002,123
"124",140,10.2942857142857,17.8457142857143,14.4086011904762,367.289226190476,20.8562106857143,0.561120535714286,1.53769841269841e-05,2.86080654761905,2002,124
"125",147,9.86,17.1542857142857,13.5542261904762,369.950991071429,15.5445768,0.442867261904762,6.03505291005291e-05,2.61880357142857,2002,125
"126",154,9.24714285714286,16.5271428571429,12.9222916666667,366.252303571429,23.7401452285714,0.55475744047619,2.57936507936508e-05,2.69471726190476,2002,126
"127",161,12.5628571428571,18.2271428571429,15.1424107142857,366.515005952381,13.3585907142857,0.439569642857143,6.38227513227513e-05,2.6030625,2002,127
"128",168,12.8757142857143,19.6542857142857,16.1941369047619,366.640113095238,15.6134103428571,0.508966369047619,1.70304232804233e-05,2.98084226190476,2002,128
"129",175,15.4557142857143,22.42,18.6533035714286,367.657127976191,17.0915135142857,0.624028869047619,1.07473544973545e-05,2.22826785714286,2002,129
"130",182,11.1357142857143,17.8385714285714,14.3463095238095,363.308241071429,21.6445397142857,0.66025625,1.33928571428571e-05,3.06844047619048,2002,130
"131",189,12.0828571428571,18.36,15.4815476190476,363.13100297619,17.0052842571429,0.578839880952381,5.62169312169312e-06,3.32785119047619,2002,131
"132",196,13.4742857142857,21.11,17.5101488095238,368.409160714286,16.2724160571429,0.611986904761905,5.0760582010582e-05,2.45477380952381,2002,132
"133",203,11.6928571428571,16.6757142857143,14.2722321428571,363.91025297619,11.9628408857143,0.355531547619048,6.43187830687831e-05,3.46305654761905,2002,133
"134",210,13.57,19.9885714285714,16.7569047619048,362.771098214286,16.2968772857143,0.639040773809524,1.22354497354497e-05,2.86332142857143,2002,134
"135",217,15.8614285714286,23.0557142857143,19.2291964285714,365.32419047619,16.5746306571429,0.749809226190476,2.28174603174603e-05,2.34581845238095,2002,135
"136",224,13.2228571428571,18.2728571428571,15.6868452380952,370.749675595238,11.2080260571429,0.309730952380952,8.66402116402116e-05,2.41824404761905,2002,136
"137",231,15.9728571428571,22.6442857142857,19.0708035714286,363.061907738095,17.3256006857143,0.704051488095238,2.61243386243386e-05,2.38368154761905,2002,137
"138",238,15.3957142857143,22.5985714285714,18.5961607142857,369.186547619048,16.3692462857143,0.563091964285714,6.77910052910053e-06,2.2413125,2002,138
"139",245,14.6814285714286,21.1514285714286,17.8366071428571,361.952705357143,15.7827903428571,0.55809494047619,2.61243386243386e-05,2.35053869047619,2002,139
"140",252,12.5928571428571,20.7114285714286,16.7571726190476,367.186380952381,16.6104725142857,0.666081845238095,6.61375661375661e-06,2.5643869047619,2002,140
"141",259,9.79,15.47,12.4489285714286,369.928392857143,11.487276,0.331388095238095,2.64550264550265e-05,2.8416994047619,2002,141
"142",266,8.43714285714286,12.5332857142857,10.375556547619,366.393419642857,6.95409248571429,0.23464880952381,1.98412698412698e-05,2.56047023809524,2002,142
"143",273,5.62857142857143,10.6957142857143,8.19440476190476,363.541610119048,10.0874062285714,0.250855952380952,2.20949074074074e-05,2.90272916666667,2002,143
"144",280,7.82142857142857,11.69,9.86907738095238,367.4085,7.22991857142857,0.246027678571429,5.78703703703704e-05,3.047,2002,144
"145",287,0.648571428571429,5.84857142857143,3.20452380952381,375.012113095238,5.33279674285714,0.113195238095238,1.15740740740741e-06,3.75750297619048,2002,145
"146",294,4.52,9.32285714285714,6.84986904761905,373.025672619048,4.4754336,0.132024404761905,4.08399470899471e-05,3.82266071428571,2002,146
"147",301,5.89142857142857,10.6342857142857,8.10889880952381,371.893598214286,3.54271834285714,0.218774107142857,6.72949735449735e-05,4.79423214285714,2002,147
"148",308,2.28571428571429,7.76428571428571,5.1897619047619,381.722744047619,2.836746,0.0902333333333333,6.86177248677249e-05,2.79522916666667,2002,148
"149",315,-0.298571428571429,3.29857142857143,1.49285714285714,377.413586309524,3.88066602857143,0.0837154761904762,5.80357142857143e-05,3.50728869047619,2002,149
"150",322,5.5,8.89857142857143,6.8664880952381,383.815416666667,3.06134768571429,0.152382142857143,6.77910052910053e-06,2.90775297619048,2002,150
"151",329,2.03714285714286,6.51714285714286,4.22348214285714,386.269708333333,2.15376685714286,0.0887943452380952,7.60582010582011e-06,2.26472619047619,2002,151
"152",336,4.33142857142857,6.64428571428571,5.39339285714286,386.770104166667,1.39918062857143,0.0939264880952381,6.4484126984127e-05,2.40150892857143,2002,152
"153",343,-4.72,-1.83857142857143,-3.30806547619048,393.655086309524,0.955267714285714,0.0254419642857143,5.95238095238095e-06,3.66245833333333,2002,153
"154",350,-8.96428571428572,-4.41,-6.98953869047619,392.3611875,1.31004308571429,0.0248982142857143,5.45634920634921e-06,2.79002083333333,2002,154
"155",357,-2.86571428571429,-0.0142857142857143,-1.55532738095238,390.945357142857,1.40575345714286,0.0268532738095238,4.71230158730159e-05,2.55059821428571,2002,155
"156",365,-0.275,4.445,2.09528645833333,376.0327578125,1.154673,0.0653276041666667,7.43634259259259e-05,3.33525520833333,2002,156
"157",7,-4.80857142857143,1.06428571428571,-2.06681547619048,386.008532738095,1.61800534285714,0.0558818452380952,3.67063492063492e-05,3.53688392857143,2003,157
"158",14,-9.73142857142857,-5.83,-7.64580357142857,378.020842261905,1.65033205714286,0.0271002976190476,9.58994708994709e-06,3.84188095238095,2003,158
"159",21,0.195714285714286,3.26142857142857,1.66264880952381,381.046806547619,2.76513197142857,0.109807738095238,8.26719576719577e-07,4.39432738095238,2003,159
"160",28,-0.314285714285714,3.86714285714286,1.66202380952381,384.486505952381,2.41876748571429,0.0682815476190476,1.7526455026455e-05,4.33060119047619,2003,160
"161",35,-4.65571428571429,-1.56714285714286,-3.14904761904762,391.173735119048,2.97958525714286,0.0313755952380952,3.38955026455026e-05,3.65230357142857,2003,161
"162",42,-4.91285714285714,-2.22714285714286,-3.60645833333333,394.397666666667,2.92587891428571,0.02665,1.24007936507937e-05,2.5133125,2003,162
"163",49,-9.06714285714286,-5.51142857142857,-7.15544642857143,388.08999702381,4.73360297142857,0.0521178571428571,4.96031746031746e-07,3.03664880952381,2003,163
"164",56,-5.34285714285714,-0.561428571428571,-2.69747023809524,386.165532738095,6.89751668571429,0.129424702380952,0,2.43273214285714,2003,164
"165",63,2.43857142857143,7.35,4.77232142857143,394.549285714286,6.26180657142857,0.272352380952381,1.71957671957672e-05,2.52669345238095,2003,165
"166",70,3.03857142857143,8.42,5.56127976190476,385.064410714286,6.52874785714286,0.225754761904762,1.7526455026455e-05,3.50037797619048,2003,166
"167",77,-0.381428571428571,4.86571428571429,2.0578869047619,383.393273809524,10.7144429142857,0.175190773809524,1.42195767195767e-05,2.84062797619048,2003,167
"168",84,0.82,9.10428571428571,4.74309523809524,382.214806547619,15.4885497428571,0.498727083333333,0,2.91380654761905,2003,168
"169",91,4.68714285714286,12.8914285714286,8.7428869047619,383.677324404762,15.6605091428571,0.426415476190476,6.4484126984127e-06,2.4468005952381,2003,169
"170",98,-1.64285714285714,3.29571428571429,1.124375,381.655336309524,13.3801135714286,0.235521130952381,7.60582010582011e-06,3.47069047619048,2003,170
"171",105,0.467142857142857,9.61571428571429,5.03482142857143,383.811398809524,19.1639046857143,0.491954761904762,0,2.61864285714286,2003,171
"172",112,4.68,13.7228571428571,9.02193452380952,383.633541666667,17.652294,0.520742857142857,1.80224867724868e-05,3.25021130952381,2003,172
"173",119,9.48428571428571,16.6914285714286,13.2312202380952,378.505839285714,15.7967421428571,0.720983630952381,1.09126984126984e-05,3.09242261904762,2003,173
"174",126,9.79714285714286,18.7028571428571,14.2391666666667,374.818214285714,18.145584,0.810634226190476,1.02513227513228e-05,3.35813392857143,2003,174
"175",133,9.04428571428571,16.2557142857143,12.6831845238095,376.996636904762,16.4917314,0.395756845238095,5.02645502645503e-05,2.27769345238095,2003,175
"176",140,6.74857142857143,12.7728571428571,9.61622023809524,376.040797619048,16.1639835428571,0.328458035714286,4.13359788359788e-05,2.91179166666667,2003,176
"177",147,10.3114285714286,16.1785714285714,13.3269642857143,369.250744047619,15.0703423714286,0.462100892857143,7.77116402116402e-06,3.1021875,2003,177
"178",154,14.7228571428571,22.2285714285714,18.7286607142857,363.741157738095,23.7444114857143,0.891013095238095,1.00859788359788e-05,2.05639285714286,2003,178
"179",161,15.5257142857143,24.7371428571429,20.1401785714286,370.107023809524,24.7573362857143,0.936969642857143,4.91071428571429e-05,2.1918869047619,2003,179
"180",168,14.0442857142857,21.2671428571429,17.5564583333333,369.895773809524,24.6299263714286,0.717358333333333,3.30687830687831e-07,2.15248511904762,2003,180
"181",175,12.6,20.1242857142857,16.3217261904762,368.433217261905,21.2787442285714,0.634035416666667,2.08333333333333e-05,3.40280952380952,2003,181
"182",182,12.58,20.4571428571429,16.6386011904762,363.717410714286,22.1566068,0.687869940476191,1.62037037037037e-05,2.65875892857143,2003,182
"183",189,11.5871428571429,17.33,14.1314285714286,367.344238095238,15.7719579428571,0.393677083333333,1.96759259259259e-05,3.17108035714286,2003,183
"184",196,12.7942857142857,21.17,17.0617261904762,365.914455357143,24.2449639714286,0.856761607142857,4.62962962962963e-06,2.54521428571429,2003,184
"185",203,17.0728571428571,25.8885714285714,21.7120833333333,372.376994047619,22.292001,1.29179464285714,8.26719576719577e-06,2.48215178571429,2003,185
"186",210,15.0442857142857,21.8371428571429,18.2091369047619,373.119020833333,16.4051555142857,0.627147023809524,2.28174603174603e-05,2.32364583333333,2003,186
"187",217,18.9914285714286,27.5385714285714,23.373244047619,366.089559523809,21.59298,1.52864345238095,0,1.73280654761905,2003,187
"188",224,19.56,30.4457142857143,25.1644047619048,368.890401785714,23.5995940285714,2.2403,1.65343915343915e-07,2.29197916666667,2003,188
