"","week","AverageWeeklyMeanT","sd","year","WeeklyMeanT"
"38",2,0.991165178571429,4.45434568425441,2019,1.805
"39",2,0.991165178571429,4.45434568425441,2011,4.35285714285714
"40",2,0.991165178571429,4.45434568425441,1992,1.62128571428571
"41",2,0.991165178571429,4.45434568425441,2003,-5.65171428571429
"42",2,0.991165178571429,4.45434568425441,1994,2.89071428571429
"43",2,0.991165178571429,4.45434568425441,1996,0.731571428571429
"44",2,0.991165178571429,4.45434568425441,2020,4.72371428571429
"45",2,0.991165178571429,4.45434568425441,2002,-2.65885714285714
"46",2,0.991165178571429,4.45434568425441,1989,4.37642857142857
"47",2,0.991165178571429,4.45434568425441,2004,2.94
"48",2,0.991165178571429,4.45434568425441,2015,5.09028571428571
"49",2,0.991165178571429,4.45434568425441,1997,-6.05771428571429
"50",2,0.991165178571429,4.45434568425441,2013,-0.888428571428572
"51",2,0.991165178571429,4.45434568425441,1999,-0.355285714285714
"52",2,0.991165178571429,4.45434568425441,1995,-2.879
"53",2,0.991165178571429,4.45434568425441,1993,4.65885714285714
"54",2,0.991165178571429,4.45434568425441,1998,5.40357142857143
"55",2,0.991165178571429,4.45434568425441,1990,0.0301428571428571
"56",2,0.991165178571429,4.45434568425441,2005,4.97214285714286
"57",2,0.991165178571429,4.45434568425441,2016,2.119
"58",2,0.991165178571429,4.45434568425441,2007,7.55857142857143
"59",2,0.991165178571429,4.45434568425441,2014,3.63242857142857
"60",2,0.991165178571429,4.45434568425441,2000,-0.377714285714286
"61",2,0.991165178571429,4.45434568425441,2006,-2.75385714285714
"62",2,0.991165178571429,4.45434568425441,1991,3.50085714285714
"63",2,0.991165178571429,4.45434568425441,2009,-6.62728571428571
"64",2,0.991165178571429,4.45434568425441,2008,3.16685714285714
"65",3,0.390669642857143,3.97877536173682,2002,0.131142857142857
"66",3,0.390669642857143,3.97877536173682,2013,-6.28857142857143
"67",3,0.390669642857143,3.97877536173682,2020,3.19
"68",3,0.390669642857143,3.97877536173682,2017,-4.792
"69",3,0.390669642857143,3.97877536173682,2019,-1.50242857142857
"70",3,0.390669642857143,3.97877536173682,1994,-0.934
"71",3,0.390669642857143,3.97877536173682,2006,-1.468
"72",3,0.390669642857143,3.97877536173682,2014,1.79714285714286
"73",3,0.390669642857143,3.97877536173682,2010,-1.418
"74",3,0.390669642857143,3.97877536173682,2004,0.281857142857143
"75",3,0.390669642857143,3.97877536173682,1996,-3.76214285714286
"76",3,0.390669642857143,3.97877536173682,2018,0.724428571428571
"77",3,0.390669642857143,3.97877536173682,2001,-4.66757142857143
"78",3,0.390669642857143,3.97877536173682,1999,4.957
"79",3,0.390669642857143,3.97877536173682,1995,-0.0848571428571428
"80",3,0.390669642857143,3.97877536173682,2012,-0.145428571428571
"81",3,0.390669642857143,3.97877536173682,1992,0.277714285714286
"82",3,0.390669642857143,3.97877536173682,1993,5.75585714285714
"83",3,0.390669642857143,3.97877536173682,2005,1.19242857142857
"84",3,0.390669642857143,3.97877536173682,1991,-2.84214285714286
"85",3,0.390669642857143,3.97877536173682,2007,5.71157142857143
"86",3,0.390669642857143,3.97877536173682,1998,2.24971428571429
"87",3,0.390669642857143,3.97877536173682,2000,0.826142857142857
"88",3,0.390669642857143,3.97877536173682,2015,0.518571428571429
"89",3,0.390669642857143,3.97877536173682,1997,-1.15585714285714
"90",3,0.390669642857143,3.97877536173682,2009,0.0974285714285714
"91",3,0.390669642857143,3.97877536173682,2003,2.28028571428571
"92",3,0.390669642857143,3.97877536173682,2011,2.74485714285714
"93",3,0.390669642857143,3.97877536173682,2016,-3.98342857142857
"94",3,0.390669642857143,3.97877536173682,1990,4.02328571428571
"95",3,0.390669642857143,3.97877536173682,2008,7.06257142857143
"96",3,0.390669642857143,3.97877536173682,1989,1.72385714285714
"97",4,-0.671129464285714,4.55294379477833,2012,0.173428571428571
"98",4,-0.671129464285714,4.55294379477833,2013,-5.619
"99",4,-0.671129464285714,4.55294379477833,2018,4.91285714285714
"100",4,-0.671129464285714,4.55294379477833,2007,-2.38228571428571
"101",4,-0.671129464285714,4.55294379477833,1996,-9.39271428571429
"102",4,-0.671129464285714,4.55294379477833,1997,0.488142857142857
"103",4,-0.671129464285714,4.55294379477833,1998,-4.27414285714286
"104",4,-0.671129464285714,4.55294379477833,2001,2.46714285714286
"105",4,-0.671129464285714,4.55294379477833,2003,2.55128571428571
"106",4,-0.671129464285714,4.55294379477833,2019,-2.55228571428571
"107",4,-0.671129464285714,4.55294379477833,1994,2.63842857142857
"108",4,-0.671129464285714,4.55294379477833,2014,-3.28542857142857
"109",4,-0.671129464285714,4.55294379477833,1989,-1.27885714285714
"110",4,-0.671129464285714,4.55294379477833,2010,-5.86157142857143
"111",4,-0.671129464285714,4.55294379477833,2020,0.178142857142857
"112",4,-0.671129464285714,4.55294379477833,2015,-0.223142857142857
"113",4,-0.671129464285714,4.55294379477833,2017,-4.53414285714286
"114",4,-0.671129464285714,4.55294379477833,2004,-2.43628571428571
"115",4,-0.671129464285714,4.55294379477833,1999,2.88771428571429
"116",4,-0.671129464285714,4.55294379477833,1995,3.60928571428571
"117",4,-0.671129464285714,4.55294379477833,2016,2.77014285714286
"118",4,-0.671129464285714,4.55294379477833,2002,6.47414285714286
"119",4,-0.671129464285714,4.55294379477833,2011,-0.947142857142857
"120",4,-0.671129464285714,4.55294379477833,2006,-7.15271428571429
"121",4,-0.671129464285714,4.55294379477833,2000,-3.69528571428571
"122",4,-0.671129464285714,4.55294379477833,1992,-4.00328571428571
"123",4,-0.671129464285714,4.55294379477833,2005,-3.415
"124",4,-0.671129464285714,4.55294379477833,1990,4.41928571428571
"125",4,-0.671129464285714,4.55294379477833,1991,-0.831428571428571
"126",4,-0.671129464285714,4.55294379477833,2009,-0.163428571428571
"127",4,-0.671129464285714,4.55294379477833,1993,2.73628571428571
"128",4,-0.671129464285714,4.55294379477833,2008,4.26571428571429
"129",5,-0.118107142857143,4.72595523332508,2019,-0.404571428571429
"130",5,-0.118107142857143,4.72595523332508,1997,-0.678714285714286
"131",5,-0.118107142857143,4.72595523332508,2017,1.446
"132",5,-0.118107142857143,4.72595523332508,2002,8.317
"133",5,-0.118107142857143,4.72595523332508,2012,-9.42542857142857
"134",5,-0.118107142857143,4.72595523332508,2020,6.19842857142857
"135",5,-0.118107142857143,4.72595523332508,2016,4.58671428571429
"136",5,-0.118107142857143,4.72595523332508,2013,3.70857142857143
"137",5,-0.118107142857143,4.72595523332508,2004,5.07371428571429
"138",5,-0.118107142857143,4.72595523332508,1996,-5.19828571428571
"139",5,-0.118107142857143,4.72595523332508,2005,-1.12542857142857
"140",5,-0.118107142857143,4.72595523332508,1994,1.55771428571429
"141",5,-0.118107142857143,4.72595523332508,2014,-1.29
"142",5,-0.118107142857143,4.72595523332508,1989,-1.16342857142857
"143",5,-0.118107142857143,4.72595523332508,2015,-0.706285714285714
"144",5,-0.118107142857143,4.72595523332508,2006,-4.57542857142857
"145",5,-0.118107142857143,4.72595523332508,2018,2.31514285714286
"146",5,-0.118107142857143,4.72595523332508,1999,-0.978857142857143
"147",5,-0.118107142857143,4.72595523332508,2010,-1.86514285714286
"148",5,-0.118107142857143,4.72595523332508,2000,4.81357142857143
"149",5,-0.118107142857143,4.72595523332508,1998,-5.05471428571429
"150",5,-0.118107142857143,4.72595523332508,2003,-1.847
"151",5,-0.118107142857143,4.72595523332508,1990,4.96314285714286
"152",5,-0.118107142857143,4.72595523332508,2011,-3.001
"153",5,-0.118107142857143,4.72595523332508,1995,2.62085714285714
"154",5,-0.118107142857143,4.72595523332508,2001,-1.11257142857143
"155",5,-0.118107142857143,4.72595523332508,1991,-6.05485714285714
"156",5,-0.118107142857143,4.72595523332508,2007,4.56728571428571
"157",5,-0.118107142857143,4.72595523332508,2008,1.39357142857143
"158",5,-0.118107142857143,4.72595523332508,1993,-7.64014285714286
"159",5,-0.118107142857143,4.72595523332508,2009,-1.93914285714286
"160",5,-0.118107142857143,4.72595523332508,1992,-1.28014285714286
"161",6,0.496901785714286,4.89093718670581,1996,-6.86085714285714
"162",6,0.496901785714286,4.89093718670581,2019,2.54042857142857
"163",6,0.496901785714286,4.89093718670581,2015,-0.557142857142857
"164",6,0.496901785714286,4.89093718670581,2003,-3.46485714285714
"165",6,0.496901785714286,4.89093718670581,2004,4.39114285714286
"166",6,0.496901785714286,4.89093718670581,2005,-1.51471428571429
"167",6,0.496901785714286,4.89093718670581,1997,3.35185714285714
"168",6,0.496901785714286,4.89093718670581,1999,-2.25685714285714
"169",6,0.496901785714286,4.89093718670581,2000,5.41442857142857
"170",6,0.496901785714286,4.89093718670581,1989,1.57685714285714
"171",6,0.496901785714286,4.89093718670581,2020,3.25742857142857
"172",6,0.496901785714286,4.89093718670581,2018,-2.71214285714286
"173",6,0.496901785714286,4.89093718670581,2001,5.87657142857143
"174",6,0.496901785714286,4.89093718670581,2002,6.57742857142857
"175",6,0.496901785714286,4.89093718670581,2016,4.36657142857143
"176",6,0.496901785714286,4.89093718670581,1998,1.61671428571429
"177",6,0.496901785714286,4.89093718670581,2012,-11.7852857142857
"178",6,0.496901785714286,4.89093718670581,2013,-1.97057142857143
"179",6,0.496901785714286,4.89093718670581,2006,-1.08242857142857
"180",6,0.496901785714286,4.89093718670581,2007,0.251857142857143
"181",6,0.496901785714286,4.89093718670581,1992,2.79857142857143
"182",6,0.496901785714286,4.89093718670581,2008,4.11542857142857
"183",6,0.496901785714286,4.89093718670581,1990,4.604
"184",6,0.496901785714286,4.89093718670581,2010,-4.302
"185",6,0.496901785714286,4.89093718670581,2011,4.53128571428571
"186",6,0.496901785714286,4.89093718670581,2017,-1.79242857142857
"187",6,0.496901785714286,4.89093718670581,1991,-8.61514285714286
"188",6,0.496901785714286,4.89093718670581,1994,1.05485714285714
"189",6,0.496901785714286,4.89093718670581,2014,3.71571428571429
"190",6,0.496901785714286,4.89093718670581,2009,0.790571428571429
"191",6,0.496901785714286,4.89093718670581,1993,-1.199
"192",6,0.496901785714286,4.89093718670581,1995,3.18257142857143
"193",7,0.491772321428571,4.0705313485024,2001,3.37142857142857
"194",7,0.491772321428571,4.0705313485024,2012,-0.62
"195",7,0.491772321428571,4.0705313485024,2019,4.085
"196",7,0.491772321428571,4.0705313485024,2020,5.07528571428571
"197",7,0.491772321428571,4.0705313485024,2015,-0.0872857142857143
"198",7,0.491772321428571,4.0705313485024,2000,1.24628571428571
"199",7,0.491772321428571,4.0705313485024,2002,2.45371428571429
"200",7,0.491772321428571,4.0705313485024,1999,-4.191
"201",7,0.491772321428571,4.0705313485024,2003,-6.841
"202",7,0.491772321428571,4.0705313485024,2011,0.109428571428571
"203",7,0.491772321428571,4.0705313485024,2013,-1.46914285714286
"204",7,0.491772321428571,4.0705313485024,2017,1.30285714285714
"205",7,0.491772321428571,4.0705313485024,2008,-0.776857142857143
"206",7,0.491772321428571,4.0705313485024,2004,1.99157142857143
"207",7,0.491772321428571,4.0705313485024,2005,-0.947571428571429
"208",7,0.491772321428571,4.0705313485024,1998,7.72214285714286
"209",7,0.491772321428571,4.0705313485024,2018,-0.986428571428571
"210",7,0.491772321428571,4.0705313485024,2014,4.018
"211",7,0.491772321428571,4.0705313485024,1996,0.169428571428571
"212",7,0.491772321428571,4.0705313485024,1989,1.99942857142857
"213",7,0.491772321428571,4.0705313485024,1990,2.17085714285714
"214",7,0.491772321428571,4.0705313485024,2009,-2.58342857142857
"215",7,0.491772321428571,4.0705313485024,1992,2.21885714285714
"216",7,0.491772321428571,4.0705313485024,2016,0.200142857142857
"217",7,0.491772321428571,4.0705313485024,2010,-4.57214285714286
"218",7,0.491772321428571,4.0705313485024,1995,5.42285714285714
"219",7,0.491772321428571,4.0705313485024,1994,-6.12785714285714
"220",7,0.491772321428571,4.0705313485024,2006,-0.134857142857143
"221",7,0.491772321428571,4.0705313485024,2007,4.001
"222",7,0.491772321428571,4.0705313485024,1991,-4.146
"223",7,0.491772321428571,4.0705313485024,1997,2.96214285714286
"224",7,0.491772321428571,4.0705313485024,1993,-1.30014285714286
"225",8,1.38215178571429,4.26775040290801,1989,4.37571428571429
"226",8,1.38215178571429,4.26775040290801,2017,4.94342857142857
"227",8,1.38215178571429,4.26775040290801,2018,-3.53685714285714
"228",8,1.38215178571429,4.26775040290801,2006,-1.30685714285714
"229",8,1.38215178571429,4.26775040290801,2015,1.84871428571429
"230",8,1.38215178571429,4.26775040290801,2019,4.466
"231",8,1.38215178571429,4.26775040290801,2002,1.01685714285714
"232",8,1.38215178571429,4.26775040290801,2003,-2.35585714285714
"233",8,1.38215178571429,4.26775040290801,1990,8.46585714285714
"234",8,1.38215178571429,4.26775040290801,2016,2.70428571428571
"235",8,1.38215178571429,4.26775040290801,2020,5.15742857142857
"236",8,1.38215178571429,4.26775040290801,2007,4.44385714285714
"237",8,1.38215178571429,4.26775040290801,2004,-1.57828571428571
"238",8,1.38215178571429,4.26775040290801,1991,1.53357142857143
"239",8,1.38215178571429,4.26775040290801,1998,6.49928571428571
"240",8,1.38215178571429,4.26775040290801,2012,3.34042857142857
"241",8,1.38215178571429,4.26775040290801,2014,4.53428571428571
"242",8,1.38215178571429,4.26775040290801,2001,-0.109714285714286
"243",8,1.38215178571429,4.26775040290801,1995,3.83528571428571
"244",8,1.38215178571429,4.26775040290801,2008,5.15
"245",8,1.38215178571429,4.26775040290801,2011,-4.92957142857143
"246",8,1.38215178571429,4.26775040290801,2010,2.21414285714286
"247",8,1.38215178571429,4.26775040290801,1997,6.40028571428571
"248",8,1.38215178571429,4.26775040290801,1999,1.12357142857143
"249",8,1.38215178571429,4.26775040290801,1992,1.13071428571429
"250",8,1.38215178571429,4.26775040290801,2005,-3.76485714285714
"251",8,1.38215178571429,4.26775040290801,2013,-2.89185714285714
"252",8,1.38215178571429,4.26775040290801,1996,-3.44614285714286
"253",8,1.38215178571429,4.26775040290801,2009,0.883714285714286
"254",8,1.38215178571429,4.26775040290801,1993,-3.36157142857143
"255",8,1.38215178571429,4.26775040290801,2000,1.07714285714286
"256",8,1.38215178571429,4.26775040290801,1994,-3.63414285714286
"257",9,2.31588392857143,4.01029649048845,2004,-1.28642857142857
"258",9,2.31588392857143,4.01029649048845,2016,0.368571428571429
"259",9,2.31588392857143,4.01029649048845,1989,3.33985714285714
"260",9,2.31588392857143,4.01029649048845,2005,-6.31857142857143
"261",9,2.31588392857143,4.01029649048845,2014,4.14985714285714
"262",9,2.31588392857143,4.01029649048845,2010,2.77714285714286
"263",9,2.31588392857143,4.01029649048845,2011,0.601571428571429
"264",9,2.31588392857143,4.01029649048845,2017,6.04385714285714
"265",9,2.31588392857143,4.01029649048845,2003,3.35028571428571
"266",9,2.31588392857143,4.01029649048845,2015,2.59771428571429
"267",9,2.31588392857143,4.01029649048845,2019,6.80142857142857
"268",9,2.31588392857143,4.01029649048845,2002,3.42114285714286
"269",9,2.31588392857143,4.01029649048845,1990,2.57271428571429
"270",9,2.31588392857143,4.01029649048845,2006,-3.48628571428571
"271",9,2.31588392857143,4.01029649048845,1994,4.82371428571429
"272",9,2.31588392857143,4.01029649048845,1996,0.740142857142857
"273",9,2.31588392857143,4.01029649048845,2012,5.523
"274",9,2.31588392857143,4.01029649048845,1998,5.81928571428571
"275",9,2.31588392857143,4.01029649048845,2007,4.85114285714286
"276",9,2.31588392857143,4.01029649048845,2020,3.52085714285714
"277",9,2.31588392857143,4.01029649048845,2018,-7.30057142857143
"278",9,2.31588392857143,4.01029649048845,1991,0.791
"279",9,2.31588392857143,4.01029649048845,2013,0.082
"280",9,2.31588392857143,4.01029649048845,1999,5.908
"281",9,2.31588392857143,4.01029649048845,2000,3.73142857142857
"282",9,2.31588392857143,4.01029649048845,2001,-0.721142857142857
"283",9,2.31588392857143,4.01029649048845,2008,5.99914285714286
"284",9,2.31588392857143,4.01029649048845,1995,2.60557142857143
"285",9,2.31588392857143,4.01029649048845,1997,6.43
"286",9,2.31588392857143,4.01029649048845,1993,-2.97571428571429
"287",9,2.31588392857143,4.01029649048845,2009,4.52328571428571
"288",9,2.31588392857143,4.01029649048845,1992,4.82428571428571
"289",10,3.28258928571429,3.4914311610757,2006,-1.31214285714286
"290",10,3.28258928571429,3.4914311610757,1998,2.28714285714286
"291",10,3.28258928571429,3.4914311610757,2003,5.55657142857143
"292",10,3.28258928571429,3.4914311610757,2004,-1.167
"293",10,3.28258928571429,3.4914311610757,1995,1.69542857142857
"294",10,3.28258928571429,3.4914311610757,2007,5.68757142857143
"295",10,3.28258928571429,3.4914311610757,2001,3.98557142857143
"296",10,3.28258928571429,3.4914311610757,1989,6.66285714285714
"297",10,3.28258928571429,3.4914311610757,2005,-2.407
"298",10,3.28258928571429,3.4914311610757,1999,2.44014285714286
"299",10,3.28258928571429,3.4914311610757,1996,-1.07071428571429
"300",10,3.28258928571429,3.4914311610757,2002,5.37071428571429
"301",10,3.28258928571429,3.4914311610757,2013,1.63942857142857
"302",10,3.28258928571429,3.4914311610757,2010,-3.33542857142857
"303",10,3.28258928571429,3.4914311610757,2000,4.29742857142857
"304",10,3.28258928571429,3.4914311610757,2012,3.68271428571429
"305",10,3.28258928571429,3.4914311610757,2017,4.43871428571429
"306",10,3.28258928571429,3.4914311610757,1990,6.81542857142857
"307",10,3.28258928571429,3.4914311610757,2011,2.43014285714286
"308",10,3.28258928571429,3.4914311610757,1994,6.78285714285714
"309",10,3.28258928571429,3.4914311610757,1997,6.25471428571429
"310",10,3.28258928571429,3.4914311610757,2014,5.39785714285714
"311",10,3.28258928571429,3.4914311610757,1991,6.06442857142857
"312",10,3.28258928571429,3.4914311610757,2015,4.46857142857143
"313",10,3.28258928571429,3.4914311610757,1992,5.445
"314",10,3.28258928571429,3.4914311610757,2018,4.89114285714286
"315",10,3.28258928571429,3.4914311610757,2008,3.56471428571429
"316",10,3.28258928571429,3.4914311610757,2019,5.35585714285714
"317",10,3.28258928571429,3.4914311610757,2016,1.434
"318",10,3.28258928571429,3.4914311610757,1993,0.741285714285714
"319",10,3.28258928571429,3.4914311610757,2009,2.91414285714286
"320",10,3.28258928571429,3.4914311610757,2020,4.03071428571429
"321",11,4.110125,3.82919563641936,2018,1.198
"322",11,4.110125,3.82919563641936,1996,-2.47985714285714
"323",11,4.110125,3.82919563641936,2003,2.129
"324",11,4.110125,3.82919563641936,2004,6.20342857142857
"325",11,4.110125,3.82919563641936,2017,5.90657142857143
"326",11,4.110125,3.82919563641936,2006,-4.44342857142857
"327",11,4.110125,3.82919563641936,1997,5.57728571428571
"328",11,4.110125,3.82919563641936,1998,4.19271428571429
"329",11,4.110125,3.82919563641936,2005,6.17371428571429
"330",11,4.110125,3.82919563641936,1999,3.30071428571429
"331",11,4.110125,3.82919563641936,2007,6.40814285714286
"332",11,4.110125,3.82919563641936,1989,5.06228571428571
"333",11,4.110125,3.82919563641936,2014,7.07071428571429
"334",11,4.110125,3.82919563641936,2019,4.891
"335",11,4.110125,3.82919563641936,1994,4.00771428571429
"336",11,4.110125,3.82919563641936,2012,6.79542857142857
"337",11,4.110125,3.82919563641936,2011,6.05914285714286
"338",11,4.110125,3.82919563641936,2015,3.74728571428571
"339",11,4.110125,3.82919563641936,2020,6.88857142857143
"340",11,4.110125,3.82919563641936,2000,4.58785714285714
"341",11,4.110125,3.82919563641936,1990,6.99842857142857
"342",11,4.110125,3.82919563641936,1991,8.23771428571429
"343",11,4.110125,3.82919563641936,2016,2.06557142857143
"344",11,4.110125,3.82919563641936,2010,3.22185714285714
"345",11,4.110125,3.82919563641936,2013,-3.20214285714286
"346",11,4.110125,3.82919563641936,2001,4.91142857142857
"347",11,4.110125,3.82919563641936,2008,5.31128571428571
"348",11,4.110125,3.82919563641936,2009,4.85214285714286
"349",11,4.110125,3.82919563641936,1995,1.33014285714286
"350",11,4.110125,3.82919563641936,1992,2.34114285714286
"351",11,4.110125,3.82919563641936,2002,5.06914285714286
"352",11,4.110125,3.82919563641936,1993,7.111
"353",12,4.08705803571429,3.60765768155591,2017,6.55442857142857
"354",12,4.08705803571429,3.60765768155591,2004,7.11157142857143
"355",12,4.08705803571429,3.60765768155591,2012,7.16971428571429
"356",12,4.08705803571429,3.60765768155591,1998,0.944428571428571
"357",12,4.08705803571429,3.60765768155591,1999,4.71571428571429
"358",12,4.08705803571429,3.60765768155591,1996,3.20742857142857
"359",12,4.08705803571429,3.60765768155591,1997,1.31757142857143
"360",12,4.08705803571429,3.60765768155591,2018,0.451142857142857
"361",12,4.08705803571429,3.60765768155591,1989,4.594
"362",12,4.08705803571429,3.60765768155591,2005,6.00428571428571
"363",12,4.08705803571429,3.60765768155591,2007,2.51742857142857
"364",12,4.08705803571429,3.60765768155591,2003,3.88985714285714
"365",12,4.08705803571429,3.60765768155591,2001,1.79485714285714
"366",12,4.08705803571429,3.60765768155591,2015,3.69542857142857
"367",12,4.08705803571429,3.60765768155591,2000,5.34328571428571
"368",12,4.08705803571429,3.60765768155591,2014,6.92771428571429
"369",12,4.08705803571429,3.60765768155591,2013,-3.19928571428571
"370",12,4.08705803571429,3.60765768155591,2010,9.15642857142857
"371",12,4.08705803571429,3.60765768155591,1995,3.57057142857143
"372",12,4.08705803571429,3.60765768155591,2016,4.07685714285714
"373",12,4.08705803571429,3.60765768155591,1990,8.20028571428571
"374",12,4.08705803571429,3.60765768155591,2019,5.58114285714286
"375",12,4.08705803571429,3.60765768155591,2006,0.706714285714286
"376",12,4.08705803571429,3.60765768155591,2011,5.06385714285714
"377",12,4.08705803571429,3.60765768155591,1992,4.479
"378",12,4.08705803571429,3.60765768155591,2002,4.175
"379",12,4.08705803571429,3.60765768155591,1991,6.95
"380",12,4.08705803571429,3.60765768155591,2020,3.57914285714286
"381",12,4.08705803571429,3.60765768155591,2008,0.0202857142857144
"382",12,4.08705803571429,3.60765768155591,1993,5.323
"383",12,4.08705803571429,3.60765768155591,2009,1.92157142857143
"384",12,4.08705803571429,3.60765768155591,1994,4.94242857142857
"385",13,5.33191964285714,3.76473018021699,2017,10.4192857142857
"386",13,5.33191964285714,3.76473018021699,1999,7.09142857142857
"387",13,5.33191964285714,3.76473018021699,2014,7.50314285714286
"388",13,5.33191964285714,3.76473018021699,1998,8.53814285714286
"389",13,5.33191964285714,3.76473018021699,1989,8.98557142857143
"390",13,5.33191964285714,3.76473018021699,2003,8.15785714285714
"391",13,5.33191964285714,3.76473018021699,1996,0.651857142857143
"392",13,5.33191964285714,3.76473018021699,2004,2.62742857142857
"393",13,5.33191964285714,3.76473018021699,2015,5.07971428571429
"394",13,5.33191964285714,3.76473018021699,2000,4.78328571428571
"395",13,5.33191964285714,3.76473018021699,2018,4.05642857142857
"396",13,5.33191964285714,3.76473018021699,2001,3.34128571428571
"397",13,5.33191964285714,3.76473018021699,2012,7.98214285714286
"398",13,5.33191964285714,3.76473018021699,2019,6.81157142857143
"399",13,5.33191964285714,3.76473018021699,2005,7.17657142857143
"400",13,5.33191964285714,3.76473018021699,1997,6.28142857142857
"401",13,5.33191964285714,3.76473018021699,1990,5.62328571428571
"402",13,5.33191964285714,3.76473018021699,2002,4.56485714285714
"403",13,5.33191964285714,3.76473018021699,2016,5.96871428571429
"404",13,5.33191964285714,3.76473018021699,2007,7.76171428571429
"405",13,5.33191964285714,3.76473018021699,1992,1.89642857142857
"406",13,5.33191964285714,3.76473018021699,2013,-2.12242857142857
"407",13,5.33191964285714,3.76473018021699,2011,6.912
"408",13,5.33191964285714,3.76473018021699,1994,7.027
"409",13,5.33191964285714,3.76473018021699,1995,1.377
"410",13,5.33191964285714,3.76473018021699,2008,4.44485714285714
"411",13,5.33191964285714,3.76473018021699,1991,1.97742857142857
"412",13,5.33191964285714,3.76473018021699,2006,9.22271428571429
"413",13,5.33191964285714,3.76473018021699,2020,2.81442857142857
"414",13,5.33191964285714,3.76473018021699,2010,7.476
"415",13,5.33191964285714,3.76473018021699,1993,1.54428571428571
"416",13,5.33191964285714,3.76473018021699,2009,4.646
"417",14,6.2523125,3.69449339119735,2017,7.93614285714286
"418",14,6.2523125,3.69449339119735,1998,8.029
"419",14,6.2523125,3.69449339119735,1999,9.43257142857143
"420",14,6.2523125,3.69449339119735,2014,11.8861428571429
"421",14,6.2523125,3.69449339119735,2000,5.75957142857143
"422",14,6.2523125,3.69449339119735,1989,2.83528571428571
"423",14,6.2523125,3.69449339119735,2001,8.13485714285714
"424",14,6.2523125,3.69449339119735,2002,4.77242857142857
"425",14,6.2523125,3.69449339119735,2003,1.80385714285714
"426",14,6.2523125,3.69449339119735,1995,8.26185714285714
"427",14,6.2523125,3.69449339119735,1996,1.42685714285714
"428",14,6.2523125,3.69449339119735,2012,4.32
"429",14,6.2523125,3.69449339119735,2015,3.18128571428571
"430",14,6.2523125,3.69449339119735,2004,6.81528571428571
"431",14,6.2523125,3.69449339119735,1990,4.77042857142857
"432",14,6.2523125,3.69449339119735,2018,9.095
"433",14,6.2523125,3.69449339119735,2013,-0.00671428571428575
"434",14,6.2523125,3.69449339119735,2016,9.29085714285714
"435",14,6.2523125,3.69449339119735,2010,7.20728571428571
"436",14,6.2523125,3.69449339119735,1997,3.681
"437",14,6.2523125,3.69449339119735,1992,3.92028571428571
"438",14,6.2523125,3.69449339119735,1991,7.86342857142857
"439",14,6.2523125,3.69449339119735,2019,8.76942857142857
