doy,year,NEE_gCm2day,NEE_unc_gCm2day,GPP_gCm2day,GPP_unc_gCm2day,Reco_gCm2day,Reco_unc_gCm2day,Evap_kgH2Om2day,Evap_unc_kgH2Om2day,Cwood_stock_gCm2,Cwood_stock_unc_gCm2,Croots_stock_gCm2,Croots_stock_unc_gCm2,Cfol_stock_gCm2,Cfol_stock_unc,LAI_m2m2,LAI_unc_m2m2,foliage_to_litter_gCm2day,foliage_to_litter_unc_gCm2day,foliage_to_litter_lag_tstep
329,2002,2.863491403,0.679361363,0.103520944,1.403587261,2.546673995,1.001568299,0.011043339,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
336,2002,2.559737436,0.591255182,0.136195969,1.515888662,2.396488889,1.000022625,0.038647133,0.254399841,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,2002,1.699935651,0.643242587,0.177503646,1.454053364,1.149925823,1.001547812,0.138303933,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
350,2002,1.072094691,0.674372467,-9999,2.116306013,0.43525109,1.001554818,-0.09144823,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
357,2002,0.845265391,0.657584478,0.067101347,1.15122048,0.82300402,1.000164868,0.000641457,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
365,2002,1.457531978,0.637594814,0.139929194,1.426622928,1.492449067,1.000120411,-0.062863256,0.275467531,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7,2003,1.54484981,0.637170289,0.1008798,1.454717599,1.54063177,1.000119423,-0.015970888,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14,2003,1.583207508,0.622902904,0.192883166,1.273329564,1.216370622,1.000088692,-0.034446541,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
21,2003,1.272703711,0.58565463,0.136375568,1.523407038,1.375527378,1.000011313,-0.01784245,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28,2003,1.141286285,0.58,0.108673874,1.585680598,1.173660069,1,0.002633491,0.16512899,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,2003,0.987200686,0.631847139,0.122026782,1.390704587,0.923403086,1.000107851,0.038026633,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42,2003,1.003003004,0.641772088,0.109689628,1.50305369,1.132698319,1.000124387,0.103365948,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
49,2003,0.825062293,0.652265866,0.11261141,1.504318668,0.91303102,1.000152913,0.134493893,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.3,0.25,-9999,-9999,-9999
56,2003,1.031877687,0.720784788,0.234573719,1.136872097,1.312574399,1.000311442,0.105961946,0.296139905,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
63,2003,1.502003121,0.708738984,0.178926655,1.464631526,1.594870912,1.000284754,0.102715029,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.53,0.25,-9999,-9999,-9999
70,2003,1.50784777,0.691063529,0.246125055,1.566066464,1.683924466,1.000221234,0.254742881,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.42,0.25,-9999,-9999,-9999
77,2003,1.519968914,0.647013587,0.205938553,1.554609959,1.623072382,1.000141115,0.538090217,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
84,2003,1.898268227,0.731502399,0.275752354,1.515888662,1.918273388,1.000320014,0.660365386,0.356038423,-9999,-9999,-9999,-9999,-9999,-9999,0.53,0.25,-9999,-9999,-9999
91,2003,2.028338861,0.778332836,0.494832268,1.546327455,2.307306213,1.000462302,0.825005824,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.68,0.25,-9999,-9999,-9999
98,2003,1.172768003,0.675685888,0.450868723,1.539093334,1.498559488,1.000206214,0.775670247,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9,0.25,-9999,-9999,-9999
105,2003,1.190003325,0.700325995,0.897306655,1.687509158,1.945577607,1.000238375,1.031986077,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9,0.25,-9999,-9999,-9999
112,2003,1.212795868,0.630051945,1.815948379,1.460258219,2.926965752,1.000092634,1.281122554,0.371744229,-9999,-9999,-9999,-9999,-9999,-9999,0.99,0.25,-9999,-9999,-9999
119,2003,1.705637869,0.648146934,2.869937833,1.433332121,4.254857565,1.000132361,1.284696683,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.96,0.25,-9999,-9999,-9999
126,2003,0.185028112,0.657996528,4.881356509,1.317298264,5.121213261,1.000154487,1.890015331,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.69,0.36,-9999,-9999,-9999
133,2003,-2.162754463,0.71083765,7.183907332,1.468939342,4.945506266,1.003493535,2.111504837,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.59,0.83,-9999,-9999,-9999
140,2003,-3.126545747,0.652381501,7.917893663,1.306931755,4.503960214,1.000120118,1.925242875,0.352342783,-9999,-9999,-9999,-9999,-9999,-9999,4.92,1.01,-9999,-9999,-9999
147,2003,-5.358329948,0.663064567,10.33567085,1.24999244,5.138702949,1.00015563,2.004865251,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.68,0.95,-9999,-9999,-9999
154,2003,-7.686052836,0.746861663,13.14086794,1.486271218,5.832676483,1.006314853,3.325101264,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.85,1.01,-9999,-9999,-9999
161,2003,-5.239494447,0.746339473,12.79242018,1.386594567,6.159942282,1.006283137,3.11519925,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.5,0.91,-9999,-9999,-9999
168,2003,-9.897805227,0.727920537,15.18242157,1.438801094,5.568420459,1.003535591,3.385561625,0.48166911,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
175,2003,-9.348643839,0.648429822,13.93566609,1.234113099,4.530425426,1.000122572,3.198171173,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
182,2003,-9.170412231,0.647722091,14.51498895,1.418318892,4.967701725,1.000142689,3.06850694,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
189,2003,-8.118824912,0.632708789,13.10571464,1.419111281,4.411691805,1.000109738,2.274872283,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.46,0.98,-9999,-9999,-9999
196,2003,-9.657508074,0.701232199,14.11211126,1.389234047,4.519439966,1.003470396,3.281612124,0.40896162,-9999,-9999,-9999,-9999,-9999,-9999,2.1,0.42,-9999,-9999,-9999
203,2003,-6.223838842,0.752141274,11.12238541,1.542399268,4.86512903,1.000393511,3.163528733,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.57,0.93,-9999,-9999,-9999
210,2003,-5.456812455,0.743666736,11.17419128,1.492387263,5.618903997,1.000371792,2.219629942,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.4,1.29,-9999,-9999,-9999
217,2003,-6.858295306,0.722557366,11.92484338,1.51910041,5.034830127,1.046703038,2.50741477,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.5,0.3,-9999,-9999,-9999
224,2003,-0.560004238,0.72973255,4.415141906,1.478388609,3.918547072,1.006281568,1.97649863,0.459794125,-9999,-9999,-9999,-9999,-9999,-9999,6,1.24,-9999,-9999,-9999
231,2003,-2.092600948,0.743927823,5.460640154,1.53030479,3.423230078,1.001725703,1.891165793,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6,1.2,-9999,-9999,-9999
238,2003,-2.402377855,0.651961735,5.325268254,1.380752053,2.788480353,1.000152165,1.576912308,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.98,1.25,-9999,-9999,-9999
245,2003,-2.595716586,0.664156137,5.792038107,1.369221924,3.145929626,1.000157997,1.106553351,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.11,1.43,-9999,-9999,-9999
252,2003,-4.23444274,0.783201685,7.467155757,1.60584614,3.209917253,1.001828584,1.221947059,0.408181438,-9999,-9999,-9999,-9999,-9999,-9999,4.97,1,-9999,-9999,-9999
259,2003,-4.560134048,0.647829789,7.408688886,1.291165846,2.847567047,1.001496627,1.31294728,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
266,2003,-2.575306533,0.647722091,6.185606196,1.312207127,3.543314551,1.000142689,1.866990926,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.83,1.03,-9999,-9999,-9999
273,2003,-3.04173722,0.66206057,6.067316787,1.247688025,3.182422152,1.000175091,0.928099728,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.53,0.94,-9999,-9999,-9999
280,2003,-1.872517733,0.611954787,4.460674976,1.217578807,2.588143838,1.000065369,0.483249531,0.279332182,-9999,-9999,-9999,-9999,-9999,-9999,4.3,0.87,-9999,-9999,-9999
287,2003,-1.675650439,0.601849895,3.759938343,1.260434844,1.930106946,1.000033007,0.625034707,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
294,2003,-0.496631151,0.622632598,2.166605628,1.261576985,1.723133452,1.000087993,0.474557412,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.08,1.04,-9999,-9999,-9999
301,2003,1.080860692,0.67730655,0.562556896,1.577876102,1.584033608,1.000210166,0.144727196,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.36,1.03,-9999,-9999,-9999
308,2003,1.794687154,0.611954787,0.367419552,1.570916964,2.112713687,1.000065369,0.032404404,0.227343237,-9999,-9999,-9999,-9999,-9999,-9999,3.36,1.3,-9999,-9999,-9999
315,2003,1.95720613,0.700132149,0.226288162,1.597510393,2.159535552,1.000263994,0.082194058,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.86,0.25,-9999,-9999,-9999
322,2003,1.992176531,0.639408074,0.231876644,1.524228079,2.164046861,1.001477906,-0.101044368,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.92,0.25,-9999,-9999,-9999
329,2003,3.047829772,0.58565463,0.125285568,1.437429601,2.864445767,1.000011313,-0.043907205,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
336,2003,2.126309437,0.622203922,0.244685131,1.330735972,2.559886292,1.000087114,0.125632392,0.245102254,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,2003,1.635721204,0.648952255,0.142895626,1.503275692,1.853137905,1.000145435,0.149499204,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
350,2003,1.41297321,0.591255182,0.190809784,1.531036616,1.678390891,1.000022625,-0.091322119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
357,2003,2.00109623,0.59634885,0.139260572,1.569334734,1.839741799,1,-0.109764268,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
365,2003,1.718839428,0.611954787,0.173800528,1.440526413,1.762850998,1.000065369,-0.103023228,0.181770768,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,181.23,34.72,52
7,2004,0.964101614,0.627478339,0.149262615,1.38199756,1.087072196,1.000098426,0.039641297,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14,2004,1.103593627,0.629470459,0.116975746,1.45937727,1.230458147,1.000102695,-0.16242177,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
21,2004,1.306957062,0.607301113,0.160276699,1.284905968,1.236834061,1.000055632,-0.029757889,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28,2004,1.630774755,0.659181678,0.147430588,1.413944538,1.556237964,1.000168429,0.064804251,0.229762343,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,2004,1.336356349,0.591255182,0.09452886,1.571521903,1.322320022,1.000022625,-0.215041105,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42,2004,1.395462834,0.591255182,0.158051325,1.578833497,1.56063243,1.000022625,-0.00853668,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
49,2004,1.470374928,0.59680318,0.18762804,1.426379592,1.580298995,1.000033938,0.145967688,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
56,2004,1.138331905,0.607301113,0.177629751,1.443624858,1.225737169,1.000022625,0.244578838,0.129237394,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
63,2004,1.098435959,0.671719549,-9999,2.116306013,0.959756127,1.000197083,0.290235196,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.51,0.25,-9999,-9999,-9999
70,2004,0.985907488,0.682905708,0.186755789,1.493686902,0.995236363,1.000223093,0.335337467,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4,0.25,-9999,-9999,-9999
77,2004,1.49511559,0.670790633,0.335566134,1.440861641,1.61447762,1.000183593,0.361601758,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.52,0.25,-9999,-9999,-9999
84,2004,1.939567771,0.632702108,0.341906127,1.451708181,2.080334487,1.000109686,0.567974085,0.302422113,-9999,-9999,-9999,-9999,-9999,-9999,0.4,0.25,-9999,-9999,-9999
91,2004,2.116175039,0.775302511,0.322802366,1.433337674,2.249190801,1.000454487,0.468054964,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
98,2004,1.94383467,0.637170289,0.505627455,1.684955256,2.359104474,1.000087062,0.76917654,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.83,0.25,-9999,-9999,-9999
105,2004,1.650358679,0.745924679,0.881140937,1.605923915,2.407083877,1.000377634,0.701132239,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7,0.25,-9999,-9999,-9999
112,2004,2.827054785,0.736184585,1.667886107,1.518869952,4.351533078,1.003556224,1.041785826,0.40778948,-9999,-9999,-9999,-9999,-9999,-9999,1.06,0.25,-9999,-9999,-9999
119,2004,1.127209916,0.644541721,3.289895009,1.432934878,4.085216385,1.001489202,1.485770641,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.83,0.25,-9999,-9999,-9999
126,2004,0.449226305,0.591255182,5.435976018,1.301133454,5.623651855,1.000022625,1.567622463,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.6,0.32,-9999,-9999,-9999
133,2004,-0.914154225,0.591255182,5.382791407,1.052602317,4.560339278,1.000022625,1.257658559,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.84,0.42,-9999,-9999,-9999
140,2004,-2.245753646,0.675685888,7.236353562,1.39522131,4.877209337,1.000194904,1.814681353,0.266635254,-9999,-9999,-9999,-9999,-9999,-9999,4.94,1,-9999,-9999,-9999
147,2004,-3.091442116,0.668694725,7.113774401,1.337025083,3.976200606,1.000168377,1.537832411,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.5,1.16,-9999,-9999,-9999
154,2004,-5.025103759,0.710740323,10.72804695,1.459126019,5.215125021,1.006234927,1.875389319,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.5,0.71,-9999,-9999,-9999
161,2004,-4.997437631,0.710387725,11.97808955,1.472066138,7.084724767,1.001642231,2.355927431,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.7,1.34,-9999,-9999,-9999
168,2004,-7.630984362,0.624799254,13.48794664,1.409320086,5.471686103,1.000092634,2.80264697,0.388815229,-9999,-9999,-9999,-9999,-9999,-9999,6.8,1.36,-9999,-9999,-9999
175,2004,-7.261112087,0.622933858,11.66817775,1.204829157,4.336350682,1.000088637,2.419965469,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.4,1.08,-9999,-9999,-9999
182,2004,-8.054936849,0.668308577,12.37350474,1.313870786,4.226127228,1.001542664,3.074734679,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3,0.61,-9999,-9999,-9999
189,2004,-7.131326847,0.58565463,11.44215192,1.117110034,4.246847831,1.000011313,2.773084743,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.88,1.2,-9999,-9999,-9999
196,2004,-4.665696692,0.614159114,8.807122559,1.314450231,3.909477012,1.00007001,1.551377071,0.32131,-9999,-9999,-9999,-9999,-9999,-9999,4.4,0.89,-9999,-9999,-9999
203,2004,-7.108185207,0.648011688,12.93116882,1.429845763,5.296852777,1.000143333,2.780654581,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.7,1.34,-9999,-9999,-9999
210,2004,-5.346867878,0.702640656,11.15549108,1.348474369,5.663650291,1.001623527,2.358492036,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.6,0.54,-9999,-9999,-9999
217,2004,-5.808224111,0.69432058,11.12063782,1.383537121,5.860203618,1.019891106,3.469498016,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.7,1.02,-9999,-9999,-9999
224,2004,-7.980308665,0.685396881,13.19032003,1.337843229,5.657250525,1.010750828,3.819620147,0.424005016,-9999,-9999,-9999,-9999,-9999,-9999,5.23,1.07,-9999,-9999,-9999
231,2004,-5.059922607,0.607747256,9.930192433,1.069430951,4.93949579,1.00004525,1.858132934,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.56,0.92,-9999,-9999,-9999
238,2004,-5.343491774,0.59680318,9.580355773,1.232156269,4.084773335,1.000033938,1.724362445,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.1,0.45,-9999,-9999,-9999
245,2004,-4.527446752,0.634774076,8.416311789,1.239563552,3.782775093,1.000111316,1.256587813,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.83,1,-9999,-9999,-9999
252,2004,-5.696892271,0.74450473,9.222024957,1.535560398,3.632740586,1.00037397,2.458517949,0.324301377,-9999,-9999,-9999,-9999,-9999,-9999,4.48,0.93,-9999,-9999,-9999
259,2004,-3.969953205,0.657413848,7.006775531,1.37902561,2.850676868,1.000164432,1.698862732,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.52,0.92,-9999,-9999,-9999
266,2004,-3.822228982,0.591255182,6.614497328,1.117110034,2.706909733,1.000022625,1.661479734,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.21,1.52,-9999,-9999,-9999
273,2004,-0.692230362,0.591255182,3.485899239,1.114947873,2.812242472,1.000022625,0.417110694,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.66,0.77,-9999,-9999,-9999
280,2004,-1.553532096,0.602300076,4.600280387,1.288803793,2.940346588,1.00004525,1.011457059,0.214344644,-9999,-9999,-9999,-9999,-9999,-9999,1.4,0.3,-9999,-9999,-9999
287,2004,-0.513336046,0.632702108,2.934376451,1.176040794,2.399813326,1.000109686,0.733068994,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.79,0.37,-9999,-9999,-9999
294,2004,0.417819572,0.611954787,1.782125778,1.189099156,2.251607423,1.000065369,0.25431499,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.36,1.24,-9999,-9999,-9999
301,2004,2.176655373,0.607301113,0.66096528,1.417282006,2.765464043,1.000055632,0.676091836,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9,0.25,-9999,-9999,-9999
308,2004,3.156340581,0.591255182,0.290587577,1.482778201,3.217993196,1.000022625,0.259404489,0.183522189,-9999,-9999,-9999,-9999,-9999,-9999,0.34,0.25,-9999,-9999,-9999
315,2004,2.504348279,0.58565463,0.281402426,1.371059993,2.686925366,1.000011313,0.331057609,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
322,2004,1.884907947,0.607301113,0.090285989,1.685293096,1.83105092,1.000055632,0.109694173,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4,0.25,-9999,-9999,-9999
329,2004,1.717762069,0.58565463,0.154195157,1.437456985,1.717935179,1.000011313,-0.041423681,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
336,2004,1.875431979,0.58565463,0.139916718,1.229139089,1.888569265,1.000011313,0.042239303,0.10586618,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,2004,1.7403697,0.685940567,0.225344447,1.421280071,2.072858089,1.000230278,0.035456312,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
350,2004,4.319323423,0.627471602,0.252664966,1.606401987,3.712084174,1.000077325,0.076849397,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
357,2004,2.714725717,0.591255182,0.499935692,1.353714103,2.791773031,1.000022625,0.01856426,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
366,2004,1.128551066,0.606545395,0.117166768,1.582242405,1.236508957,1.000054057,-0.150058868,0.224334687,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,163.64,22.6,52
7,2005,1.213998568,0.58,0.115634505,1.368470272,1.307549304,1,-0.227767344,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14,2005,1.36322483,0.607747256,0.143445768,1.330916643,1.513473886,1.00004525,-0.193773932,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
21,2005,1.426981326,0.59680318,0.173584425,1.413196834,1.480241283,1.000033938,-0.180483653,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28,2005,1.287955527,0.601849895,0.13165359,1.550738048,1.159415782,1.000044319,0.172981539,0.129614539,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,2005,1.220118023,0.677005798,0.161924057,1.471111881,1.125409928,1.000166542,0.004791757,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42,2005,1.173164204,0.674205045,0.181056633,1.432819065,0.979615043,1.003406717,-0.160776273,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.61,0.25,-9999,-9999,-9999
49,2005,0.969305361,0.601849895,0.162928605,1.351360047,0.950477125,1.000044319,0.09863585,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
56,2005,1.002221924,0.601849895,0.120426308,1.404535345,1.064401078,1.000044319,0.333017289,0.247437452,21253.06,4250.61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
63,2005,1.358903485,0.651961735,0.214295106,1.512009082,1.144891876,1.000152165,0.470357715,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
70,2005,1.18417649,0.614159114,0.223390776,1.329381115,1.190120832,1.00007001,0.484307942,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77,2005,1.338857605,0.622632598,0.230295546,1.549682151,1.368614728,1.000044319,0.665189033,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4,0.25,-9999,-9999,-9999
84,2005,1.982374453,0.726307846,-9999,2.116306013,1.700687779,1.001681244,0.5876733,0.286252835,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
91,2005,2.213975435,0.728087284,-9999,2.116306013,1.833873987,1.003533079,0.952892068,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
98,2005,2.086604762,0.660746981,0.89413713,1.350383795,2.74167082,1.003375973,1.121683767,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7,0.25,-9999,-9999,-9999
105,2005,1.72816811,0.702462987,1.457785856,1.614663789,2.996410248,1.00026954,0.851638914,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7,0.25,-9999,-9999,-9999
112,2005,1.595087319,0.738651448,2.26250591,1.608997176,3.738047447,1.001712386,1.300414805,0.385990156,-9999,-9999,-9999,-9999,-9999,-9999,0.9,0.25,-9999,-9999,-9999
119,2005,1.37272034,0.709242195,2.320723768,1.414801091,3.390467452,1.000286057,1.39316135,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9,0.25,-9999,-9999,-9999
126,2005,1.14550042,0.647728618,3.773943612,1.449475661,4.655316368,1.000142741,2.142262502,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.87,0.26,-9999,-9999,-9999
133,2005,-0.952120729,0.61731678,4.18125117,1.33914502,3.150566065,1.000076681,2.205274816,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.66,0.95,-9999,-9999,-9999
140,2005,-1.340646537,0.659030894,5.278968414,1.40072744,3.797199641,1.000168058,1.778504674,0.344836479,-9999,-9999,-9999,-9999,-9999,-9999,2.02,0.44,-9999,-9999,-9999
147,2005,-2.851858747,0.721954874,8.542554871,1.512009082,4.663095043,1.046694801,2.582315828,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.14,1.24,-9999,-9999,-9999
154,2005,-4.98119788,0.682282773,10.87106795,1.393610281,5.778546613,1.000200615,2.845565168,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.12,1.4,-9999,-9999,-9999
161,2005,-6.474882534,0.612261302,10.84018984,1.182343211,4.332599132,1.000066013,2.095555227,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.89,1.47,-9999,-9999,-9999
168,2005,-7.391086902,0.745437209,13.02601038,1.41881692,5.554614052,1.000376486,2.146455892,0.389191129,-9999,-9999,-9999,-9999,-9999,-9999,2.25,1.09,-9999,-9999,-9999
175,2005,-7.761735493,0.800611424,13.8038231,1.693851176,5.394370622,1.000522732,3.299317836,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.35,0.59,-9999,-9999,-9999
182,2005,-3.494600862,0.698366408,8.68483407,1.394829502,5.407110089,1.019900545,1.568302381,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.65,0.73,-9999,-9999,-9999
189,2005,-6.939776864,0.775739968,12.53838936,1.457000858,4.959400733,1.00179158,2.401548861,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,0.25,-9999,-9999,-9999
196,2005,-8.136813524,0.768937685,13.47334446,1.54097214,5.727479833,1.003630696,4.147793954,0.539443097,-9999,-9999,-9999,-9999,-9999,-9999,6.2,1.24,-9999,-9999,-9999
203,2005,-8.417525103,0.658619491,12.71933437,1.208649348,4.495102516,1.000145435,2.570846501,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,1.13,-9999,-9999,-9999
210,2005,-8.782189344,0.658783537,13.48305813,1.206299919,4.803110398,1.001495026,2.755614834,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.23,1.19,-9999,-9999,-9999
217,2005,-8.298978684,0.73767573,13.09413931,1.476429587,4.834978803,1.000356571,2.970069563,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.1,1.03,-9999,-9999,-9999
224,2005,-7.235396765,0.607301113,11.12510264,1.101010403,3.822264768,1.000044319,2.022869248,0.39805941,-9999,-9999,-9999,-9999,-9999,-9999,3.3,2.2,-9999,-9999,-9999
231,2005,-6.989994064,0.652796835,10.85604128,1.219995909,4.05235263,1.000154052,2.213504618,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.35,1.73,-9999,-9999,-9999
