doy,year,NEE_gCm2day,NEE_unc_gCm2day,GPP_gCm2day,GPP_unc_gCm2day,Reco_gCm2day,Reco_unc_gCm2day,Evap_kgH2Om2day,Evap_unc_kgH2Om2day,Cwood_stock_gCm2,Cwood_stock_unc_gCm2,Croots_stock_gCm2,Croots_stock_unc_gCm2,Cfol_stock_gCm2,Cfol_stock_unc,LAI_m2m2,LAI_unc_m2m2,foliage_to_litter_gCm2day,foliage_to_litter_unc_gCm2day,foliage_to_litter_lag_tstep
238,2005,-4.999503479,0.632702108,8.417859354,1.232156269,3.449493402,1.000109686,1.377085455,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.04,1.16,-9999,-9999,-9999
245,2005,-9.528494687,0.694785576,13.30549438,1.388414622,3.564712819,1.019892226,3.598010805,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.92,1.87,-9999,-9999,-9999
252,2005,-4.289775423,0.72484727,9.587292059,1.474254368,3.399684075,1.006269403,2.410578461,0.3684062,-9999,-9999,-9999,-9999,-9999,-9999,5.1,1.04,-9999,-9999,-9999
259,2005,-2.556240691,0.671526682,5.396011494,1.221692276,2.613338966,1.001550131,1.174459283,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.21,1.06,-9999,-9999,-9999
266,2005,-9999,0.911057024,-9999,2.116306013,-9999,1.147121965,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.53,0.93,-9999,-9999,-9999
273,2005,-3.239191351,0.647567531,5.771055071,1.355574569,2.230243546,1.006088434,0.772921335,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.61,0.95,-9999,-9999,-9999
280,2005,-1.970859117,0.606545395,4.511058717,1.114947873,2.51016249,1.000054057,0.516963777,0.236131534,-9999,-9999,-9999,-9999,-9999,-9999,1.08,0.25,-9999,-9999,-9999
287,2005,-3.389068833,0.730866248,6.544906865,1.455134956,2.618105565,1.000339432,1.126372859,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.33,0.3,-9999,-9999,-9999
294,2005,-0.58380031,0.648011688,3.532041516,1.189916962,2.905866143,1.000110329,0.772644632,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.23,0.99,-9999,-9999,-9999
301,2005,1.467379682,0.668726519,1.716617515,1.460476846,3.157321405,1.000178925,0.222461318,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.77,0.98,-9999,-9999,-9999
308,2005,3.170314085,0.704138296,0.412871981,1.719420725,3.533074054,1.000273792,0.088972687,0.347464363,-9999,-9999,-9999,-9999,-9999,-9999,0.7,0.25,-9999,-9999,-9999
315,2005,2.834898389,0.607301113,0.309321697,1.555226799,2.914420854,1.000055632,0.362597542,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.48,0.25,-9999,-9999,-9999
322,2005,1.935037553,0.643853775,0.32822562,1.366598259,2.189536612,1.000134124,0.193598471,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.57,0.25,-9999,-9999,-9999
329,2005,1.853686715,0.63288608,0.111460269,1.523627225,1.814999845,1.000110173,0.016471492,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.3,0.25,-9999,-9999,-9999
336,2005,1.511671144,0.602300076,0.073106701,1.550814957,1.455781209,1.00004525,0.111561111,0.207684198,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,2005,1.527334213,0.601849895,0.116525101,1.479357107,1.623690033,1.000044319,-0.118592925,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
350,2005,1.444375765,0.642742944,0.149069463,1.288803793,1.657602144,1.000131722,-0.124903717,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
357,2005,1.225098713,0.58,0.086178953,1.400473874,1.287484638,1,-0.118817243,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
365,2005,1.273966811,0.647323433,0.085526446,1.397618226,1.163117694,1.000121342,0.146247734,0.197614651,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,182.63,30.57,52
7,2006,1.595301437,0.587265662,0.078859307,1.512611699,1.541107048,1.000080071,-2.08E-05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14,2006,1.905500083,0.629470459,0.368794716,1.370972622,2.117235725,1.000102695,0.104634562,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
21,2006,1.764376617,0.629470459,0.277303907,1.313031158,1.6156962,1.000102695,0.004901407,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28,2006,0.858822657,0.717508406,0.083738847,1.403181597,0.549047571,1.000306355,0.195008731,0.254000798,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,2006,0.765215057,0.718934065,-9999,2.116306013,0.674391728,1.010830721,0.022259153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.67,0.25,-9999,-9999,-9999
42,2006,0.770875726,0.60341769,0.055327437,1.49555377,0.792152735,1.003251989,0.104945328,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.69,0.25,-9999,-9999,-9999
49,2006,0.719372626,0.640004734,0.230567262,1.318535908,0.809762784,1.000114326,0.027756632,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1,0.25,-9999,-9999,-9999
56,2006,0.746479519,0.627643789,0.088938394,1.411963985,0.808826845,1.001452343,0.117167446,0.256050108,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
63,2006,0.83931222,0.647013587,0.144066073,1.402317344,0.750426553,1.000119423,0.385257703,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
70,2006,0.839757511,0.607747256,0.271842009,1.464688981,1.027316909,1.00004525,0.408300602,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
77,2006,1.053427699,0.591255182,0.209710362,1.305327358,1.105962006,1.000022625,0.507584535,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
84,2006,1.318571993,0.720728675,0.134816781,1.456178169,1.185371766,1.000314159,0.640817714,0.261972542,-9999,-9999,-9999,-9999,-9999,-9999,0.4,0.25,-9999,-9999,-9999
91,2006,1.680851483,0.637889726,0.22475629,1.568449842,1.719151953,1.000044319,0.508758529,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
98,2006,1.661319325,0.691063529,0.250648024,1.721427964,1.824382871,1.00024228,0.862062555,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7,0.25,-9999,-9999,-9999
105,2006,1.803992464,0.602300076,0.327164627,1.654452851,2.051188344,1.00004525,0.721330891,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.68,0.25,-9999,-9999,-9999
112,2006,2.528926488,0.664401689,0.604019514,1.535346696,3.002781434,1.001533767,0.982569502,0.279984032,-9999,-9999,-9999,-9999,-9999,-9999,0.8,0.25,-9999,-9999,-9999
119,2006,2.655700687,0.700013283,1.403917879,1.43736122,3.429718279,1.003467367,0.627405863,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
126,2006,0.948832969,0.763802941,4.557266284,1.601185474,5.537065287,1.000407744,1.102431066,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.13,0.25,-9999,-9999,-9999
133,2006,-1.459754941,0.727968551,7.916194786,1.4964707,6.572193535,1.00033219,2.290176968,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.64,0.96,-9999,-9999,-9999
140,2006,-3.714819162,0.667482684,9.171067787,1.262450353,5.880477071,1.000187347,1.791217716,0.414634694,-9999,-9999,-9999,-9999,-9999,-9999,5.06,1.03,-9999,-9999,-9999
147,2006,-3.451590149,0.591255182,7.583486864,1.240120421,4.003750005,1.000022625,1.467953203,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
154,2006,-5.026921921,0.621327705,8.165139187,1.27174286,3.03687986,1.000085227,1.705692612,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.84,0.98,-9999,-9999,-9999
161,2006,-4.984575022,0.675879942,8.301175768,1.325636519,3.553369311,1.006152512,1.644647149,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
168,2006,-6.989734095,0.720295842,14.50636554,1.408622003,5.828300994,1.010834149,2.990516793,0.320658678,-9999,-9999,-9999,-9999,-9999,-9999,4.7,0.95,-9999,-9999,-9999
175,2006,-9.566728936,0.744256946,16.00579287,1.581433413,5.875164328,1.000352252,3.872354847,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
182,2006,-8.906198754,0.732021455,15.04547101,1.508862522,5.161602675,1.000336046,3.278413266,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
189,2006,-5.901884398,0.728129735,12.15525548,1.445120696,5.20109459,1.006277527,2.798200875,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.4,1.08,-9999,-9999,-9999
196,2006,-6.512972249,0.795666795,12.78552057,1.616931057,4.911562408,1.000509301,3.547379923,0.556638757,-9999,-9999,-9999,-9999,-9999,-9999,5.6,2.56,-9999,-9999,-9999
203,2006,-5.557039277,0.822573367,11.0753673,1.689443595,5.016099847,1.000584238,3.887135003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.7,0.95,-9999,-9999,-9999
210,2006,-5.972320705,0.783078208,11.0914757,1.649819384,4.699765332,1.000473219,2.864621044,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.27,1.32,-9999,-9999,-9999
217,2006,-6.684531182,0.668832988,10.95998989,1.361287543,4.226080791,1.000190392,2.352365175,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.5,1.17,-9999,-9999,-9999
224,2006,-6.012644236,0.696447347,10.01396501,1.280053763,3.758464331,1.00025522,1.948365328,0.513318679,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
231,2006,-5.500305598,0.720596637,9.765132766,1.429932587,4.418737093,1.00031384,1.678357779,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.2,1.05,-9999,-9999,-9999
238,2006,-5.133883967,0.607301113,9.045616449,1.101010403,3.952002594,1.000055632,1.922720993,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.39,1.1,-9999,-9999,-9999
245,2006,-5.281481708,0.61731678,8.921205249,1.160758816,3.616926874,1.000076681,2.082336077,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.3,0.46,-9999,-9999,-9999
252,2006,-5.213929931,0.619502028,8.791876271,1.167143756,3.5594577,1.000081322,2.132508409,0.321882205,-9999,-9999,-9999,-9999,-9999,-9999,4.19,1.13,-9999,-9999,-9999
259,2006,-5.41773386,0.688132597,9.100747291,1.353227516,3.726307666,1.000219411,2.494839277,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.99,1.01,-9999,-9999,-9999
266,2006,-4.844769314,0.781184777,7.972968972,1.597405979,3.32849941,1.001823145,1.806116504,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.1,1.03,-9999,-9999,-9999
273,2006,-3.980740014,0.670453389,6.934743909,1.304812703,2.956391766,1.003398229,1.20035529,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.06,1.07,-9999,-9999,-9999
280,2006,-1.205679085,0.58,4.220111151,1.219559027,2.791766211,1,0.350750347,0.363402353,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
287,2006,-1.43980628,0.666283421,4.854677357,1.419251457,3.276330048,1.00153803,0.889490602,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9,0.25,-9999,-9999,-9999
294,2006,-0.603623163,0.638019774,3.369477933,1.316559586,2.637785529,1.00011003,0.51299083,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.36,0.89,-9999,-9999,-9999
301,2006,1.318684732,0.624799254,1.809711477,1.441082971,2.976504256,1.000092634,0.428398989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.76,1.55,-9999,-9999,-9999
308,2006,2.161257689,0.622197128,0.590439331,1.352993417,2.684705022,1.000087062,0.319301976,0.250132883,-9999,-9999,-9999,-9999,-9999,-9999,0.88,0.25,-9999,-9999,-9999
315,2006,2.419429068,0.58565463,0.197786545,1.702404597,2.426539372,1.000011313,0.253281559,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.55,0.25,-9999,-9999,-9999
322,2006,2.682758725,0.607301113,0.176806628,1.360778942,2.735447869,1.000055632,0.144147069,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.56,0.25,-9999,-9999,-9999
329,2006,2.320054464,0.607301113,0.175298169,1.567166372,2.410069167,1.000055632,-0.105613817,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
336,2006,2.234966717,0.69028749,0.226756014,1.469009869,2.523743412,1.000240514,-0.006204666,0.212420486,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,2006,1.906963035,0.58,0.140384785,1.541592701,2.05438177,1,-0.260902711,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
350,2006,1.903697216,0.606545395,0.183988089,1.575998635,1.953718624,1.000054057,-0.188954533,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
357,2006,1.926595846,0.606545395,0.108134023,1.511889722,1.950121592,1.000054057,0.004768617,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
365,2006,1.559433558,0.58565463,0.081698156,1.713317921,1.517375448,1.000011313,-0.026608051,0.122183209,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,169.72,16.69,52
7,2007,1.41889282,0.59634885,0.127343562,1.252961127,1.555064632,1.000011313,-0.33776353,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14,2007,1.508384554,0.59634885,0.164706091,1.356534493,1.654576542,1.000033007,-0.262597175,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
21,2007,1.344579599,0.622933858,0.155372968,1.273758746,1.523551912,1.000055632,-0.236194688,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28,2007,1.104248392,0.59680318,0.060742447,1.422112469,0.905051653,1.000011313,-0.014988072,0.154271623,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,2007,1.086653843,0.58565463,0.167130854,1.393917019,1.248664283,1.000011313,0.030416105,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.29,0.25,-9999,-9999,-9999
42,2007,1.046867663,0.669984272,0.124510905,1.426221019,1.075065386,1.000193069,-0.066715936,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.31,0.25,-9999,-9999,-9999
49,2007,1.152994155,0.591255182,0.229092449,1.363358847,1.481055742,1.000022625,0.248543075,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
56,2007,1.419074385,0.639432298,0.336973772,1.432317466,1.890306365,1.000113076,0.255232448,0.209156923,-9999,-9999,-9999,-9999,-9999,-9999,0.51,0.25,-9999,-9999,-9999
63,2007,1.255003366,0.58565463,0.282368963,1.522251006,1.504551913,1.000011313,0.188879257,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
70,2007,1.649913158,0.58,0.260959009,1.410812159,1.523650824,1,0.749723387,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.61,0.25,-9999,-9999,-9999
77,2007,1.625569673,0.722469563,0.186732416,1.495869337,1.492686731,1.000318479,0.557883486,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.54,0.25,-9999,-9999,-9999
84,2007,1.115010547,0.612703833,0.330279309,1.443868868,1.48253645,1.00004525,0.596285617,0.227965515,-9999,-9999,-9999,-9999,-9999,-9999,0.7,0.25,-9999,-9999,-9999
91,2007,1.606065854,0.781621306,0.484372139,1.691086433,2.027139481,1.000471272,0.850046768,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4,0.25,-9999,-9999,-9999
98,2007,1.503280597,0.661078268,0.893958948,1.520739302,2.251538044,1.000161387,1.052213111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.87,0.25,-9999,-9999,-9999
105,2007,2.371945953,0.737173408,1.42387367,1.590888235,3.478448438,1.000334225,1.496851621,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.9,0.25,-9999,-9999,-9999
112,2007,2.440518754,0.793791629,2.606169646,1.562719007,4.137300857,1.001851984,1.293605421,0.447200681,-9999,-9999,-9999,-9999,-9999,-9999,1.41,0.29,-9999,-9999,-9999
119,2007,0.404106068,0.688452535,5.819583692,1.314710387,4.436278029,1.010757882,2.429695075,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.43,0.29,-9999,-9999,-9999
126,2007,-2.395334201,0.673587114,6.623013221,1.312930529,4.139774542,1.000190093,2.406572337,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.48,1.36,-9999,-9999,-9999
133,2007,-2.674462956,0.591255182,7.102569844,1.052602317,4.428333935,1.000022625,1.626501195,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.47,1.29,-9999,-9999,-9999
140,2007,-4.556572193,0.664380936,8.451317863,1.449012205,3.752023088,1.000180361,2.495589572,0.351636361,-9999,-9999,-9999,-9999,-9999,-9999,3.07,1.89,-9999,-9999,-9999
147,2007,-6.423871742,0.752269304,10.77765279,1.54450036,4.348722707,1.003597437,3.848032839,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.07,1.06,-9999,-9999,-9999
154,2007,-4.548755538,0.728897951,9.713037139,1.528131729,4.164537123,1.000420244,1.95620887,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.5,1.75,-9999,-9999,-9999
161,2007,-8.960000844,0.741002026,14.43907016,1.398415791,5.602120481,1.003568536,4.57387564,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.5,1.3,-9999,-9999,-9999
168,2007,-8.002225153,0.722166786,13.80957804,1.417979629,5.814707202,1.000307685,3.538229313,0.538290236,-9999,-9999,-9999,-9999,-9999,-9999,5.21,1.05,-9999,-9999,-9999
175,2007,-7.409863407,0.697178753,12.14891324,1.366681733,4.742886986,1.003460642,2.915313547,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.77,1.03,-9999,-9999,-9999
182,2007,-7.925052989,0.607301113,12.53372098,1.238173086,4.20530813,1.000022625,2.539133487,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,0.25,-9999,-9999,-9999
189,2007,-6.549486611,0.588688341,10.98781871,1.178026409,4.257036227,1.001371132,2.21043652,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
196,2007,-7.658676267,0.712218831,12.16879123,1.435816607,4.147592878,1.000288991,3.22479897,0.388111733,-9999,-9999,-9999,-9999,-9999,-9999,0.57,0.25,-9999,-9999,-9999
203,2007,-6.231448662,0.705196136,11.05033127,1.31194812,4.41895499,1.003425885,3.254203485,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.14,1.27,-9999,-9999,-9999
210,2007,-5.833973136,0.644565753,9.729660306,1.224843731,3.855791756,1.000109686,2.441001698,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.8,1.05,-9999,-9999,-9999
217,2007,-7.468882078,0.634193637,10.99363168,1.373589502,2.76012245,1.003317146,2.161916781,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.4,0.89,-9999,-9999,-9999
224,2007,-3.047753566,0.670510502,6.230165624,1.413466277,2.431178958,1.003398199,1.150898762,0.370181329,-9999,-9999,-9999,-9999,-9999,-9999,6.14,1.56,-9999,-9999,-9999
231,2007,-6.274707751,0.645379872,9.996086943,1.307563757,3.448040436,1.001470014,2.602918448,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.93,0.99,-9999,-9999,-9999
238,2007,-4.49826426,0.624761995,8.177599272,1.259228834,3.604427424,1.019736601,2.002753077,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.67,1.94,-9999,-9999,-9999
245,2007,-6.415335777,0.601849895,9.746162773,1.364496513,2.904333643,1.000044319,2.164703642,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.03,1.05,-9999,-9999,-9999
252,2007,-3.82331261,0.59680318,6.937788751,1.121593633,3.071795734,1.000011313,0.940068533,0.251139075,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
259,2007,-4.325029017,0.618059327,7.275433275,1.20602396,2.884189148,1.000078256,1.556723791,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
266,2007,-4.104827428,0.670790633,7.114589682,1.327964733,3.129380505,1.000194904,1.719349818,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.6,0.93,-9999,-9999,-9999
273,2007,-1.039638551,0.632708789,3.629674314,1.219995909,2.657181896,1.000109738,0.987170811,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.26,1.51,-9999,-9999,-9999
280,2007,-0.77041747,0.704683945,3.47961092,1.372634061,2.78809526,1.001628275,0.737083863,0.311946863,-9999,-9999,-9999,-9999,-9999,-9999,3.78,1.23,-9999,-9999,-9999
287,2007,0.819125392,0.631847139,2.633187092,1.19157403,3.28354383,1.000107851,0.582134205,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.21,0.49,-9999,-9999,-9999
294,2007,1.540507124,0.619502028,1.288493335,1.158546326,2.825526046,1.000081322,0.57647069,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.34,0.28,-9999,-9999,-9999
301,2007,2.41112967,0.59680318,0.295202538,1.643780813,2.554441407,1.000033938,0.309425362,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.72,0.25,-9999,-9999,-9999
308,2007,2.633290375,0.58,0.229274731,1.495258562,2.765901785,1,0.344536968,0.172415295,-9999,-9999,-9999,-9999,-9999,-9999,0.72,0.25,-9999,-9999,-9999
315,2007,1.777794352,0.611954787,0.10566957,1.497608862,1.753435496,1.000065369,0.028223718,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
322,2007,1.603385488,0.617620633,0.145721962,1.579753285,1.686459784,1.000055632,0.032606975,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.44,0.25,-9999,-9999,-9999
329,2007,1.654146221,0.657014636,0.241177796,1.386923905,2.001627182,1.001517011,0.015126842,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
336,2007,1.387326723,0.58565463,0.153997491,1.514044988,1.486448546,1.000011313,-0.15979127,0.197297278,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,2007,1.47103488,0.631976765,0.121569999,1.492505413,1.548519061,1.000087062,-0.312824365,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
350,2007,1.389159651,0.601849895,0.092967492,1.44372401,1.46697365,1.000044319,-0.001651653,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
357,2007,1.199988292,0.699317668,0.109304504,1.515888662,0.664533814,1.001615451,0.003094577,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
365,2007,1.806029288,0.6600729,0.107518439,1.53750465,1.284442707,1.000170447,-0.132886868,0.269024588,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,183.94,29.87,52
7,2008,1.173278375,0.58,0.1059849,1.544455164,0.927314411,1,0.02449456,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
14,2008,1.168564829,0.58,0.148252588,1.568943233,1.262453096,1,-0.000325848,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
21,2008,1.459971503,0.58,0.157996552,1.50001854,1.578110349,1,-0.261626544,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
28,2008,1.525895985,0.626609497,0.208508987,1.626473599,1.653269356,1.000091383,0.125758646,0.109542122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
35,2008,1.209170422,0.58565463,0.21771739,1.317532708,1.303810064,1.000011313,0.031487068,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42,2008,1.191828481,0.70393143,0.184300125,1.591143229,1.527682358,1.000273214,0.152759128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
49,2008,2.11772653,0.607301113,0.197901295,1.439284666,1.587800916,1.000055632,0.291533608,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
56,2008,1.554485707,0.59634885,0.236959597,1.643510242,1.744908687,1.000033007,0.334224773,0.216320594,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
63,2008,1.416736699,0.58,0.176857655,1.666537374,1.536276579,1,0.185747295,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
70,2008,1.255311545,0.601849895,0.218684144,1.631496098,1.36566531,1.000033007,0.640413125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
77,2008,1.197741711,0.58,0.250356856,1.554241631,1.311651576,1,0.71576413,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5,0.25,-9999,-9999,-9999
84,2008,1.052878069,0.58565463,0.318277257,1.371533649,1.216637462,1.000011313,0.609264423,0.098887419,-9999,-9999,-9999,-9999,-9999,-9999,0.61,0.25,-9999,-9999,-9999
91,2008,1.176015825,0.618059327,0.342731252,1.563247126,1.440488701,1.000066944,0.926871652,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
98,2008,1.110556576,0.59634885,0.669296184,1.293894839,1.762098666,1.000033007,0.695502306,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.88,0.25,-9999,-9999,-9999
105,2008,1.049723162,0.669984272,0.827150207,1.600840075,1.789233915,1.000193069,0.782980605,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112,2008,1.0027819,0.629621607,1.521944886,1.25762434,2.551541038,1.000103015,0.832664195,0.23891272,-9999,-9999,-9999,-9999,-9999,-9999,1.12,0.29,-9999,-9999,-9999
119,2008,1.591935169,0.730902989,2.555277519,1.434749081,4.43950205,1.000318428,1.369319476,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
126,2008,1.045523065,0.673742466,4.500445994,1.320115602,5.627450972,1.000201703,1.981068193,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.48,0.39,-9999,-9999,-9999
133,2008,-0.879160433,0.714245942,7.795736817,1.486493653,6.95265354,1.000298159,3.021411639,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.29,1.14,-9999,-9999,-9999
140,2008,-3.382110211,0.785204437,11.60053443,1.632980129,7.855930889,1.001833923,2.179517153,0.457199704,-9999,-9999,-9999,-9999,-9999,-9999,5.32,1.19,-9999,-9999,-9999
