"","year","week","full_date","weeklysm","sd","smAverage","smAnomaly"
"663",2007,33,2007-08-19,44.9633630952381,5.31396924465939,36.9489983630952,8.01436473214287
"664",2009,33,2009-08-19,39.3590773809524,5.31396924465939,36.9489983630952,2.41007901785717
"665",2002,33,2002-08-19,39.11375,5.31396924465939,36.9489983630952,2.16475163690478
"666",2016,33,2016-08-18,36.3708630952381,5.31396924465939,36.9489983630952,-0.578135267857128
"667",2012,33,2012-08-18,39.97375,5.31396924465939,36.9489983630952,3.02475163690477
"668",2000,33,2000-08-18,42.6083333333333,5.31396924465939,36.9489983630952,5.65933497023807
"669",2014,33,2014-08-19,42.7470833333333,5.31396924465939,36.9489983630952,5.79808497023807
"670",2001,33,2001-08-19,38.9683928571429,5.31396924465939,36.9489983630952,2.01939449404767
"671",2010,33,2010-08-19,39.7185714285714,5.31396924465939,36.9489983630952,2.76957306547617
"672",2019,33,2019-08-19,28.0747321428571,5.31396924465939,36.9489983630952,-8.87426622023813
"673",2008,33,2008-08-18,34.7333035714286,5.31396924465939,36.9489983630952,-2.21569479166663
"674",2017,33,2017-08-19,45.7984821428571,5.31396924465939,36.9489983630952,8.84948377976187
"675",2013,33,2013-08-19,35.8302380952381,5.31396924465939,36.9489983630952,-1.11876026785713
"676",2003,33,2003-08-19,31.2959821428571,5.31396924465939,36.9489983630952,-5.65301622023813
"677",2005,33,2005-08-19,34.8128571428571,5.31396924465939,36.9489983630952,-2.13614122023813
"678",2018,33,2018-08-19,26.6141369047619,5.31396924465939,36.9489983630952,-10.3348614583333
"679",2020,33,2020-08-18,28.7732708333333,5.31396924465939,36.9489983630952,-8.17572752976193
"680",2006,33,2006-08-19,37.0608333333333,5.31396924465939,36.9489983630952,0.111834970238071
"681",2004,33,2004-08-18,36.0160714285714,5.31396924465939,36.9489983630952,-0.932926934523827
"682",2016,34,2016-08-25,35.7793452380952,5.24313027288972,36.2896805059524,-0.510335267857172
"683",2015,34,2015-08-26,36.2149404761905,5.24313027288972,36.2896805059524,-0.0747400297618768
"684",2009,34,2009-08-26,36.7302083333333,5.24313027288972,36.2896805059524,0.440527827380926
"685",2014,34,2014-08-26,41.4349404761905,5.24313027288972,36.2896805059524,5.14525997023812
"686",2008,34,2008-08-25,34.3859821428571,5.24313027288972,36.2896805059524,-1.90369836309527
"687",2001,34,2001-08-26,38.3788095238095,5.24313027288972,36.2896805059524,2.08912901785713
"688",2007,34,2007-08-26,42.8280059523809,5.24313027288972,36.2896805059524,6.53832544642852
"689",2017,34,2017-08-26,42.7783333333333,5.24313027288972,36.2896805059524,6.48865282738092
"690",2002,34,2002-08-26,39.4126488095238,5.24313027288972,36.2896805059524,3.12296830357143
