"","year","week","sm_z_scores","order","temp_z_scores","X","AverageWeeklyMeanT","sd","WeeklyMeanT"
"264",2014,18,0.596672656266795,476,-0.366261424712927,561,10.3428080357143,3.29337605806647,9.13657142857143
"265",2014,19,0.599177170936162,477,-0.400760992698035,583,11.5140133928571,3.52618212787187,10.1008571428571
"266",2014,20,1.10894097184891,478,-0.0590725176501985,612,11.6772723214286,3.33707571857719,11.4801428571429
"267",2014,21,0.650487447198046,479,0.836537118514454,644,12.9821517857143,3.36078289968734,15.7935714285714
"268",2014,22,0.900709665280463,480,-0.698221282718353,674,13.59275,3.54374965331655,11.1184285714286
"269",2014,23,0.610611614386259,481,1.02551258525809,711,14.6589910714286,3.749213931354,18.5038571428571
"270",2014,24,0.634081474498211,482,-0.0614344197967925,738,14.4680580357143,2.89136716637427,14.2904285714286
"271",2014,25,0.116231616264649,483,-0.746829660681627,770,15.2339508928571,3.38337932830359,12.7071428571429
"272",2014,26,0.111967278206599,484,-0.952999801669048,810,16.0508928571429,3.12715550014725,13.0707142857143
"273",2014,27,0.303372486571095,485,0.410642460673978,837,16.6393482142857,3.20597369889768,17.9558571428571
"274",2014,28,1.64177718836551,486,-0.0894547996144713,869,16.3221116071429,3.18881117072731,16.0368571428571
"275",2014,29,1.17879346676252,487,1.16444027554468,898,17.1289151785714,3.29779457313289,20.969
"276",2014,30,0.906684704713878,488,0.287145871253233,933,17.7828883928571,3.26204598250428,18.7195714285714
"277",2014,31,1.42958435416524,489,-0.0533766854004545,966,18.0801339285714,3.07501163363736,17.916
"278",2014,32,1.50734144703206,490,-0.205764480940718,997,17.7713482142857,3.28839032605605,17.0947142857143
"279",2014,33,1.09110247035495,491,-1.1736610967819,1029,16.7994151785714,2.70580741030325,13.6237142857143
"280",2014,34,0.981333612258755,492,-1.7027648849887,1057,16.6523035714286,3.04874948807924,11.461
"281",2014,35,0.980907314509808,493,-0.263029013066203,1089,14.8696160714286,3.1513701703533,14.0407142857143
"282",2014,36,1.13172880539816,494,0.468507152015245,1126,13.9749464285714,2.75079654942165,15.2637142857143
"283",2015,18,0.339784386598159,495,0.231128164796519,566,10.3428080357143,3.29337605806647,11.104
"284",2015,19,-0.364625524481763,496,0.337471680131589,598,11.5140133928571,3.52618212787187,12.704
"285",2015,20,-0.550413683784696,497,-0.393668290336941,630,11.6772723214286,3.33707571857719,10.3635714285714
"286",2015,21,-0.462130870477388,498,-0.627832559124155,657,12.9821517857143,3.36078289968734,10.8721428571429
"287",2015,22,-0.364639696044215,499,-0.293605470900164,675,13.59275,3.54374965331655,12.5522857142857
"288",2015,23,-0.444265926000427,500,0.239633564915176,716,14.6589910714286,3.749213931354,15.5574285714286
"289",2015,24,-0.882322064748593,501,0.141682542004412,743,14.4680580357143,2.89136716637427,14.8777142857143
"290",2015,25,-0.789652584471121,502,-1.10509361500763,771,15.2339508928571,3.38337932830359,11.495
"291",2015,26,-0.364595342869918,503,0.414331353643108,815,16.0508928571429,3.12715550014725,17.3465714285714
"292",2015,27,-0.235220303881557,504,1.70429891607616,847,16.6393482142857,3.20597369889768,22.1032857142857
"293",2015,28,-0.217391470042517,505,-0.255078547420881,870,16.3221116071429,3.18881117072731,15.5087142857143
"294",2015,29,0.0424000569195459,506,1.03950829725938,911,17.1289151785714,3.29779457313289,20.557
"295",2015,30,-0.000674099523281755,507,-0.574977388004658,948,17.7828883928571,3.26204598250428,15.9072857142857
"296",2015,31,-0.110002598590982,508,-0.243480495798051,976,18.0801339285714,3.07501163363736,17.3314285714286
"297",2015,32,-0.204388641423799,509,1.46995768858578,995,17.7713482142857,3.28839032605605,22.6051428571429
"298",2015,33,-0.150946180936471,510,0.436737542395546,1034,16.7994151785714,2.70580741030325,17.9811428571429
"299",2015,34,-0.0142548488921496,511,-0.109746401605826,1066,16.6523035714286,3.04874948807924,16.3177142857143
"300",2015,35,0.125805888005505,512,1.04166424932844,1093,14.8696160714286,3.1513701703533,18.1522857142857
"301",2015,36,0.0246084376177833,513,-0.907146332041403,1121,13.9749464285714,2.75079654942165,11.4795714285714
"302",2016,18,1.20682284561878,514,-0.649904361526919,560,10.3428080357143,3.29337605806647,8.20242857142857
"303",2016,19,0.0251594338032247,515,1.06683194843097,601,11.5140133928571,3.52618212787187,15.2758571428571
"304",2016,20,-0.558774837949964,516,-0.702450187520825,629,11.6772723214286,3.33707571857719,9.33314285714286
"305",2016,21,-0.536814682472082,517,0.198377990201278,666,12.9821517857143,3.36078289968734,13.6488571428571
"306",2016,22,0.454792640165468,518,0.522882389273784,684,13.59275,3.54374965331655,15.4457142857143
"307",2016,23,0.637755954796701,519,0.556157056890393,725,14.6589910714286,3.749213931354,16.7441428571429
"308",2016,24,0.959870591812895,520,-0.168897176283694,752,14.4680580357143,2.89136716637427,13.9797142857143
"309",2016,25,0.858448872566801,521,0.352029433170323,775,15.2339508928571,3.38337932830359,16.425
"310",2016,26,0.219011982550947,522,0.413691794785255,805,16.0508928571429,3.12715550014725,17.3445714285714
"311",2016,27,0.228694012984047,523,-0.438798604679133,838,16.6393482142857,3.20597369889768,15.2325714285714
"312",2016,28,-0.0699790007928304,524,0.467089376474049,866,16.3221116071429,3.18881117072731,17.8115714285714
"313",2016,29,-0.062336798117941,525,0.366331132712407,899,17.1289151785714,3.29779457313289,18.337
"314",2016,30,0.303499605648725,526,0.617175378607085,931,17.7828883928571,3.26204598250428,19.7961428571429
"315",2016,31,0.00938981210878214,527,-0.502434219932028,964,18.0801339285714,3.07501163363736,16.5351428571429
"316",2016,32,0.00692473931088128,528,-0.834513267904568,1005,17.7713482142857,3.28839032605605,15.0271428571429
"317",2016,33,-0.108795373333809,529,-0.402198736423201,1027,16.7994151785714,2.70580741030325,15.7111428571429
"318",2016,34,-0.0973340812254748,530,0.548275146240895,1060,16.6523035714286,3.04874948807924,18.3238571428571
"319",2016,35,-0.072641951753981,531,1.62186539124114,1100,14.8696160714286,3.1513701703533,19.9807142857143
"320",2016,36,0.0441530582229403,532,1.16331888379801,1130,13.9749464285714,2.75079654942165,17.175
"321",2017,18,1.11018378469537,533,-0.605052427490266,563,10.3428080357143,3.29337605806647,8.35014285714286
"322",2017,19,0.996603955677896,534,-0.340153151706203,581,11.5140133928571,3.52618212787187,10.3145714285714
"323",2017,20,0.579470884335086,535,1.08859611975489,621,11.6772723214286,3.33707571857719,15.31
"324",2017,21,0.0311822634490987,536,0.487001215489125,646,12.9821517857143,3.36078289968734,14.6188571428571
"325",2017,22,-0.387193804729263,537,1.33001776679934,673,13.59275,3.54374965331655,18.306
"326",2017,23,0.511098523560061,538,-0.207317267018047,722,14.6589910714286,3.749213931354,13.8817142857143
"327",2017,24,-0.211248262537144,539,0.544062628822484,763,14.4680580357143,2.89136716637427,16.0411428571429
"328",2017,25,-0.60882734039808,540,1.24893490374105,773,15.2339508928571,3.38337932830359,19.4595714285714
"329",2017,26,-0.221017984020777,541,-0.0813724439677913,806,16.0508928571429,3.12715550014725,15.7964285714286
"330",2017,27,-0.0511812990969828,542,0.409751267194106,834,16.6393482142857,3.20597369889768,17.953
"331",2017,28,0.501554528974881,543,-0.166913133387075,867,16.3221116071429,3.18881117072731,15.7898571428571
"332",2017,29,0.0184945814044136,544,0.421562849880849,903,17.1289151785714,3.29779457313289,18.5191428571429
"333",2017,30,1.06194637873636,545,-0.788997319326053,946,17.7828883928571,3.26204598250428,15.2091428571429
"334",2017,31,0.990719997408908,546,0.483206650399239,973,18.0801339285714,3.07501163363736,19.566
"335",2017,32,0.98980906681824,547,-0.810489355848255,1010,17.7713482142857,3.28839032605605,15.1061428571429
"336",2017,33,1.66532461373497,548,0.168742542314727,1032,16.7994151785714,2.70580741030325,17.256
"337",2017,34,1.23755323435912,549,-0.628507104889392,1061,16.6523035714286,3.04874948807924,14.7361428571429
"338",2017,35,1.11047161899031,550,0.338523385807259,1092,14.8696160714286,3.1513701703533,15.9364285714286
"339",2017,36,0.788788227396963,551,-0.220332283694964,1141,13.9749464285714,2.75079654942165,13.3688571428571
"340",2018,18,-0.426103026048631,552,0.164978068659304,555,10.3428080357143,3.29337605806647,10.8861428571429
"341",2018,19,-1.11033826417424,553,1.08080902406079,585,11.5140133928571,3.52618212787187,15.3251428571429
"342",2018,20,-1.66332510894909,554,0.320644025815907,618,11.6772723214286,3.33707571857719,12.7472857142857
"343",2018,21,-1.87120589138473,555,1.05115547852599,655,12.9821517857143,3.36078289968734,16.5148571428571
"344",2018,22,-1.89798295982181,556,1.62187972530922,695,13.59275,3.54374965331655,19.3402857142857
"345",2018,23,-2.10281420830098,557,1.19754864716589,732,14.6589910714286,3.749213931354,19.1488571428571
"346",2018,24,-2.64666491005747,558,0.443121749970634,760,14.4680580357143,2.89136716637427,15.7492857142857
"347",2018,25,-2.96378083458916,559,-0.0969722038718329,787,15.2339508928571,3.38337932830359,14.9058571428571
"348",2018,26,-2.73512718012988,560,0.402499514772844,802,16.0508928571429,3.12715550014725,17.3095714285714
"349",2018,27,-2.19916384803902,561,0.619270854315254,845,16.6393482142857,3.20597369889768,18.6247142857143
"350",2018,28,-2.09948713901369,562,0.126075590079015,873,16.3221116071429,3.18881117072731,16.7241428571429
"351",2018,29,-1.95088697157894,563,0.846522179623802,901,17.1289151785714,3.29779457313289,19.9205714285714
"352",2018,30,-1.74103377633712,564,1.65026933806527,947,17.7828883928571,3.26204598250428,23.1661428571429
"353",2018,31,-1.7848751250954,565,2.1190657343974,992,18.0801339285714,3.07501163363736,24.5962857142857
"354",2018,32,-1.8722486617264,566,1.00077459598508,1020,17.7713482142857,3.28839032605605,21.0622857142857
"355",2018,33,-1.94484781196654,567,0.875898773812429,1046,16.7994151785714,2.70580741030325,19.1694285714286
"356",2018,34,-1.95215911504144,568,0.372887077196534,1074,16.6523035714286,3.04874948807924,17.7891428571429
"357",2018,35,-1.88040245228038,569,0.126325437116475,1111,14.8696160714286,3.1513701703533,15.2677142857143
"358",2018,36,-1.7459934404773,570,0.848085517184537,1147,13.9749464285714,2.75079654942165,16.3078571428571
"359",2019,18,-1.24802163056426,571,-0.950247486546047,569,10.3428080357143,3.29337605806647,7.21328571428571
"360",2019,19,-0.273778455384556,572,-0.991403849529484,603,11.5140133928571,3.52618212787187,8.01814285714286
"361",2019,20,-0.278864299383099,573,-0.46772799949097,625,11.6772723214286,3.33707571857719,10.1164285714286
"362",2019,21,0.0955552506534993,574,-0.0445075929054555,662,12.9821517857143,3.36078289968734,12.8325714285714
"363",2019,22,-0.408100892064733,575,0.562025754151288,703,13.59275,3.54374965331655,15.5844285714286
"364",2019,23,-1.07046647045498,576,0.575246772729988,730,14.6589910714286,3.749213931354,16.8157142857143
"365",2019,24,-0.283257832729049,577,0.794660836133525,758,14.4680580357143,2.89136716637427,16.7657142857143
"366",2019,25,-0.699779693250082,578,1.12699426731284,795,15.2339508928571,3.38337932830359,19.047
"367",2019,26,-1.68528923937798,579,1.57015125810849,826,16.0508928571429,3.12715550014725,20.961
"368",2019,27,-2.04036626692664,580,-0.613918123476663,857,16.6393482142857,3.20597369889768,14.6711428571429
"369",2019,28,-1.29534912850038,581,-0.843475167299051,889,16.3221116071429,3.18881117072731,13.6324285714286
"370",2019,29,-0.8777582611167,582,0.0388395391490141,920,17.1289151785714,3.29779457313289,17.257
"371",2019,30,-1.33427978374322,583,1.67356759946551,952,17.7828883928571,3.26204598250428,23.2421428571429
"372",2019,31,-1.60400834710009,584,0.0532431202844053,984,18.0801339285714,3.07501163363736,18.2438571428571
"373",2019,32,-1.5385126148247,585,0.261941553775851,993,17.7713482142857,3.28839032605605,18.6327142857143
"374",2019,33,-1.66998825391337,586,-0.301621416652945,1044,16.7994151785714,2.70580741030325,15.9832857142857
"375",2019,34,-1.78056837206497,587,0.60066196461964,1084,16.6523035714286,3.04874948807924,18.4835714285714
"376",2019,35,-1.73525343946854,588,1.50241621482579,1113,14.8696160714286,3.1513701703533,19.6042857142857
"377",2019,36,-1.94327624583039,589,-0.352034395347631,1135,13.9749464285714,2.75079654942165,13.0065714285714
"378",2020,18,-3.20231292869107,590,-0.487457076258775,574,10.3428080357143,3.29337605806647,8.73742857142857
"379",2020,19,-3.41967231489509,591,-0.567716148264416,596,11.5140133928571,3.52618212787187,9.51214285714286
"380",2020,20,-3.08484882464095,592,-0.502103691080974,624,11.6772723214286,3.33707571857719,10.0017142857143
"381",2020,21,-2.97393958688435,593,-0.0143700573047112,652,12.9821517857143,3.36078289968734,12.9338571428571
"382",2020,22,-2.81254478425325,594,-0.000493827208805071,683,13.59275,3.54374965331655,13.591
"383",2020,23,-2.62674263361481,595,-0.559733997158738,735,14.6589910714286,3.749213931354,12.5604285714286
"384",2020,24,-1.17247728237903,596,0.648412670983522,748,14.4680580357143,2.89136716637427,16.3428571428571
"385",2020,25,0.780671091906458,597,0.38504798500096,785,15.2339508928571,3.38337932830359,16.5367142857143
"386",2020,26,-0.580450069457917,598,0.633380262457442,825,16.0508928571429,3.12715550014725,18.0315714285714
"387",2020,27,-1.68249936654489,599,0.0652604275442552,862,16.6393482142857,3.20597369889768,16.8485714285714
"388",2020,28,-2.12255732408081,600,-0.345707933899756,890,16.3221116071429,3.18881117072731,15.2197142857143
"389",2020,29,-2.25623496167842,601,-0.366323010401054,921,17.1289151785714,3.29779457313289,15.9208571428571
"390",2020,30,-2.20478381529846,602,0.12445218497145,958,17.7828883928571,3.26204598250428,18.1888571428571
"391",2020,31,-1.95306180604519,603,0.0711292314777283,985,18.0801339285714,3.07501163363736,18.2988571428571
"392",2020,32,-1.86450675097155,604,1.57026729606864,999,17.7713482142857,3.28839032605605,22.935
"393",2020,33,-1.53853497326478,605,1.08803508396307,1052,16.7994151785714,2.70580741030325,19.7434285714286
"394",2020,34,-1.80513396333095,606,0.656047670633677,1088,16.6523035714286,3.04874948807924,18.6524285714286
"395",2020,35,-2.01317015853657,607,0.00451900940183815,1117,14.8696160714286,3.1513701703533,14.8838571428571
"396",2020,36,-2.17457046722193,608,-0.149755324019877,1140,13.9749464285714,2.75079654942165,13.563
