TIMESTAMP,MeanT,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,Precip,WS_ERA
19890101,4.356,4.216,0.919,4.611,0.569,6.503,332.164,0.743,97.805,0.45,1.75
19890102,4.387,3.949,1.027,5.185,0.385,12.077,325.744,0.943,97.932,0.177,1.4
19890103,0.078,-0.18,0.909,0.549,1.674,43.236,259.716,1.152,97.716,0.001,2.256
19890104,0.222,0.067,1.121,0.505,1.134,42.276,260.171,1.129,97.327,0.091,3.723
19890105,2.318,1.953,0.439,2.985,0.439,27.077,299.009,1.236,96.778,2.029,3.684
19890106,0.996,1.02,0.185,0.954,0.301,10.601,314.388,0.781,95.605,9.277,1.663
19890107,1.728,1.964,1.074,1.296,0.71,11.419,316.164,0.889,96.017,1.521,3.149
19890108,6.069,5.657,1.534,6.821,0.723,6.633,338.106,1.034,96.164,2.377,3.886
19890109,6.802,6.692,0.493,7.001,0.133,15.184,335.133,1.243,96.125,0.194,3.262
19890110,5.384,5.42,0.581,5.32,0.415,6.88,333.136,1.213,95.996,4.539,3.832
19890111,1.362,1.03,1.077,1.968,1.044,43.09,271.173,1.224,96.707,0.026,2.376
19890112,3.429,3.324,2.242,3.62,1.367,42.572,287.417,1.541,96.371,0.27,4.074
19890113,3.818,3.519,1.689,4.363,1.08,43.571,275.357,2.164,97.175,0.374,4.107
19890114,3.771,3.05,1.436,4.972,1.488,37.443,286.645,1.684,97.273,0.318,4.756
19890115,3.204,3.083,1.799,3.404,1.516,38.789,282.609,1.631,97.64,0.022,4.903
19890116,4.975,4.887,0.255,5.121,0.389,16.423,328.386,1.517,97.523,0.236,3.625
19890117,3.348,3.388,1.166,3.281,0.238,15.274,319.922,1.582,97.278,0.728,3.778
19890118,1.874,1.421,1.121,2.63,0.385,37.567,294.202,1.239,97.711,0.056,2.251
19890119,-0.501,-0.943,0.935,0.235,1.123,56.343,250.816,1.119,97.732,0.001,1.611
19890120,-1.694,-2.3,0.441,-0.683,1.377,57.535,247.064,0.826,97.268,0.002,1.305
19890121,0.861,0.631,1.601,1.243,1.388,44.022,289.166,1.175,96.458,0.036,3.597
19890122,2.577,2.449,0.559,2.791,0.697,25.277,314.439,1.128,96.686,0.227,2.27
19890123,1.084,0.634,0.634,1.835,0.73,29.537,302.119,1.18,97.669,0.018,2.2
19890124,-0.762,-1.323,1.01,0.174,0.529,52.693,262.549,1.132,97.559,0.004,1.445
19890125,-2.72,-3.591,0.977,-1.269,1.82,65.687,235.707,1.023,97.322,0.0,1.892
19890126,-2.803,-3.89,1.523,-0.993,2.978,67.039,239.592,1.116,97.311,0.0,1.72
19890127,-3.098,-4.558,1.35,-0.664,2.952,69.536,236.081,1.198,97.79,0.0,1.838
19890128,-3.23,-4.512,1.734,-1.094,2.734,70.198,237.05,1.242,97.809,0.0,2.052
19890129,-2.161,-2.344,1.739,-1.856,0.528,10.371,302.885,0.755,98.228,0.082,1.57
19890130,0.377,0.179,0.43,0.708,0.648,39.292,309.249,0.936,98.27,0.053,2.88
19890131,0.559,0.176,0.461,1.197,0.497,19.015,319.927,0.696,98.38,0.114,1.644
19890201,-0.235,-0.922,0.394,0.813,1.135,46.578,293.728,0.703,97.91,0.073,1.553
19890202,-2.141,-2.442,0.7,-1.68,0.558,56.649,262.09,0.779,97.621,0.021,1.472
19890203,-2.095,-2.647,0.506,-1.252,0.857,62.524,261.009,0.797,97.438,0.026,2.237
19890204,-2.448,-3.292,1.261,-1.267,1.927,81.347,237.414,1.094,97.151,0.0,2.925
19890205,-0.163,-0.521,1.773,0.339,1.12,21.027,299.027,0.883,96.842,1.238,4.815
19890206,4.713,4.129,1.593,5.531,0.913,26.552,324.879,1.333,97.274,0.055,4.612
19890207,4.973,4.288,0.834,5.933,1.18,40.976,308.289,1.598,97.406,0.016,3.48
19890208,2.192,1.64,1.543,2.965,1.692,50.701,297.012,0.928,97.276,0.017,1.406
19890209,-0.096,-1.021,1.024,1.2,2.33,75.57,277.016,0.845,96.85,0.045,1.553
19890210,-0.107,-1.36,0.976,1.649,2.094,90.379,251.666,1.141,97.064,0.0,1.996
19890211,-0.474,-1.769,1.42,1.339,2.456,94.078,252.983,1.095,97.895,0.0,1.878
19890212,1.138,0.814,1.859,1.593,1.076,27.679,299.443,0.96,97.517,2.209,3.999
19890213,1.841,1.41,0.433,2.444,1.321,70.42,280.966,1.925,97.19,1.522,4.004
19890214,2.129,1.672,0.386,2.77,0.412,65.439,293.277,1.424,96.11,3.946,5.47
19890215,2.243,2.218,1.175,2.279,0.71,32.49,307.599,1.314,95.974,3.211,5.506
19890216,1.813,1.356,1.276,2.453,0.703,79.317,279.172,1.664,95.735,3.431,4.414
19890217,0.018,-0.303,1.3,0.466,1.948,84.195,270.136,1.87,96.337,0.746,2.097
19890218,4.814,4.405,2.374,5.34,1.102,16.662,331.412,1.3,95.899,3.29,4.395
19890219,9.732,9.182,0.688,10.439,0.73,16.223,351.051,1.791,96.266,4.563,4.979
19890220,7.791,7.442,3.372,8.203,1.049,52.029,313.402,2.656,96.31,3.028,4.974
19890221,1.864,1.145,1.319,2.714,2.001,69.137,270.358,2.235,96.708,0.001,1.174
19890222,0.869,0.217,2.855,1.64,2.592,70.025,283.109,1.33,96.004,0.483,2.4
19890223,3.951,3.212,0.913,4.825,0.61,45.548,312.081,1.426,95.051,1.356,3.156
19890224,2.066,2.038,1.717,2.098,1.156,51.247,301.492,0.933,93.911,1.91,2.447
19890225,4.357,3.467,0.613,5.408,0.695,88.593,284.584,2.233,91.992,1.054,3.993
19890226,3.034,2.315,1.199,3.884,1.396,96.467,278.072,2.051,91.213,2.324,5.058
19890227,1.483,1.046,0.48,2.0,0.496,66.487,280.319,1.482,92.237,3.105,5.144
19890228,1.999,1.33,0.565,2.789,0.498,86.197,274.987,1.444,93.08,1.784,4.266
19890301,2.745,2.041,1.681,3.577,1.166,63.427,298.061,1.541,93.762,3.565,5.31
19890302,3.924,3.383,0.576,4.564,1.004,88.293,286.078,2.079,94.75,3.19,4.789
19890303,4.717,3.545,1.158,6.103,1.018,65.708,303.818,1.282,94.515,5.404,2.271
19890304,5.477,4.953,0.779,6.096,0.974,56.841,312.961,1.922,95.922,0.23,2.527
19890305,6.323,5.446,2.214,7.36,1.995,47.191,320.522,1.71,96.495,0.405,2.103
19890306,8.153,6.394,2.863,10.065,4.836,137.937,291.031,3.516,96.5,0.0,1.818
19890307,8.545,6.162,2.429,10.928,4.613,142.806,282.625,4.232,96.048,0.0,1.948
19890308,5.599,4.998,1.764,6.2,0.585,26.612,326.266,1.593,95.63,5.541,2.972
19890309,4.71,3.636,1.376,5.785,2.654,135.36,283.502,3.028,96.54,0.188,2.73
19890310,6.157,4.774,1.644,7.54,3.162,111.963,283.295,3.372,96.537,0.019,2.308
19890311,7.153,5.476,3.563,8.83,4.186,91.034,310.054,3.017,96.549,0.301,2.24
19890312,6.92,6.57,0.506,7.27,1.5,103.4,317.041,2.468,96.313,3.839,2.192
19890313,6.994,5.517,1.127,8.472,1.274,71.56,304.427,2.608,95.333,1.668,4.978
19890314,4.552,3.633,1.239,5.47,1.932,121.314,272.553,3.244,95.934,0.502,4.621
19890315,4.924,4.528,0.926,5.319,1.301,32.149,308.098,2.072,94.477,2.096,5.23
19890316,4.755,5.06,2.749,4.45,1.607,31.584,308.646,1.196,94.251,8.177,2.89
19890317,5.757,4.943,2.754,6.57,1.771,92.633,313.146,1.641,94.48,4.597,4.099
19890318,1.534,0.381,2.059,2.687,2.288,139.674,256.379,2.358,96.162,0.037,1.663
19890319,3.686,1.45,3.892,5.922,3.957,162.214,263.481,3.684,96.219,0.0,2.673
19890320,4.403,2.434,2.717,6.214,4.173,164.484,275.302,2.897,95.258,0.0,2.053
19890321,3.8,2.724,0.671,4.789,0.677,130.752,279.49,2.789,95.04,1.01,4.278
19890322,6.704,5.864,3.024,7.476,2.378,47.131,327.783,2.367,95.357,1.44,4.948
19890323,4.006,4.155,2.174,3.869,1.034,172.061,269.661,3.102,95.873,1.955,5.072
19890324,3.94,4.102,1.853,3.791,0.753,79.172,304.539,2.072,95.283,5.682,7.104
19890325,5.619,4.763,1.117,6.344,1.155,116.179,285.705,3.325,95.678,0.986,5.37
19890326,5.014,2.554,3.334,7.096,4.786,186.815,262.384,3.568,96.55,0.0,1.781
19890327,8.815,5.411,4.984,11.695,6.301,201.484,270.027,5.84,96.265,0.0,2.512
19890328,13.134,10.585,4.008,15.291,5.441,186.497,294.746,8.305,95.848,0.0,2.659
19890329,9.598,9.2,2.052,9.936,2.025,125.856,310.499,3.676,96.427,0.887,1.674
19890330,10.387,6.715,2.675,13.493,4.744,171.704,301.699,4.148,96.299,0.109,2.539
19890331,9.696,7.037,3.142,11.946,4.825,203.87,286.256,4.394,96.038,0.003,1.351
19890401,6.255,4.967,2.31,7.344,1.079,133.937,308.633,1.987,95.599,0.841,2.997
19890402,0.179,-0.29,0.967,0.544,1.929,151.519,270.968,2.74,95.419,0.021,3.811
19890403,0.504,-0.18,1.615,1.036,1.985,123.598,288.395,2.813,95.364,0.725,4.869
19890404,0.586,0.615,0.317,0.563,0.447,106.503,302.41,2.207,94.886,0.369,6.147
19890405,0.497,0.449,0.882,0.534,1.149,53.01,319.947,0.803,94.147,8.057,4.883
19890406,5.562,3.945,1.211,6.819,1.824,126.657,303.018,3.1,94.742,1.102,4.126
19890407,6.333,4.762,1.402,7.554,2.199,171.898,283.318,2.866,95.351,1.511,3.586
19890408,6.186,4.478,2.025,7.515,2.952,142.81,292.698,2.363,95.572,0.99,2.199
19890409,7.112,5.53,1.681,8.342,3.389,201.257,276.626,4.001,95.8,0.092,1.893
19890410,8.228,5.992,1.66,9.967,2.64,184.109,301.039,3.355,95.211,0.007,2.695
19890411,11.667,9.859,3.556,13.073,3.609,171.105,310.169,5.264,95.11,0.623,3.74
19890412,13.874,11.104,1.108,15.852,2.958,191.016,314.825,5.827,94.368,3.632,2.173
19890413,12.003,10.16,1.459,13.32,3.097,162.17,332.239,3.64,94.044,0.259,1.703
19890414,11.465,9.152,0.98,13.117,2.484,167.881,322.245,3.633,94.507,13.058,2.306
19890415,6.598,6.765,0.248,6.478,0.367,51.298,341.792,1.279,95.567,0.563,3.266
19890416,7.406,7.047,0.668,7.641,0.775,60.613,346.426,1.268,95.169,0.783,2.016
19890417,5.12,5.13,1.79,5.113,0.955,84.793,314.931,1.924,94.963,2.306,4.134
19890418,3.647,1.878,2.843,4.806,3.519,166.001,286.139,2.997,95.532,1.857,1.282
19890419,4.244,3.469,0.557,4.752,0.977,135.461,302.357,1.607,95.401,5.133,3.012
19890420,5.236,3.464,1.488,6.397,2.393,208.426,287.033,2.266,95.656,1.525,2.01
19890421,7.052,5.01,3.331,8.39,3.528,117.602,307.801,2.676,95.591,9.019,1.591
19890422,7.01,6.231,1.616,7.52,0.788,93.088,314.872,2.742,95.209,9.936,3.669
19890423,5.143,3.658,1.749,6.116,1.872,148.945,299.951,2.066,95.777,2.977,2.612
19890424,8.825,6.205,4.037,10.541,4.875,216.704,292.783,4.54,95.496,0.326,2.313
19890425,12.19,9.45,2.657,13.985,3.84,200.137,313.85,6.077,94.855,0.04,2.307
19890426,7.41,5.69,2.646,8.537,1.304,91.573,336.786,1.412,94.408,2.208,2.479
19890427,2.819,1.842,0.92,3.459,1.57,117.919,307.652,1.902,95.341,0.645,2.37
19890428,2.019,1.243,0.694,2.527,0.523,84.713,296.061,1.207,95.806,4.304,2.989
19890429,4.742,3.165,1.642,5.775,2.841,178.39,291.712,2.855,96.312,0.425,2.795
19890430,5.695,3.427,1.789,7.18,2.827,191.034,288.351,3.482,96.606,0.077,2.123
19890501,7.245,3.532,3.751,9.281,5.038,275.953,269.765,4.739,96.701,0.0,2.127
19890502,10.951,8.112,3.307,12.508,4.599,177.883,317.673,5.46,96.664,0.0,1.372
19890503,12.375,9.355,1.697,14.031,3.561,211.805,316.876,4.684,96.707,0.016,1.889
19890504,11.824,9.418,3.465,13.143,3.996,202.401,322.176,4.619,96.922,0.008,1.772
19890505,13.423,9.982,3.014,15.31,4.683,263.511,310.002,5.503,96.844,0.076,1.925
19890506,8.136,6.914,2.138,8.805,0.826,203.122,293.804,4.355,96.444,0.771,4.809
19890507,5.965,4.239,2.045,6.912,2.658,185.536,299.366,3.281,96.749,0.038,2.854
19890508,9.505,7.434,3.32,10.641,4.453,219.438,304.739,4.976,96.393,0.007,1.706
19890509,12.881,8.839,3.956,15.098,5.809,279.906,298.078,7.351,95.554,0.0,2.402
19890510,11.069,9.662,0.488,11.841,0.94,134.43,335.359,2.422,95.23,8.192,1.776
19890511,10.616,9.668,1.342,11.136,2.177,119.809,327.763,1.852,95.055,6.96,2.391
19890512,10.579,9.149,1.402,11.363,0.935,154.844,317.973,2.76,94.714,7.859,4.143
19890513,9.215,6.882,1.215,10.494,2.394,242.829,286.847,4.265,95.365,0.219,3.601
19890514,9.524,7.331,2.144,10.727,2.711,220.682,302.501,3.976,96.525,0.492,1.533
19890515,10.953,7.87,2.229,12.644,4.226,250.023,292.826,5.435,97.421,0.0,1.484
19890516,13.13,9.815,4.457,14.948,4.93,305.312,283.487,7.938,97.21,0.0,1.692
19890517,14.424,10.967,2.795,16.32,4.738,301.189,294.522,7.93,96.983,0.0,1.725
19890518,14.934,12.065,2.732,16.507,4.377,285.064,305.878,6.693,96.798,0.0,2.582
19890519,16.713,12.963,2.955,18.77,5.13,265.501,319.018,8.546,96.607,0.0,1.912
19890520,16.567,13.441,1.983,18.13,4.512,261.584,321.225,7.823,96.565,0.133,2.302
19890521,15.151,12.196,1.672,16.494,3.825,276.334,307.727,7.121,96.689,0.166,3.303
19890522,12.858,10.953,2.193,13.723,3.714,311.758,282.31,7.849,96.897,0.0,4.666
19890523,14.331,11.103,3.081,15.798,4.634,311.288,288.978,8.801,96.829,0.0,3.69
19890524,15.836,12.314,3.305,17.436,4.918,311.749,296.426,9.526,96.742,0.0,3.19
19890525,16.627,13.035,2.726,18.259,4.354,311.088,303.225,9.95,96.603,0.0,2.855
19890526,17.238,13.871,3.301,18.768,4.962,307.804,311.129,10.158,96.442,0.0,1.736
19890527,15.836,12.958,1.635,17.144,4.182,276.53,317.666,7.265,96.465,0.2,2.363
19890528,15.089,11.992,3.623,16.497,4.774,279.088,313.455,7.744,96.388,0.155,1.687
19890529,15.51,12.73,1.552,16.774,3.409,250.576,319.572,7.299,95.961,0.417,1.125
19890530,13.186,10.074,1.199,14.6,3.502,235.944,323.596,4.813,95.393,5.901,2.654
19890531,8.75,6.755,1.326,9.656,3.174,286.818,282.05,5.089,95.651,0.0,2.566
19890601,11.362,7.735,3.3,13.01,4.293,205.621,313.65,6.959,95.438,0.354,1.607
19890602,8.922,8.726,0.919,9.011,0.313,80.309,335.924,2.685,95.477,3.631,2.01
19890603,9.142,7.741,1.187,9.779,2.167,114.315,338.711,2.38,95.409,5.467,1.695
19890604,9.423,7.848,1.206,10.14,1.149,179.229,319.744,2.44,95.3,5.146,1.743
19890605,8.108,5.83,1.593,9.143,2.626,250.509,292.22,3.097,95.431,1.179,2.175
19890606,9.567,7.427,1.288,10.54,2.874,238.726,303.482,3.68,95.52,0.706,1.685
19890607,8.7,6.922,0.847,9.509,1.647,218.827,299.594,2.752,95.403,4.574,2.656
19890608,9.335,7.077,1.244,10.361,2.391,224.983,303.557,2.82,95.906,2.504,2.296
19890609,11.179,8.24,2.51,12.515,3.51,211.97,310.409,3.965,96.264,6.071,1.636
19890610,14.019,10.628,3.367,15.56,4.974,260.3,311.194,6.534,96.167,0.101,1.68
19890611,12.461,11.8,0.558,12.762,1.411,122.687,343.21,2.487,96.423,9.31,1.41
19890612,15.097,12.563,1.336,16.25,3.455,255.256,330.653,6.347,96.877,0.012,2.895
19890613,14.855,11.349,2.502,16.449,4.079,316.627,299.426,7.341,96.862,0.0,2.69
19890614,15.506,12.936,2.428,16.674,3.457,270.179,309.292,8.42,96.767,0.0,2.058
19890615,14.258,11.262,1.757,15.62,3.57,251.558,315.193,6.421,96.654,0.088,1.675
19890616,13.439,10.074,2.233,14.969,3.689,221.452,320.409,7.339,96.786,0.024,1.224
19890617,15.537,11.733,3.181,17.267,4.708,269.463,316.054,8.788,96.677,0.0,2.318
19890618,16.792,13.342,3.015,18.36,4.399,299.892,319.866,8.359,96.657,0.0,2.285
19890619,17.892,15.387,2.728,19.031,3.543,303.916,316.659,9.3,96.839,0.002,2.429
19890620,18.344,14.918,3.951,19.901,4.656,245.059,339.254,9.24,96.524,0.109,2.427
19890621,18.985,16.064,1.201,20.312,3.513,233.312,351.512,8.06,95.99,0.527,1.278
19890622,17.366,15.377,0.996,18.184,1.846,202.985,355.62,4.673,95.763,2.623,1.504
19890623,17.156,14.595,1.324,18.32,2.645,242.696,340.396,6.805,95.802,0.038,2.055
19890624,15.841,13.797,1.231,16.77,2.985,219.083,339.911,5.638,96.064,0.011,2.101
19890625,17.497,13.856,2.775,19.152,4.657,235.886,337.461,8.338,96.011,0.005,1.405
19890626,19.597,15.594,3.279,21.417,4.596,240.564,347.469,8.921,95.731,0.481,1.719
19890627,18.367,15.094,0.962,19.715,2.777,253.059,344.618,6.831,95.28,3.746,2.833
19890628,13.202,11.869,1.078,13.751,1.872,231.561,326.048,4.519,95.677,1.947,3.38
19890629,13.876,11.556,2.609,14.93,3.333,160.43,337.51,5.717,95.772,0.904,3.264
19890630,13.7,12.555,1.454,14.22,2.778,235.789,328.294,5.556,95.919,4.78,1.865
19890701,14.792,12.288,2.584,15.93,3.34,182.361,342.82,4.196,95.595,3.97,2.024
19890702,14.79,13.79,0.584,15.245,0.756,163.071,354.462,2.657,95.586,5.561,2.394
19890703,12.439,12.609,0.466,12.361,0.906,50.998,364.498,2.272,96.519,1.443,3.229
19890704,16.076,14.739,3.537,16.683,3.945,144.7,365.581,4.618,96.589,0.63,3.986
19890705,20.727,17.795,1.759,22.06,3.811,286.263,346.01,9.165,96.696,0.078,2.882
19890706,21.452,17.915,2.416,23.06,4.541,300.146,338.941,12.844,96.608,0.0,2.274
19890707,22.358,18.486,3.223,24.117,5.246,296.038,346.342,13.707,96.037,0.002,2.399
19890708,19.021,17.442,1.168,19.738,1.478,200.016,363.607,4.569,95.811,6.398,1.623
19890709,17.646,15.53,1.011,18.607,1.922,169.477,358.409,3.743,95.882,7.86,2.432
19890710,16.258,14.752,0.931,16.942,1.408,191.298,359.815,4.123,96.38,0.52,2.256
19890711,15.438,13.158,1.204,16.475,2.616,200.294,341.846,5.933,96.524,0.003,1.854
19890712,16.811,13.788,3.676,18.185,4.565,209.846,341.795,8.274,96.336,0.136,2.175
19890713,16.294,13.997,1.042,17.337,2.998,214.396,344.329,6.867,95.997,0.282,3.135
19890714,12.318,11.559,0.723,12.663,1.217,195.924,324.622,4.973,96.015,1.161,4.118
19890715,12.517,12.037,2.687,12.734,1.983,112.707,342.948,4.457,96.245,0.123,4.392
19890716,13.209,11.725,1.078,13.884,2.277,205.168,326.284,5.858,96.297,0.156,5.092
19890717,12.49,11.196,2.663,13.078,3.094,154.686,343.527,5.513,96.532,0.106,3.769
19890718,13.948,12.725,1.181,14.559,1.222,178.073,338.465,5.485,95.936,1.893,4.805
19890719,11.78,9.51,2.029,12.915,2.927,192.632,329.525,5.119,96.521,0.004,2.829
19890720,13.91,9.648,3.028,16.041,4.828,245.828,318.923,6.439,96.596,0.001,2.442
19890721,16.175,12.536,3.282,17.995,5.125,300.672,307.094,8.59,96.637,0.0,1.326
19890722,19.379,15.524,4.749,21.306,5.597,266.194,332.254,12.531,96.393,0.0,2.07
19890723,19.128,16.396,1.352,20.494,3.068,155.423,365.694,6.421,96.155,15.034,1.716
19890724,19.59,17.031,0.936,20.869,2.834,226.905,364.531,5.16,96.226,3.297,1.729
19890725,17.742,15.634,0.775,18.795,2.298,153.233,372.629,3.04,96.259,8.712,1.466
19890726,18.218,16.824,1.957,18.914,2.598,151.469,371.063,3.881,96.247,1.175,1.382
19890727,17.393,16.101,1.168,18.039,1.512,156.957,359.825,5.045,96.277,1.457,2.605
19890728,15.435,13.434,2.331,16.435,3.465,210.443,327.153,7.243,96.579,0.018,1.67
19890729,16.867,13.193,2.505,18.704,4.497,223.348,333.91,8.669,96.435,0.0,1.509
19890730,16.428,12.957,1.495,18.164,4.186,170.633,347.01,6.441,95.428,3.977,3.178
19890731,12.949,11.536,0.969,13.656,1.363,173.055,328.51,4.081,95.135,1.842,5.335
19890801,10.935,9.361,0.303,11.722,1.69,199.302,318.682,3.28,95.127,1.002,3.839
19890802,10.579,9.569,1.128,11.132,1.616,155.981,327.645,3.204,95.45,1.849,4.348
19890803,11.951,11.458,1.814,12.221,2.148,90.281,350.381,3.698,95.629,0.88,4.139
19890804,13.391,12.446,1.471,13.909,2.004,146.338,340.942,4.88,95.575,0.842,3.927
19890805,14.027,11.165,3.077,15.596,4.534,261.637,306.48,6.397,95.484,0.0,2.224
19890806,17.017,14.295,3.707,18.509,5.27,252.026,327.466,9.186,95.395,0.71,0.568
19890807,18.106,16.39,0.875,19.047,2.606,163.059,364.996,4.885,95.466,10.184,2.135
19890808,17.37,15.776,0.404,18.244,1.961,146.251,362.55,3.966,95.727,2.661,1.64
19890809,17.149,15.172,1.272,18.336,2.984,185.011,350.072,6.219,95.973,1.146,2.368
19890810,17.863,13.94,3.131,20.217,4.814,231.265,333.778,8.576,95.725,0.002,1.871
19890811,17.703,14.58,1.601,19.576,3.218,207.453,348.783,7.708,95.259,0.397,3.418
19890812,17.444,15.642,0.743,18.525,1.838,163.012,357.035,6.635,95.314,0.701,3.64
19890813,17.73,14.779,2.686,19.501,3.883,191.654,337.425,8.936,95.619,0.122,1.889
19890814,18.555,15.014,1.801,20.679,3.658,219.475,337.984,9.492,95.592,0.012,2.503
19890815,20.655,16.225,3.835,23.313,5.154,232.644,341.949,11.512,95.876,0.0,3.053
19890816,23.079,18.678,2.995,25.72,5.005,212.489,369.819,13.685,95.789,0.084,2.357
19890817,18.763,17.487,1.104,19.528,2.535,160.995,358.343,7.241,96.223,3.607,2.294
19890818,17.082,14.103,1.369,18.869,3.626,205.504,327.193,8.566,96.752,0.333,1.876
19890819,18.383,15.067,4.767,20.556,5.75,233.597,325.371,11.575,96.588,0.0,2.345
19890820,20.557,17.571,4.219,22.513,5.415,242.15,338.112,11.884,96.126,0.0,1.524
19890821,21.51,17.532,3.879,24.116,5.792,224.421,351.199,13.079,96.244,0.159,1.72
19890822,20.403,18.235,1.515,21.824,3.575,190.241,361.581,8.466,96.386,1.422,1.343
19890823,16.407,14.771,1.772,17.479,2.988,205.989,328.027,7.578,96.623,0.001,2.639
19890824,15.962,13.057,3.14,17.865,4.52,205.698,323.307,8.235,96.166,0.0,2.834
19890825,13.563,12.362,1.458,14.35,0.946,69.641,339.168,3.529,95.503,1.136,3.508
19890826,11.479,9.807,2.566,12.573,3.546,136.894,319.698,3.411,95.541,0.274,1.02
19890827,13.491,11.527,1.282,14.778,1.7,107.106,352.908,2.72,94.742,6.064,4.163
19890828,9.145,9.403,0.131,8.976,0.341,30.592,338.606,2.06,95.135,11.532,6.542
19890829,10.709,9.41,0.753,11.637,1.844,122.187,327.085,3.75,96.047,0.824,4.18
19890830,12.066,9.051,2.146,14.219,4.141,180.004,309.208,5.721,96.186,0.002,1.184
19890831,13.349,9.719,3.392,15.942,5.028,225.309,304.47,6.713,96.043,0.0,1.116
19890901,13.008,10.517,1.315,14.788,2.785,97.577,347.973,3.942,96.031,2.543,1.801
19890902,12.166,11.093,0.327,13.001,1.29,110.75,342.168,3.391,96.179,0.398,1.456
19890903,10.919,9.712,1.022,11.857,2.066,92.205,331.738,3.738,96.313,1.791,2.368
19890904,10.679,8.684,1.784,12.231,2.871,124.794,320.294,3.739,96.527,0.009,2.208
19890905,10.592,8.402,1.851,12.295,3.228,134.347,310.835,4.139,96.838,0.168,1.578
19890906,12.477,10.426,3.921,14.073,4.603,167.193,319.904,5.768,96.93,0.0,1.164
19890907,15.022,13.125,2.363,16.498,3.829,115.288,341.645,6.467,96.667,0.0,1.457
19890908,15.634,13.257,3.471,17.482,4.952,200.823,316.741,7.438,96.029,0.0,2.7
19890909,16.307,13.527,2.157,18.47,3.83,153.865,333.456,7.514,95.481,0.014,2.89
19890910,15.359,13.709,1.897,16.642,3.18,111.993,345.59,5.573,95.781,0.254,2.595
19890911,14.82,13.543,0.911,15.813,2.591,122.12,339.145,4.492,96.165,0.163,4.032
19890912,13.827,12.097,1.365,15.172,3.319,134.976,329.162,5.03,96.259,0.505,3.033
19890913,12.636,11.059,1.882,13.863,2.393,97.483,332.717,2.595,95.781,6.284,2.312
19890914,13.492,12.061,0.644,14.606,1.621,109.773,337.619,3.348,95.528,1.769,3.984
19890915,12.547,12.168,1.783,12.867,1.647,23.791,362.193,1.51,95.227,12.22,3.44
19890916,15.995,15.436,1.174,16.468,1.215,61.078,371.617,2.329,95.649,3.309,4.033
19890917,17.566,15.786,1.451,19.203,3.069,148.504,335.73,5.443,95.914,0.0,2.581
19890918,18.365,15.562,3.226,20.944,5.264,176.9,331.521,7.659,96.204,0.0,2.126
19890919,18.995,16.4,1.339,21.383,3.169,169.562,344.777,7.588,96.149,1.964,2.727
19890920,16.119,14.703,1.623,17.422,3.177,103.313,354.889,4.142,97.034,0.061,1.906
19890921,17.087,14.763,2.427,19.226,4.488,162.957,337.103,4.973,96.606,0.0,1.912
19890922,17.427,15.091,2.563,19.576,4.548,152.816,342.559,5.321,95.942,0.0,1.453
19890923,14.436,13.595,1.161,15.209,1.079,85.022,359.796,1.907,96.065,0.501,2.312
19890924,14.072,13.735,0.54,14.382,0.969,41.518,369.704,2.351,96.495,7.917,1.735
19890925,13.68,12.602,1.187,14.671,1.247,60.452,350.642,2.479,96.367,3.168,1.866
19890926,12.198,10.604,0.988,13.664,1.731,73.418,344.493,2.754,96.257,1.372,2.495
19890927,8.947,7.882,1.154,9.926,1.842,117.182,303.593,2.466,96.126,0.751,2.052
19890928,9.332,8.221,1.567,10.355,2.747,91.248,323.138,2.863,96.656,0.087,2.766
19890929,9.248,8.319,1.014,10.178,1.844,88.781,313.068,2.217,96.827,0.438,2.802
19890930,10.599,10.522,1.653,10.676,1.655,32.372,352.518,1.769,96.704,0.673,3.541
19891001,11.163,10.787,0.358,11.539,0.671,48.712,349.174,2.213,96.729,0.85,3.468
19891002,10.27,9.984,0.541,10.556,1.074,61.88,337.098,3.194,96.318,0.447,5.296
19891003,8.482,7.118,2.433,9.847,1.855,117.256,303.352,3.629,96.451,0.796,3.533
19891004,6.203,3.793,3.138,8.613,4.905,147.738,266.332,3.821,97.009,0.0,0.906
19891005,7.335,4.354,3.69,10.315,6.055,146.365,271.754,4.409,96.843,0.0,1.974
19891006,7.783,6.424,2.37,9.26,1.865,57.653,314.268,2.243,96.144,1.769,2.796
19891007,7.989,7.575,0.563,8.439,0.511,64.718,333.03,1.537,95.071,12.362,4.108
19891008,7.175,6.753,0.444,7.633,0.869,63.383,328.453,1.665,95.235,4.916,2.486
19891009,7.303,7.161,0.11,7.457,0.344,44.252,336.334,1.051,95.7,4.175,2.24
19891010,6.888,6.358,0.406,7.464,0.855,83.522,305.635,1.725,95.81,1.417,3.394
19891011,7.711,6.791,1.035,8.711,0.949,47.542,320.433,2.257,95.776,1.193,4.336
19891012,8.943,8.546,2.11,9.414,2.192,40.269,336.283,2.029,96.181,0.171,4.138
19891013,11.464,10.919,0.481,12.11,1.001,57.479,347.895,3.063,95.774,1.318,5.152
19891014,8.87,8.222,1.767,9.636,0.751,59.694,319.019,2.491,95.44,3.029,4.306
19891015,6.925,5.976,0.948,8.047,1.281,90.66,294.751,2.405,96.275,0.768,3.869
