doy,mint_C,maxt_C,airt_C,co2_ppm,swrad_MJm2day,vpd_kPa,precip_kgm2s,wind_spd_ms,SWC_1,SWC_1_unc,SWC_2,SWC_2_unc,SWC_3,SWC_3_unc
210,12.0328571428571,17.7342857142857,14.6983333333333,365.424913690476,13.6206655714286,0.293533035714286,1.12433862433862E-05,2.78936011904762,37.1480357142857,3.71480357142857,29.4598511904762,2.94646941931349,46.1044047619048,4.61044047619048
217,12.5014285714286,19.9,16.035744047619,363.858755952381,17.9633949428571,0.513909226190476,1.5542328042328E-05,3.05921428571429,33.886755952381,3.3886755952381,22.8727678571429,2.28790052488456,45.3408035714286,4.53408035714286
224,13.4928571428571,19.8014285714286,16.4205952380952,362.994017857143,16.7542032857143,0.510772916666667,8.92857142857143E-06,2.50365773809524,30.1286369047619,3.01286369047619,19.3176785714286,1.93250634441129,44.5941964285714,4.45941964285714
231,14.7497142857143,24.8022857142857,20.009875,361.214291666667,19.2542883428571,0.906251785714286,4.2989417989418E-06,1.93325595238095,26.1669097222222,2.66220715532192,16.4239583333333,1.6442120601781,42.6083333333333,4.26631337892631
238,12.8728571428571,20.1371428571429,16.3421130952381,363.20024702381,16.3670662285714,0.500247916666667,6.97751322751323E-05,2.46510119047619,28.7291964285714,2.87291964285714,15.9438095238095,1.59527563092237,41.7440476190476,4.17440476190476
245,11.7148571428571,19.4185714285714,15.3568928571429,359.271705357143,16.0301373428571,0.555317857142857,2.97619047619048E-06,2.23057738095238,28.3615173726467,2.83623834888012,15.5071792635659,1.55193340083469,41.5016292912514,4.15017040694518
252,9.71628571428571,14.0904285714286,11.7292886904762,360.292244047619,9.1080846,0.224018154761905,1.81878306878307E-05,3.74941964285714,33.6241222972973,3.37329635726803,16.3565380630631,1.63725600003938,40.5519171171171,4.05692965433237
259,13.3952857142857,20.2154285714286,16.55675,367.8669375,12.9956078571429,0.446925892857143,1.76917989417989E-05,2.1085625,33.3366481481481,3.33828049269573,16.3697736111111,1.63789483795499,40.6572777777778,4.06646673536486
266,7.89857142857143,13.4057142857143,10.0806547619048,370.016592261905,6.7864698,0.135766071428571,0,2.80587797619048,35.3380148809524,3.53380148809524,16.3350892857143,1.63438218817453,41.0622023809524,4.10622023809524
273,10.0014285714286,16.0171428571429,12.8952083333333,365.747452380952,10.8474976285714,0.27340744047619,3.30687830687831E-07,2.87482142857143,35.8082797619048,3.58082797619048,16.9378273809524,1.69462493819989,42.6165773809524,4.26165773809524
