"","day","mod_gpp","mod_gpp_unc95","mod_lai","mod_lai_unc95","mod_reco","mod_reco_unc95","doy","year","obs_gpp","obs_gpp_unc","obs_lai","obs_lai_unc","obs_reco","obs_reco_unc","date"
"25",175,12.3563651918782,12.4469703720153,4.21970233434347,4.30639671416501,5.34828428893398,5.56618719849804,175,2000,14.67410299,1.325728985,NA,-9999,7.341867297,1.003416322,2000-06-23
"26",182,12.548533267087,12.6390524536373,4.45075778162976,4.54400498212383,4.80151306175666,5.01010437527287,182,2000,13.72923804,1.195804497,NA,-9999,4.547882008,1.000065369,2000-06-30
"27",189,10.552900937008,10.6227411518241,4.64041477609511,4.73972710996074,4.65230964967196,4.80774868777361,189,2000,10.63272737,1.344683199,NA,-9999,4.855667631,1.000255425,2000-07-07
"28",196,9.75673202526448,9.82871971914186,4.75756378385106,4.86113069942054,4.23515069566542,4.38474891308891,196,2000,10.11717676,1.210981758,NA,-9999,3.801959063,1.000120066,2000-07-14
"29",203,10.6733498438097,10.7489920271641,4.81247760507462,4.91997430601515,4.47392884046641,4.64063841265903,203,2000,11.07876375,1.176040794,NA,-9999,3.231413698,1.000011313,2000-07-21
"30",210,10.7257956239566,10.7965524645484,4.82887722202494,4.93742504751756,4.6823975790983,4.84633071053986,210,2000,11.50561588,1.3437041,NA,-9999,4.504218357,1.000129543,2000-07-28
"31",217,13.0642346986836,13.1604804251401,4.80155583047838,4.90612715496828,5.29263488356604,5.48230015899096,217,2000,14.50615091,1.353213646,NA,-9999,6.238488232,1.000261995,2000-08-04
"32",224,12.2873084059933,12.3816581079872,4.75238601642908,4.85812795698695,5.15062777674323,5.34788926927944,224,2000,NA,2.116306013,NA,-9999,NA,1.147121965,2000-08-11
"33",231,12.3595968898879,12.4495549469656,4.64314304214756,4.75060556097343,5.39549958468528,5.6313485781724,231,2000,11.68157994,1.204375413,NA,-9999,6.126481493,1.019747695,2000-08-18
"34",238,11.5276817735617,11.6198183037682,4.48024224314195,4.59162450804482,4.98904282789361,5.18132824312743,238,2000,11.18875729,1.282175669,NA,-9999,5.198684197,1.001554734,2000-08-25
"35",245,10.9602689548534,11.0590115483356,4.24746059419923,4.35810176931931,4.81412351716119,4.98647080929284,245,2000,NA,2.116306013,NA,-9999,NA,1.147121965,2000-09-01
"36",252,6.7283754187972,6.80318556936464,3.94477651780748,4.05666926859406,3.66764443027843,3.79348208370103,252,2000,7.397197391,1.245846731,NA,-9999,3.417829755,1.006018843,2000-09-08
"37",259,8.43561793001359,8.52755715880052,3.53952168305423,3.64163609277779,4.36867853621964,4.58876439667657,259,2000,8.139266032,1.47899962,NA,-9999,4.333102517,1.001704665,2000-09-15
"38",266,4.52863763599829,4.59854493832121,3.11165627142789,3.20588102177713,3.13480183863617,3.27172244229705,266,2000,5.060966861,1.319782341,NA,-9999,3.414622179,1.000119162,2000-09-22
"39",273,5.91005788086061,5.99286352560273,2.61414832219122,2.69309285167065,3.58938178677964,3.76471335746756,273,2000,6.421773608,1.415379107,NA,-9999,3.624603609,1.00026189,2000-09-29
"40",280,4.1855653142011,4.26040867749308,2.14261949794939,2.20761397202904,3.18393968029708,3.36428836070219,280,2000,4.205293261,1.49850938,NA,-9999,3.62100453,1.000323537,2000-10-06
"41",287,2.43964188949132,2.49979498023875,1.68096264960758,1.73392988355625,2.55133315829168,2.6943054476545,287,2000,2.950088983,1.176040794,NA,-9999,2.762905552,1.000033938,2000-10-13
"42",294,1.80644975537322,1.86691413693115,1.25529764769156,1.3041811043155,2.5670199805251,2.74383138875739,294,2000,2.159916574,1.347792703,NA,-9999,3.415202264,1.000142689,2000-10-20
"43",301,1.49768107776633,1.57179770082092,0.901254212658343,0.950215219974236,2.48210299127589,2.66124221643895,301,2000,0.938299439,1.564313733,NA,-9999,3.603124763,1.000054057,2000-10-27
"44",308,0.626062475782911,0.667360869511219,0.627389756681533,0.670937268372474,2.18309666061999,2.34190068911334,308,2000,0.222506706,1.628241008,NA,-9999,2.989108409,1,2000-11-03
"45",315,0.472859330739883,0.514652945338391,0.419104206728279,0.456232298497883,1.98621763033676,2.12372791623994,315,2000,0.215645205,1.574373404,NA,-9999,2.371649978,1.001371132,2000-11-10
"46",322,0.266544167674742,0.297301546888313,0.274847155261832,0.306391612535383,1.96724519887828,2.10638789892096,322,2000,0.182586393,1.486121999,NA,-9999,2.502784311,1.000011313,2000-11-17
"47",329,0.157101923362324,0.177996771969539,0.178071422255805,0.202556978871222,1.89181465706137,2.02656686572007,329,2000,0.145024333,1.535389703,NA,-9999,2.003039521,1.000011313,2000-11-24
"48",336,0.0995421746472967,0.116508345284696,0.115295799022169,0.135236042934956,1.92985514707714,2.06296559675809,336,2000,0.175882959,1.577652636,NA,-9999,2.162643104,1.000108111,2000-12-01
"49",343,0.0696830438767903,0.08256388836992,0.0760333201382042,0.090831815071943,1.96814986210751,2.09770639070347,343,2000,0.179171649,1.483586108,NA,-9999,2.205063837,1.000022625,2000-12-08
"50",350,0.0321515835104667,0.0389575184921624,0.0514101894279623,0.0622316299309971,1.96804847743313,2.09239340376408,350,2000,0.167649857,1.428850361,NA,-9999,1.938668904,1,2000-12-15
"51",357,0.020069569783109,0.0247212574636446,0.0357456570713953,0.0440835436528006,1.4968406014825,1.64294179316244,357,2000,0.141473222,1.35892803,NA,-9999,2.273850843,1.000044319,2000-12-22
"52",364,0.0189853272560549,0.0235869057206813,0.0256761769519882,0.031841443137263,1.56017701387852,1.69922193654741,366,2000,0.240407611,1.40820158,NA,-9999,1.764825505,1.000022625,2000-12-29
"53",371,0.00925670210438738,0.0115686178653931,0.0181552204605615,0.0227091775171176,1.77873844065204,1.90129207074836,7,2001,0.159480611,1.538339552,NA,-9999,0.690139517,1.000022625,2001-01-05
"54",378,0.00861982865023975,0.0109538189409569,0.0141559736622135,0.0180785816462887,1.51482347162346,1.65608073570187,14,2001,0.194504616,1.337843229,NA,-9999,0.162000568,1.001498926,2001-01-12
"55",385,0.0105873415781895,0.0136966023533597,0.0115740406084578,0.015015298092776,1.4438984415222,1.59696618921838,21,2001,NA,2.116306013,NA,-9999,0.431855127,1.003474071,2001-01-19
"56",392,0.00886466759643014,0.0116698287866826,0.0097975144608604,0.012922938923779,1.73519437873195,1.86297084653859,28,2001,0.153006026,1.438934514,NA,-9999,0.944472896,1.000183593,2001-01-26
"57",399,0.00791883879352388,0.0105287627538654,0.0086067363554554,0.0114453026431095,1.52220239585179,1.66810555110456,35,2001,0.09932997,1.492705453,NA,-9999,1.073706306,1.000266787,2001-02-02
"58",406,0.0102199771647986,0.0138488550841972,0.00777348152725834,0.0105434599646406,1.90962080494672,2.03635460159224,42,2001,0.184849585,1.45566319,NA,-9999,1.608851096,1.000054057,2001-02-09
"59",413,0.0132794776468366,0.0179080960403155,0.00726099547249366,0.0097749757651404,1.79440761561086,1.91569271110073,49,2001,0.205273386,1.596538139,NA,-9999,1.700045192,1.000092634,2001-02-16
"60",420,0.00985624608431007,0.0133195468041361,0.00702564490784489,0.00950216059872065,1.54766674447674,1.6853385799649,56,2001,0.22098401,1.391090414,NA,-9999,1.251875177,1.000044319,2001-02-23
"61",427,0.0140790735721822,0.0187714703642733,0.00722995895642631,0.00960625303780609,1.54357502398744,1.68134000991465,63,2001,0.221212241,1.597762332,NA,-9999,1.23193354,1.000022625,2001-03-02
"62",434,0.0153109240137062,0.01990954489881,0.0081969011080125,0.0106438284399967,1.77246719540213,1.89654508892626,70,2001,0.364091345,1.29962148,NA,-9999,1.714881317,1.000118231,2001-03-09
"63",441,0.0164461025147182,0.0200276762863611,0.0110669681918341,0.0134690299636478,1.79926942179304,1.92004818810568,77,2001,0.382698216,1.33103136,NA,-9999,1.76450929,1.000011313,2001-03-16
"64",448,0.0388418926570105,0.0463099296159338,0.0185580258815209,0.0219221210171317,1.66899848105972,1.79572283632857,84,2001,0.212755943,1.536895817,NA,-9999,1.301325992,1.00027459,2001-03-23
"65",455,0.0927388171478496,0.108637359887139,0.0373988021636667,0.043533096962239,1.75479649290878,1.87518945622589,91,2001,0.051329697,1.514057034,NA,-9999,0.932792834,1.046629105,2001-03-30
"66",462,0.269655199842485,0.306907985392542,0.0821315755792147,0.0932532064940931,2.07824641312293,2.19854240001244,98,2001,1.12352037,1.273329564,NA,-9999,2.718934603,1.019800706,2001-04-06
"67",469,0.557694694410197,0.61136517210748,0.181229680253845,0.199035299134215,1.83553417950122,1.95586832653372,105,2001,0.969862661,1.594078182,NA,-9999,2.207672453,1.000253075,2001-04-13
"68",476,0.928156979381304,0.987972973052682,0.378232959718136,0.401453484716694,1.89341707006255,2.01835787269074,112,2001,1.200670254,1.39189119,NA,-9999,1.92106892,1.000076681,2001-04-20
"69",483,2.32595589937438,2.40962168436211,0.71979447884163,0.748528212081069,2.50475930211877,2.61505657457843,119,2001,2.143211427,1.34169944,NA,-9999,3.325822038,1.001565603,2001-04-27
"70",490,4.33093975855336,4.41974892210968,1.22453195244614,1.25624963453802,3.13846738235684,3.25519982497175,126,2001,3.050672295,1.573031932,NA,-9999,5.762817541,1.000412083,2001-05-04
"71",497,6.92220770724081,7.01226889151507,1.82852148898426,1.87311414351167,3.71158854481393,3.8298232789625,133,2001,6.706205174,1.436597618,NA,-9999,6.055354689,1.000293407,2001-05-11
"72",504,8.37298972020481,8.44699365471046,2.40480708746475,2.45655292718078,4.05912842570122,4.19194440168157,140,2001,8.504870287,1.562869783,NA,-9999,5.123512687,1.000212082,2001-05-18
"73",511,10.2029205749099,10.2809458458817,2.86369447121901,2.92076329408786,4.54997735536815,4.70935322765968,147,2001,10.10550036,1.299191788,NA,-9999,5.622216463,1.000132021,2001-05-25
"74",518,9.77364911941665,9.82747050297543,3.2194242430191,3.2775467304703,4.30896575652405,4.45999930469167,154,2001,9.780763676,1.253287312,NA,-9999,4.35471447,1.000022625,2001-06-01
"75",525,9.00299212605301,9.04704536914218,3.50463708675023,3.56264450698906,4.04648698256669,4.19436921820712,161,2001,10.20075963,1.433863572,NA,-9999,3.716277003,1.000077325,2001-06-08
"76",532,12.7355297588224,12.8158151833159,3.73750536719988,3.79582197139899,5.04602077486639,5.23969204036007,168,2001,13.43983279,1.356534493,NA,-9999,5.174504379,1.000201703,2001-06-15
"77",539,11.6224155134126,11.6773461999557,3.97121038634956,4.03464821974178,4.73365969988405,4.91781027909638,175,2001,12.13202315,1.343307451,NA,-9999,3.724805276,1.000222425,2001-06-22
"78",546,13.8416236634066,13.9053021524572,4.18267378276369,4.25509080189491,5.58036339671032,5.79459444342658,182,2001,15.30185454,1.550049475,NA,-9999,6.013019235,1.003631846,2001-06-29
"79",553,14.6048646491281,14.6763303054064,4.38285000278782,4.46468681838997,5.72117524945352,5.93687789812323,189,2001,14.73482091,1.266686399,NA,-9999,5.687283003,1.000130734,2001-07-06
"80",560,12.1601384815365,12.2244707104795,4.5524621617898,4.63663798743133,5.01019262734834,5.18752556231545,196,2001,12.14842932,1.204829157,NA,-9999,4.689847015,1.000066944,2001-07-13
"81",567,13.8290857735268,13.9148998576065,4.64936217001658,4.73491473444409,5.35567379944798,5.57054396379318,203,2001,13.65069619,1.409026905,NA,-9999,4.90165179,1.003435078,2001-07-20
"82",574,13.3889525743127,13.4637338346764,4.71305523406493,4.80066028723049,5.77932233540702,6.04645287664058,210,2001,14.4514112,1.49297099,NA,-9999,5.274679583,1.00358524,2001-07-27
"83",581,13.0812150146174,13.1554225015942,4.72287277672604,4.80895558739356,5.48083447366409,5.70669529578115,217,2001,12.75326728,1.418818394,NA,-9999,4.393259576,1.000200615,2001-08-03
"84",588,10.8784096287652,10.9318608603332,4.67772186789469,4.76680518790289,4.72634606422665,4.88777046585129,224,2001,11.24770026,1.298411048,NA,-9999,4.027613479,1.000119162,2001-08-10
"85",595,11.1179970379775,11.1886949207124,4.55447918204364,4.64683082385641,5.25205315314052,5.51629344913874,231,2001,11.10357556,1.371395773,NA,-9999,4.041104409,1.006196268,2001-08-17
"86",602,8.74649255645281,8.89418508605758,4.38255509988989,4.47826216650164,4.73870894173167,5.03048338516617,238,2001,10.59015593,1.514643806,NA,-9999,4.673020298,1.046701946,2001-08-24
"87",609,8.47428619760352,8.57924861614808,4.12547554149805,4.22502874469151,4.22720930542992,4.37121794353333,245,2001,10.15699851,1.313695663,NA,-9999,3.329025205,1.000228703,2001-08-31
"88",616,5.60914299950197,5.65844118634487,3.80830117190599,3.90529170331861,3.38498345824299,3.50124177175275,252,2001,6.944013406,1.189099156,NA,-9999,2.816872714,1.000022625,2001-09-07
"89",623,3.99087044447413,4.0415180785026,3.40646177957984,3.49665987921325,2.95280597263019,3.06455589651314,259,2001,5.648294187,1.131708997,NA,-9999,2.856412833,1.000044319,2001-09-14
"90",630,5.32916802121102,5.39634119501852,2.9464901092423,3.02831995445993,3.26704261124775,3.38855502866826,266,2001,6.677971828,1.210981758,NA,-9999,2.953688717,1.000098374,2001-09-21
"91",637,3.97377830173351,4.02945600737524,2.48820279422253,2.55264720513176,3.09812832390381,3.24893619174097,273,2001,4.759475336,1.443236054,NA,-9999,2.570542898,1.000174461,2001-09-28
"92",644,3.19738405536245,3.25716382212625,2.02079220109883,2.07364768472482,3.08087933986702,3.26910284080017,280,2001,1.979104298,1.537223681,NA,-9999,1.222445313,1.000099949,2001-10-05
"93",651,3.46047629620524,3.54365821553346,1.5755024991096,1.62433353792341,3.13128050064017,3.3275550829256,287,2001,0.825513598,1.487709279,NA,-9999,0.808499257,1.000169952,2001-10-12
"94",658,2.16928281585646,2.24062474485735,1.19039717508613,1.23499329615091,2.70365951019974,2.87343999464266,294,2001,1.529059989,1.446310303,NA,-9999,2.181340918,1.000407764,2001-10-19
"95",665,1.02790445547603,1.08003974719257,0.86073174595476,0.9049278534028,2.38719148881485,2.55615673388701,301,2001,1.668710266,1.29159193,NA,-9999,2.997887025,1.000011313,2001-10-26
"96",672,0.860117281947754,0.919277930729939,0.593513962718951,0.635920779130697,2.23795135574888,2.39138026545008,308,2001,0.803147688,1.393317878,NA,-9999,2.725221967,1.000088637,2001-11-02
"97",679,0.453219183408981,0.494060768571014,0.399530805000986,0.43605414853022,1.84825002425664,1.98076169601771,315,2001,0.523869497,1.249646417,NA,-9999,2.905308327,1.000087407,2001-11-09
"98",686,0.286404222129952,0.319865681605876,0.262045632861109,0.292587638094919,1.81215246083825,1.94814836418705,322,2001,0.264918056,1.439909438,NA,-9999,2.174851716,1.000133938,2001-11-16
"99",693,0.11637914188658,0.132555455702043,0.170212769027683,0.19410744563086,1.78647217354261,1.92421821670862,329,2001,0.052960489,1.394829502,NA,-9999,1.44401634,1.001359835,2001-11-23
"100",700,0.0369409254110357,0.0430945019154895,0.110021562900847,0.128612539448359,1.84497354220706,1.9802154851648,336,2001,0.174671648,1.232156269,NA,-9999,1.999048485,1.000054057,2001-11-30
"101",707,0.0237798778602757,0.0283073980327053,0.0718848238572917,0.0857207777369198,1.69260374166539,1.82146504681929,343,2001,0.098320249,1.638034665,NA,-9999,1.572919622,1,2001-12-07
"102",714,0.0293348302228165,0.0355690939813862,0.0480184575830575,0.0580426337159857,1.46812686594291,1.62333787923621,350,2001,0.09385127,1.389463849,NA,-9999,1.341766222,1.000141459,2001-12-14
"103",721,0.0230398576136436,0.0281909736558106,0.0334177861857708,0.0409623562455991,1.50191273616059,1.64992962743147,357,2001,0.078478134,1.361858944,NA,-9999,1.152072967,1.003472984,2001-12-21
"104",728,0.0170659031350855,0.0213185560004445,0.024099910244435,0.0299482192233476,1.54022644896851,1.6816020332517,365,2001,0.149774445,1.456178169,NA,-9999,1.38294724,1.019768969,2001-12-28
"105",735,0.017754400614373,0.0223769351576909,0.017537796129798,0.0219660308529575,1.35201604998033,1.52145427427543,7,2002,NA,2.116306013,NA,-9999,NA,1.147121965,2002-01-04
"106",742,0.012777242756292,0.0162451340001428,0.0138119178138515,0.0175484861707074,1.48675328901868,1.63894938440103,14,2002,NA,2.116306013,NA,-9999,0.601816296,1.019833549,2002-01-11
"107",749,0.00588851459474856,0.0075902927065287,0.0113268419348061,0.0146560803298548,1.57077654829964,1.70984532325323,21,2002,NA,2.116306013,NA,-9999,0.69630535,1.000087549,2002-01-18
"108",756,0.00788480033360413,0.0103267276961924,0.00954909618909242,0.0125458556411818,1.91900326218109,2.04106199664424,28,2002,0.153700837,1.517606438,NA,-9999,1.439472676,1.000011313,2002-01-25
"109",763,0.0139238884585623,0.0184615611549723,0.00836721056987124,0.0111150323879842,2.0745823479918,2.2039887966839,35,2002,0.220853986,1.578572569,NA,-9999,1.775615581,1.000054057,2002-02-01
"110",770,0.00569506438777029,0.00763870498039119,0.00763603283503546,0.0102433653051351,1.88987653121698,2.01601065996305,42,2002,0.163814936,1.58629332,NA,-9999,1.561425522,1.000011313,2002-02-08
"111",777,0.0128962250286854,0.0174824363251259,0.00708333000368529,0.00950820876131656,1.71051690854615,1.83539517306055,49,2002,0.209872652,1.5436301,NA,-9999,1.508419468,1.000121641,2002-02-15
"112",784,0.00910570763690229,0.0122712154261252,0.00685665596343698,0.0092275371392129,1.63299765540359,1.76635047711363,56,2002,0.176760595,1.348482464,NA,-9999,1.059421961,1,2002-02-22
"113",791,0.0119489720260771,0.0159445067163202,0.00703136180414862,0.00936627253050352,1.75242394165077,1.88030946638344,63,2002,0.200157711,1.664836036,NA,-9999,1.260766306,1.000158641,2002-03-01
"114",798,0.0209143140281239,0.0272209581764142,0.00795639841815894,0.010382957339602,1.85838312893196,1.97742780076878,70,2002,0.249651456,1.575207953,NA,-9999,1.533565244,1.000109686,2002-03-08
"115",805,0.0250317045205576,0.0302428088405235,0.0108535819676852,0.0131201223115987,1.84826177793034,1.96960203492316,77,2002,0.34316643,1.402548194,NA,-9999,1.548886902,1.000454138,2002-03-15
"116",812,0.0321227675556419,0.0380494311798692,0.0182564508253292,0.0215707084076038,1.77238919609504,1.89458268975919,84,2002,0.351276863,1.602804206,NA,-9999,1.712149015,1.000313025,2002-03-22
"117",819,0.13953578361761,0.163067272803987,0.0366544585901037,0.0425277308838534,1.89242428595974,2.01138473668816,91,2002,0.911301343,1.593212532,NA,-9999,2.239078779,1.000483155,2002-03-29
"118",826,0.34731178816916,0.396775527269364,0.0808767001261644,0.0919011509851111,1.87530529015162,1.99353800752608,98,2002,1.181212617,1.65027874,NA,-9999,2.147004289,1.000245689,2002-04-05
"119",833,0.437456907672209,0.482101141054259,0.178584667768842,0.196754838225631,1.8720074552962,1.99472343889754,105,2002,0.925779809,1.427763974,NA,-9999,2.104124824,1.000098374,2002-04-12
"120",840,1.21761009549651,1.29015712253509,0.370597200947835,0.393322066162621,2.2124297000899,2.32488717323581,112,2002,1.798970096,1.530836482,NA,-9999,3.245849179,1.000379218,2002-04-19
"121",847,2.05294943290754,2.12022336932282,0.707524873452614,0.734226704596367,2.47391536824654,2.58920642988586,119,2002,1.889743772,1.62416027,NA,-9999,3.661630875,1.001672028,2002-04-26
"122",854,2.61006814623532,2.65969376110975,1.20050904988204,1.22878908835414,2.57361718483353,2.67739074725763,126,2002,2.936611724,1.285056761,NA,-9999,4.438986182,1.000076681,2002-05-03
"123",861,5.99015233382042,6.06138848892307,1.77076604233126,1.81035386389627,3.60940273780489,3.73565319787716,133,2002,6.800601405,1.422836585,NA,-9999,7.410191057,1.000323582,2002-05-10
"124",868,8.26797439502315,8.34388322818863,2.31040502300712,2.36635652927761,4.13303423332862,4.27385545992522,140,2002,9.230493394,1.252510883,NA,-9999,7.422497037,1.000158641,2002-05-17
"125",875,8.69198715115209,8.75737228457399,2.74384074569234,2.80357142548012,4.18778970318121,4.33077707557843,147,2002,9.572327273,1.487895349,NA,-9999,5.810818886,1.000260065,2002-05-24
"126",882,11.8305298704514,11.9069586144916,3.07038961104849,3.1320581439755,4.82738758469123,5.0096980755692,154,2002,11.76980544,1.582938859,NA,-9999,6.055976533,1.000439882,2002-05-31
"127",889,8.87230558664736,8.93145139723046,3.36311519812529,3.42392287907332,4.35027724434101,4.49968532180848,161,2002,10.55804703,1.187186221,NA,-9999,6.810082392,1.001469372,2002-06-07
"128",896,10.4744011378289,10.55470800126,3.60776534454199,3.67166147449974,4.75967406357803,4.93184162385193,168,2002,12.86571265,1.590780655,NA,-9999,4.628084689,1.00165448,2002-06-14
"129",903,11.5021363530479,11.5512726998438,3.82297330617252,3.88668411724633,5.17052156160067,5.37595431077563,175,2002,13.5863658,1.383537121,NA,-9999,5.308080765,1.019891106,2002-06-21
"130",910,13.772591483519,13.8364656897897,4.02156632221324,4.08713412593341,5.3530381328773,5.56623851343526,182,2002,13.92698506,1.172989602,NA,-9999,4.216905246,1.001469716,2002-06-28
"131",917,11.9898349662869,12.0440437385077,4.21783767980829,4.2853800520579,5.01588417775809,5.19115080900847,189,2002,13.04151704,1.14527294,NA,-9999,4.675408144,1.000066013,2002-07-05
"132",924,11.9117990159951,11.9594633198417,4.35848775418782,4.43167151469967,5.14150401973858,5.34490785519588,196,2002,13.40923427,1.454406511,6.43,1.3,5.442975149,1.000351946,2002-07-12
"133",931,9.3799727708737,9.42235335735088,4.44950926235551,4.52769479258584,4.38197359414723,4.52752855991678,203,2002,9.017389248,1.28205658,NA,-9999,3.73588777,1.001474006,2002-07-19
"134",938,11.8803903813172,11.939686057481,4.46502604451973,4.5443961704333,5.11048835208681,5.30152149443389,210,2002,11.76457734,1.426468356,3.14,2.37,4.548152458,1.000279599,2002-07-26
"135",945,12.0035010961407,12.0539336556234,4.46112065461317,4.5444327847182,5.3402258088207,5.56049824922104,217,2002,13.05059777,1.339861036,5.7,1.45,4.623361934,1.006269537,2002-08-02
"136",952,8.75526709154235,8.79952861579633,4.41332589469631,4.49648907949024,4.36950399875215,4.52365355358351,224,2002,13.11984194,1.433960598,0.6,0.25,3.394246805,1.001884612,2002-08-09
"137",959,11.9536012726589,12.0053622972988,4.28103598212848,4.37214583074187,5.33087311304637,5.54565181110037,231,2002,12.69383936,1.486018082,5,1.01,5.101262841,1.001716705,2002-08-16
"138",966,11.2504590253525,11.3084818023076,4.1383896111233,4.23417651080507,5.16229457601488,5.37243379269087,238,2002,13.61589842,1.456162858,5.43,1.1,6.470199794,1.001665219,2002-08-23
"139",973,10.4170367356404,10.48958557624,3.93198531828174,4.02702911850866,4.90922456183774,5.1099528923223,245,2002,12.63322774,1.692249025,3.7,1.93,4.977532602,1.00054601,2002-08-30
"140",980,10.4088731491036,10.4906045953901,3.65714081876679,3.74852131401637,4.82433680370421,5.00539220180168,252,2002,12.23541412,1.484184926,3.11,2.21,3.646347289,1.006295256,2002-09-06
"141",987,7.32259806360608,7.39844796968588,3.32675704151581,3.41096061120839,3.89752668930275,4.02801123599195,259,2002,8.821919874,1.490579591,4.73,0.97,2.96972911,1.000380503,2002-09-13
"142",994,4.40691939012874,4.46606378271452,2.91651078001386,2.99728519504086,3.13549082190982,3.26164150484022,266,2002,6.772053602,1.299519813,4.5,1.08,2.940151528,1.000114326,2002-09-20
"143",1001,5.14327379637309,5.20393818617173,2.45370148191855,2.51574576192767,3.17648517884669,3.29547121304812,273,2002,6.00897455,1.404357349,4.46,0.92,2.710088195,1.000269481,2002-09-27
