"","date","year","day","doy","mod_gpp_sim","mod_gpp_unc95_sim","mod_lai_sim","mod_lai_unc95_sim","mod_nee_sim","obs_gpp","obs_gpp_unc","obs_lai","obs_lai_unc","obs_nee","obs_nee_unc"
"149",2017-11-08,2017,1043,315,0.225209308716356,0.246587659800913,0.466570148213859,0.510411727779573,-1.99403955224786,0.478949861,1.43304632,0.89,0.25,1.461126359,0.58565463
"150",2017-11-15,2017,1050,322,0.230903842687329,0.25810141776179,0.302234837229901,0.3390897640021,-1.87214826250792,0.674634143,1.341930448,0.3,0.25,1.007345388,0.59634885
"151",2017-11-22,2017,1057,329,0.110268728784445,0.125624999771021,0.195434156900345,0.223008701590212,-2.1267477528517,0.418513936,1.404930523,NA,-9999,0.699492405,0.58
"152",2017-11-29,2017,1064,336,0.061541027065892,0.0740595632308597,0.12591575380549,0.146948440653698,-1.87765941506024,NA,2.116306013,NA,-9999,0.676223554,0.58
"153",2017-12-06,2017,1071,343,0.056229677953605,0.0676155417863018,0.0826829356801138,0.0988649133756454,-1.90323099230084,0.245329477,1.433533961,NA,-9999,0.115234212,0.59634885
"154",2017-12-13,2017,1078,350,0.0331715153469681,0.0401905570494115,0.055560915933416,0.0673213848055412,-1.94816315720593,NA,2.116306013,NA,-9999,0.0079732,0.58565463
"155",2017-12-20,2017,1085,357,0.0197402722070829,0.0242623801392065,0.0386338708363428,0.0474746814037622,-2.01175523514164,0.198508595,1.408395326,NA,-9999,0.033889613,0.58
"156",2017-12-27,2017,1092,365,0.0129665198134027,0.0162266731348238,0.0277227564806957,0.0346114431615538,-2.08360724353565,0.663581145,1.530788031,NA,-9999,-0.32488834,0.58
"157",2018-01-03,2018,1099,7,0.00797967374755898,0.0100303138115662,0.0200650867019223,0.025235567007637,-2.11871573764904,1.668311287,1.173212514,NA,-9999,-0.715330188,0.628982257
"158",2018-01-10,2018,1106,14,0.00998859922178153,0.0126882078553695,0.015702654318515,0.0199377954050951,-1.95489950216643,NA,2.116306013,NA,-9999,NA,0.911057024
"159",2018-01-17,2018,1113,21,0.0101195690138335,0.0130453801814496,0.0128102210482824,0.0165632477591911,-1.90399858102282,NA,2.116306013,NA,-9999,NA,0.911057024
"160",2018-01-24,2018,1120,28,0.0077601480487517,0.010140913274694,0.0108656363688715,0.0142291401546003,-2.13140600730328,NA,2.116306013,NA,-9999,NA,0.911057024
"161",2018-01-31,2018,1127,35,0.00887426233377051,0.0118069089488869,0.00950036724280719,0.0126385310239539,-1.97098047003255,NA,2.116306013,NA,-9999,0.933354552,0.715033242
"162",2018-02-07,2018,1134,42,0.00878203323207592,0.0117367548558992,0.0085808247122335,0.0114509640420851,-1.70521027246278,NA,2.116306013,0.21,0.25,0.959183062,0.703569058
"163",2018-02-14,2018,1141,49,0.0135832302855279,0.0183891303466856,0.00799594813369123,0.0107486025930468,-1.84478960349608,0.354697243,1.551265919,0.43,0.25,1.174339545,0.601849895
"164",2018-02-21,2018,1148,56,0.0141841802408577,0.019303561102018,0.00774492851120302,0.0104064370929604,-1.63912880532766,NA,2.116306013,0.83,0.25,1.306434328,0.631976765
"165",2018-02-28,2018,1155,63,0.0127984615974265,0.0170850989832326,0.00798506140732074,0.0106220431458534,-1.45508533106734,NA,2.116306013,0.6,0.25,0.814552519,0.631847139
"166",2018-03-07,2018,1162,70,0.0228985479438749,0.029917231245014,0.00905251696352969,0.0117961795487448,-2.16119560128048,NA,2.116306013,0.63,0.25,1.0096633,0.627471602
"167",2018-03-14,2018,1169,77,0.0249890346593372,0.0300673914387757,0.0124120587373864,0.0149134433083286,-1.86549509161216,0.50152409,1.434183233,0.56,0.25,1.145088436,0.601849895
"168",2018-03-21,2018,1176,84,0.064992293246143,0.0780429322848118,0.020940343759535,0.0247620630259999,-1.82317391703756,0.276111822,1.51910041,NA,-9999,1.542796228,0.663610906
"169",2018-03-28,2018,1183,91,0.0995536594013982,0.117310852795698,0.0426632805136446,0.0496295206252276,-2.01985255644455,0.496529147,1.404940385,0.41,0.26,1.45110686,0.611954787
"170",2018-04-04,2018,1190,98,0.419141942859201,0.480225643582705,0.093290804812864,0.10626818207734,-2.10059267543208,0.795770167,1.51910041,0.64,0.25,2.145839068,0.637170289
"171",2018-04-11,2018,1197,105,0.824447989920376,0.89972895733708,0.207031254800622,0.2281495575593,-2.02908042754471,NA,2.116306013,1.04,0.25,2.987880033,0.67177564
"172",2018-04-18,2018,1204,112,1.67500695567686,1.76882631254575,0.433694819944432,0.459721560385774,-1.67135391009551,NA,2.116306013,1.2,0.25,1.998208584,0.766503734
"173",2018-04-25,2018,1211,119,3.18196097463504,3.28912380624821,0.828220329017952,0.85955017535246,-0.126374622442346,6.318071331,1.204375413,1.74,0.36,-0.301862573,0.59680318
"174",2018-05-02,2018,1218,126,5.63206887344745,5.73412271679581,1.41190188336318,1.44475678568974,1.91329643347151,7.079498459,1.361206314,4.61,0.94,-2.193820241,0.59634885
"175",2018-05-09,2018,1225,133,7.78478083947688,7.88536466856165,2.11326139045617,2.15789752295201,3.23573970322983,9.880221045,1.5611025,5.13,1.04,-3.840214156,0.632998576
"176",2018-05-16,2018,1232,140,10.1587796339882,10.2474328700354,2.77596123562262,2.83456926315488,5.3092015079604,10.00254459,1.440603786,5.4,1.09,-4.776364213,0.59634885
"177",2018-05-23,2018,1239,147,10.9295772370711,11.0108113733528,3.30949132624365,3.37222758297171,5.618294415134,12.2087576,1.439506478,NA,-9999,-4.970549884,0.68785308
"178",2018-05-30,2018,1246,154,12.1015803005124,12.1773984996898,3.71517103133352,3.77870600866727,6.30638641950611,12.25351418,1.641947261,5.76,1.52,-5.360537087,0.652790359
"179",2018-06-06,2018,1253,161,13.1461053058799,13.2435270751549,4.04971132020023,4.11103952844827,7.10901766836751,11.78869419,1.496554683,5.2,2.11,-6.40737513,0.726395796
"180",2018-06-13,2018,1260,168,12.8272065509511,12.9001310143375,4.35333305447996,4.41801449359938,7.19192912212309,11.02777346,1.457391542,4.67,0.94,-7.162899178,0.732378078
"181",2018-06-20,2018,1267,175,13.3158093193714,13.3809028522325,4.62860334032997,4.6989207552903,7.66963613903664,10.44290065,1.544252913,4.45,0.91,-6.817329904,0.678486389
"182",2018-06-27,2018,1274,182,16.076501234088,16.1679891351063,4.86936235624403,4.94347414361095,9.66439031851483,9.764354646,1.350805073,NA,-9999,-5.896583003,0.718851213
"183",2018-07-04,2018,1281,189,14.9863436620909,15.0761083809844,5.10017712904566,5.17784480741968,8.61616171210518,9.832067385,1.442888257,3.27,1.84,-6.026146328,0.7694796
"184",2018-07-11,2018,1288,196,14.4940147310414,14.5841786023611,5.27340078716238,5.36253176750918,8.38193828242725,9.915027611,1.515888662,4.82,0.98,-5.814131609,0.759723115
"185",2018-07-18,2018,1295,203,11.2719738521922,11.4576225696268,5.38354354958102,5.47669986807688,5.5857763140041,NA,2.116306013,2.15,1.32,-2.214758212,0.760568164
"186",2018-07-25,2018,1302,210,7.51134642272761,7.67171794328459,5.40016510287946,5.49022841386847,2.29997130403793,NA,2.116306013,4.84,1.34,-3.376346112,0.722110254
"187",2018-08-01,2018,1309,217,4.32006883024466,4.47648344448256,5.31494808308323,5.40311810374862,-0.275403179921996,3.914739166,1.293684742,4.87,2.27,-1.43499779,0.726630653
"188",2018-08-08,2018,1316,224,4.58241102238429,4.7529760030908,5.14439218116151,5.23789603422971,0.202591413771165,3.31627307,1.443624858,5.97,1.32,-0.791496753,0.676762742
"189",2018-08-15,2018,1323,231,5.05534279724177,5.23177955178545,4.92049269935558,5.02142102623656,0.715569475278619,NA,2.116306013,5.38,1.1,-0.759942514,0.659833573
"190",2018-08-22,2018,1330,238,5.51686577170721,5.69890687925956,4.65226973177353,4.75940898956902,1.26797028735777,3.979128221,1.437355424,6.75,1.35,-1.694081197,0.783772641
"191",2018-08-29,2018,1337,245,6.15014069107921,6.33753407412874,4.3331010674522,4.44515362133384,1.9772288796291,3.36850473,1.380652227,5.38,1.63,-2.39483367,0.691909888
"192",2018-09-05,2018,1344,252,5.61532960624467,5.79452551280215,3.96861227178028,4.07536880745525,1.39901103881787,3.956729582,1.306243729,5.09,1.03,-2.738902222,0.689632739
"193",2018-09-12,2018,1351,259,6.11103952786239,6.31790997894776,3.54472112003954,3.64688497483182,1.81965254565014,2.994576034,1.407991048,4.95,1.03,-1.043495278,0.652540636
"194",2018-09-19,2018,1358,266,4.44693564514086,4.54677757932696,3.08917735320995,3.1787638139578,0.423821883454976,1.811150506,1.408395326,5.06,1.02,0.334160852,0.640259548
"195",2018-09-26,2018,1365,273,6.65091450982537,6.74849278966864,2.5934909222181,2.67015740159149,2.70376690948734,3.333971474,1.514643806,4.74,0.97,-0.935105529,0.617620633
"196",2018-10-03,2018,1372,280,3.80972928691762,3.88076130877288,2.13753506151343,2.19422851997146,0.426860902465782,3.934376804,1.506531778,4.36,0.89,-0.750270242,0.634789137
"197",2018-10-10,2018,1379,287,4.59158467826845,4.70367689622363,1.67142053437838,1.72409117336575,0.634644815260414,3.259268629,1.246905131,4.37,0.89,-1.037620268,0.72392368
"198",2018-10-17,2018,1386,294,2.66130456003402,2.74746972219418,1.2758328947506,1.32427438407215,-0.692022508961639,2.66712751,1.436557254,4.27,0.87,0.477505886,0.762809329
"199",2018-10-24,2018,1393,301,0.679864584096353,0.710655164163074,0.924968991636427,0.973050094064568,-1.77170687699983,1.760440377,1.270612027,2,0.63,0.77087229,0.58565463
"200",2018-10-31,2018,1400,308,0.737088292178068,0.786109047324874,0.632225185761439,0.676272645492933,-1.67135923388929,NA,2.116306013,0.67,0.25,1.018599838,0.591255182
"201",2018-11-07,2018,1407,315,0.633961595320515,0.687695957964573,0.423779408754158,0.461619039004287,-2.02630845900415,0.891620136,1.514432998,1.53,0.32,1.240482231,0.58565463
"202",2018-11-14,2018,1414,322,0.334463387199376,0.372353376877212,0.279308712514979,0.31144087046806,-1.88843216457104,0.677087025,1.514643806,0.71,0.25,0.399016238,0.677946447
"203",2018-11-21,2018,1421,329,0.0930572721706385,0.106226567902611,0.182197168934345,0.207377849368246,-1.84195646209733,1.190265512,1.372708692,0.51,0.25,-0.021076242,0.629673714
"204",2018-11-28,2018,1428,336,0.0708156924170568,0.0820388009425379,0.117501334417006,0.136171885358116,-1.97172611624331,0.181132016,1.514432998,NA,-9999,0.524345716,0.599433348
"205",2018-12-05,2018,1435,343,0.0453325090280937,0.0536396586576959,0.0771988994084808,0.0913744165338536,-2.18866343478474,1.66906884,1.39442129,NA,-9999,1.03750253,0.676263093
"206",2018-12-12,2018,1442,350,0.0211412532026633,0.0254737129981019,0.0517679068308028,0.0624972059493187,-1.83156359950349,0.847722546,1.500864802,NA,-9999,-0.298364771,0.58
"207",2018-12-19,2018,1449,357,0.0134470754856352,0.0163886179526661,0.0359367801469088,0.0438208629977652,-2.08635670236527,NA,2.116306013,NA,-9999,0.42742051,0.634257297
"208",2018-12-26,2018,1456,365,0.0165205756939344,0.020497969177656,0.025731557917333,0.0319249984701316,-1.97830011267206,0.348175091,2.184082097,NA,-9999,0.138226911,0.735385028
"209",2019-01-02,2019,1463,7,0.0120229440938838,0.0150977758933375,0.0186727785226693,0.0234375439051474,-1.97170345967198,NA,2.116306013,NA,-9999,NA,0.911057024
"210",2019-01-09,2019,1470,14,0.00696227225228101,0.00882678328240145,0.0146583822445886,0.0185539363969108,-1.93656710790232,NA,2.116306013,NA,-9999,NA,0.911057024
"211",2019-01-16,2019,1477,21,0.0168964606355377,0.0217253588626373,0.0119257145328092,0.0154066240921195,-1.80560334722966,NA,2.116306013,NA,-9999,NA,0.911057024
"212",2019-01-23,2019,1484,28,0.00967197638198762,0.0126018526029913,0.0101883843538962,0.013345475119069,-1.6982414755161,NA,2.116306013,NA,-9999,NA,0.911057024
"213",2019-01-30,2019,1491,35,0.0122380740618023,0.0161780187401735,0.00895785962990329,0.0118333004019247,-1.82226390903606,NA,2.116306013,NA,-9999,2.259316704,0.674107082
"214",2019-02-06,2019,1498,42,0.00893704319317464,0.0119071779173055,0.00812857810364491,0.0108522624735437,-1.99013319612493,NA,2.116306013,0.4,0.25,1.1987752,0.639287676
"215",2019-02-13,2019,1505,49,0.0181094117886157,0.0244879494314327,0.00756029837754366,0.0101387715244537,-2.27632262565228,0.859468502,1.331351529,0.13,0.25,2.562339442,0.601849895
"216",2019-02-20,2019,1512,56,0.0159155606441515,0.0212774903783922,0.00735151064588654,0.00986861845425699,-2.15096009149634,NA,2.116306013,0.64,0.25,2.570005827,0.741808844
"217",2019-02-27,2019,1519,63,0.0158928777133419,0.0212611512598249,0.00746090728258398,0.009987238616807,-2.33017572364882,NA,2.116306013,0.7,0.25,NA,0.911057024
"218",2019-03-06,2019,1526,70,0.014044067108056,0.0183120128925134,0.00826569676823978,0.010779526877751,-2.14168940081034,NA,2.116306013,0.64,0.25,NA,0.911057024
"219",2019-03-13,2019,1533,77,0.0167862438426098,0.0208858529445859,0.0105770444472792,0.0131736452734213,-2.11232314759196,NA,2.116306013,NA,-9999,NA,0.911057024
"220",2019-03-20,2019,1540,84,0.0607574294326626,0.0714239346002888,0.0168020622283396,0.0198752650051181,-2.21692085966995,2.010428955,1.284148656,0.7,0.25,1.454725028,0.640467219
"221",2019-03-27,2019,1547,91,0.113410519691668,0.130459452070324,0.0327543479884007,0.037850692048484,-2.18975030133093,0.697047563,1.494488912,0.73,0.25,1.786949958,0.693209971
"222",2019-04-03,2019,1554,98,0.235574035603747,0.267768857798734,0.0703296394331045,0.0793847170938008,-2.19635008356746,1.187149059,1.552413997,0.92,0.25,1.969254182,0.704823646
"223",2019-04-10,2019,1561,105,0.475830279442821,0.520963107340172,0.152660381914318,0.166756471859764,-1.627334775224,1.850829624,1.412780816,1.1,0.25,0.970236325,0.624212875
"224",2019-04-17,2019,1568,112,1.47591274749877,1.55470285725998,0.316063184521025,0.33629950069872,-1.43229980217365,2.221332303,1.293036202,1.22,0.27,1.616280122,0.611954787
"225",2019-04-24,2019,1575,119,2.53808452281986,2.62638637326247,0.607206946591264,0.632656743077266,-0.53209149987615,3.599681334,1.543164889,1.53,0.32,1.004699748,0.58565463
"226",2019-05-01,2019,1582,126,4.15283035433037,4.24301353827215,1.03850709443372,1.06817588851344,1.00618613157859,5.094238211,1.539954905,2.21,0.68,-0.575274723,0.659175264
"227",2019-05-08,2019,1589,133,5.50648114791938,5.61923682472282,1.55070433916388,1.59753606260281,2.0103686819165,5.351489398,1.366518607,3.71,1.33,-0.646855816,0.602300076
"228",2019-05-15,2019,1596,140,7.27507541008683,7.39178218184122,2.03676839334744,2.10066928808859,3.23162358406399,6.553235763,1.51910041,4.8,0.98,-0.737737969,0.714297794
"229",2019-05-22,2019,1603,147,8.92171531903263,9.03630928837405,2.42443980016406,2.49104080337484,4.27340409337128,8.500207708,1.571351003,4.84,1.01,-2.91648656,0.642613852
"230",2019-05-29,2019,1610,154,10.1968296310803,10.287237624718,2.73123703158298,2.80110012552333,5.04895050329023,9.81450133,1.423122922,3.23,0.71,-4.511768887,0.637170289
"231",2019-06-05,2019,1617,161,11.064600393298,11.1548108253665,3.00056092487122,3.0734193879164,5.65911543676531,11.88043054,1.367862033,5.26,1.32,-5.744305365,0.716824336
"232",2019-06-12,2019,1624,168,11.4560014616321,11.5392481957545,3.25646283602556,3.33278104830527,5.97939826457896,15.58769679,1.51910041,6.1,1.43,-6.535452289,0.745869476
"233",2019-06-19,2019,1631,175,13.162437084534,13.2534094809408,3.4991159124784,3.57353910398574,7.10028307669216,11.42658864,1.430082017,6.48,1.35,-6.730617618,0.797956029
"234",2019-06-26,2019,1638,182,12.5552788443293,12.6418759422021,3.73466876378198,3.81211290202619,6.45123352786322,11.3985679,1.493213433,4.92,1,-5.67324308,0.687298626
"235",2019-07-03,2019,1645,189,13.7997164121112,13.8830873800276,3.93645706759826,4.01394568033597,7.96189731335519,13.91713892,1.438889066,6.29,1.32,-8.187064748,0.687465741
"236",2019-07-10,2019,1652,196,10.0850780683997,10.1448850542799,4.10604504483879,4.18546855467381,5.17336234287642,10.05299668,1.340824981,4.47,1.8,-5.557847608,0.67581336
"237",2019-07-17,2019,1659,203,12.2171636739454,12.2895569730109,4.18449313175726,4.26559228713855,6.53148156276473,8.803884883,1.347511709,NA,-9999,-4.894222137,0.745497095
"238",2019-07-24,2019,1666,210,12.0089394631265,12.0816462425099,4.24039404965824,4.3260461927738,5.83129959794397,10.13878754,1.391433331,5.74,2.21,-5.286199822,0.718965551
"239",2019-07-31,2019,1673,217,12.2428438444242,12.30751502341,4.24839543102981,4.34094840018322,6.40526235047276,11.98504456,1.428404349,6.8,1.36,-6.281847322,0.627903414
"240",2019-08-07,2019,1680,224,12.0118025810404,12.0765458729776,4.21513606240544,4.30915272257559,6.27260684410393,10.89991138,1.560949615,5.46,1.13,-5.579356324,0.654384702
"241",2019-08-14,2019,1687,231,11.4529449077192,11.5508224401157,4.12934984564023,4.22175744222649,6.01087821333595,9.562689987,1.342329937,4.9,1.07,-5.17191153,0.626609497
"242",2019-08-21,2019,1694,238,11.6362862103901,11.7036899398473,3.99151732371418,4.08760295030508,5.85863291754541,NA,2.116306013,4.41,1.45,-5.628332685,0.7320218
"243",2019-08-28,2019,1701,245,9.78525372297915,9.83736821501815,3.79903745838811,3.89706869964164,4.26752639435687,7.884625609,1.402099529,5.47,1.17,-5.38450808,0.708948627
"244",2019-09-04,2019,1708,252,9.19208141193269,9.28993234989275,3.5305831285911,3.63063278651726,4.43101805602693,7.286969701,1.496347485,4.82,1.07,-3.683983027,0.622933858
"245",2019-09-11,2019,1715,259,8.47114616716908,8.52357226059817,3.20307879578837,3.29783318079147,3.78400232432263,5.756523242,1.408480813,2.73,0.57,-3.499992814,0.645074273
"246",2019-09-18,2019,1722,266,7.12707907645589,7.17832808647866,2.82707226512487,2.91178584607333,2.90330822732119,5.826579192,1.437355424,4.62,1.04,-2.855827561,0.690151921
"247",2019-09-25,2019,1729,273,3.8322840073874,3.87761043763922,2.41093532573111,2.47618796897482,0.240480234397618,5.158740801,1.532294705,4.5,0.91,-0.905846196,0.601849895
"248",2019-10-02,2019,1736,280,2.75933863192997,2.80915132507905,1.95701915072732,2.01311259977698,-0.217294305197802,3.646413882,1.602819786,3.91,0.96,-0.665336352,0.601849895
"249",2019-10-09,2019,1743,287,2.69698543529308,2.75757454764654,1.52232803914826,1.56867773388225,-0.62832752517751,2.789572984,1.398343576,1.22,0.25,0.474216346,0.58565463
"250",2019-10-16,2019,1750,294,1.85862579022607,1.92057498617848,1.14080326176471,1.18579439006052,-1.31512021176516,2.195032379,1.314467516,1.27,0.27,1.505425652,0.58565463
"251",2019-10-23,2019,1757,301,1.28429342452952,1.347031729809,0.821375407402634,0.867947873654665,-1.54144199610464,1.12825041,1.456178169,1,0.37,2.42001519,0.58565463
"252",2019-10-30,2019,1764,308,0.768548223686746,0.823471718103128,0.571020126523112,0.612900319249405,-1.6506891793897,0.740830707,1.514057034,0.94,0.25,3.025966034,0.657248204
"253",2019-11-06,2019,1771,315,0.406262036768555,0.445110598363328,0.383338450426584,0.421547456525672,-1.87094081882477,0.496408176,1.523635085,NA,-9999,2.135532507,0.58565463
"254",2019-11-13,2019,1778,322,0.235688177579391,0.263792497058373,0.251373371044112,0.282131902682929,-1.88208175815026,0.447304299,1.512009082,0.6,0.25,1.724966234,0.58
"255",2019-11-20,2019,1785,329,0.125665764385731,0.14341654574728,0.162983289908153,0.186606545469707,-1.94494227136045,0.357621906,1.491954277,0.5,0.25,2.2103356,0.58
"256",2019-11-27,2019,1792,336,0.0886824840547456,0.104167027051359,0.10550733579526,0.123982168396036,-2.05300390108112,1.001112811,1.405157759,NA,-9999,1.975374627,0.58565463
"257",2019-12-04,2019,1799,343,0.0533796583579164,0.0638437449754785,0.0694628390800526,0.0830471134077229,-2.04126333057244,0.743996805,1.437577534,NA,-9999,1.842258628,0.58
"258",2019-12-11,2019,1806,350,0.0255576192168745,0.0310538453772342,0.0468037086754896,0.0569534999203433,-2.03267817343494,NA,2.116306013,NA,-9999,1.166309824,0.58565463
"259",2019-12-18,2019,1813,357,0.0262395699372508,0.0324748078909524,0.0324805810242091,0.0401166300221986,-2.29920806665382,0.375981153,1.444194966,NA,-9999,1.208233477,0.58565463
"260",2019-12-25,2019,1820,365,0.0199696436208432,0.0248403328667107,0.0235187240848496,0.0292069020861772,-1.97992614013641,0.654605739,2.184082097,NA,-9999,2.242646243,0.58565463
"261",2020-01-01,2020,1827,7,0.0135149453701688,0.0169566932718545,0.0171236769710903,0.0214408205661722,-1.99295843377457,0.854077767,1.51910041,NA,-9999,1.792550711,0.58
"262",2020-01-08,2020,1834,14,0.00894741291296023,0.0114216329340417,0.013456355084777,0.0171745882610432,-2.12552040779609,NA,2.116306013,NA,-9999,1.109863024,0.58
"263",2020-01-15,2020,1841,21,0.0149577059037806,0.0192593345884345,0.0109714886008335,0.0141593209348608,-2.12762786354596,0.552057601,1.279970402,NA,-9999,1.638252164,0.59634885
"264",2020-01-22,2020,1848,28,0.00759373781123189,0.00997314204856542,0.0093749339758039,0.0123434319564825,-1.90426004975708,0.640580111,1.340285865,NA,-9999,1.465724246,0.58
"265",2020-01-29,2020,1855,35,0.00679824990718195,0.00905092466392584,0.00820730619571004,0.0109233058552848,-2.1846978719206,0.38534159,1.409960469,NA,-9999,0.972649421,0.58
"266",2020-02-05,2020,1862,42,0.0109729053464847,0.014869866638412,0.00740635601685273,0.0100068822576671,-2.04316534987542,0.322843273,1.348601221,0.5,0.25,0.946383616,0.59634885
"267",2020-02-12,2020,1869,49,0.00971748365328394,0.0131707159181254,0.00694076114035926,0.00935818933864781,-2.17557799706068,NA,2.116306013,0.51,0.25,0.910371383,0.58
"268",2020-02-19,2020,1876,56,0.00936633694607298,0.012607558676102,0.00672587905818991,0.00904848390781105,-2.11599717998426,NA,2.116306013,NA,-9999,0.701772774,0.58
"269",2020-02-26,2020,1883,63,0.0128747487836207,0.0171025311333149,0.00691890882394207,0.00921314306105232,-2.01217593354675,0.352663921,1.405788587,0.73,0.25,0.787622682,0.58
"270",2020-03-04,2020,1890,70,0.0124675699753479,0.0160930238458863,0.00792084504775262,0.010250687008629,-2.08310079633847,0.371504286,1.430968568,0.7,0.25,0.937009987,0.58
"271",2020-03-11,2020,1897,77,0.0307860010294603,0.037191719461871,0.0108293244202557,0.0131331462488317,-2.2801465865584,NA,2.116306013,0.43,0.25,1.209845365,0.606545395
"272",2020-03-18,2020,1904,84,0.0621744647764388,0.0740887785988332,0.0186448828693636,0.0221358998765958,-2.01835462522754,0.420699233,1.408622003,0.53,0.25,1.392965015,0.622933858
"273",2020-03-25,2020,1911,91,0.141768562024804,0.1668396433154,0.0383221046754957,0.0446931463798305,-1.89693104958768,NA,2.116306013,0.7,0.25,1.132923286,0.649805097
"274",2020-04-01,2020,1918,98,0.381285400313802,0.435224188142057,0.0847357511913492,0.0962966238108585,-2.0337394425877,0.59839238,1.39640985,0.89,0.25,1.230927054,0.720122443
"275",2020-04-08,2020,1925,105,0.872208703187774,0.95215550838276,0.187224215641194,0.206615524838639,-1.83737582913035,1.296882391,1.512009082,0.93,0.25,1.54284308,0.700785449
"276",2020-04-15,2020,1932,112,1.92725685239645,2.0432858736737,0.393558419583353,0.417921191730857,-0.975777324518819,2.153512257,1.51910041,1.1,0.25,1.462024758,0.677663405
"277",2020-04-22,2020,1939,119,3.19326436823454,3.30663170895834,0.754688606175634,0.785524693011245,-0.113478407498834,3.683376572,1.41474357,1.33,0.27,0.598587217,0.591255182
"278",2020-04-29,2020,1946,126,4.52509760252173,4.60810793641441,1.28745150209547,1.32255965387793,1.17704827907469,4.118315048,1.42601719,4.63,0.95,-0.298118606,0.612261302
"279",2020-05-06,2020,1953,133,7.13724363750319,7.22546312995846,1.91812437152136,1.96654093852709,3.04044788860957,4.884288561,1.458976368,4.79,1.04,-1.268522392,0.680661276
"280",2020-05-13,2020,1960,140,9.76175658012431,9.85083668375927,2.51876931104388,2.57871979732874,5.14024839029142,6.793544304,1.608018472,6.2,1.24,-2.695372415,0.686926703
"281",2020-05-20,2020,1967,147,9.72311200760576,9.80291320133825,3.00884541111841,3.0719320804299,4.93846759325547,6.565527431,1.38755252,4.98,1.09,-2.774493623,0.651257843
"282",2020-05-27,2020,1974,154,13.2405920551759,13.3318074277044,3.3781893017178,3.44450162980958,7.64400122345966,8.615543278,1.40076571,2.52,1.52,-4.224970619,0.665637842
"283",2020-06-03,2020,1981,161,10.605323618542,10.6651152274416,3.70867439276946,3.77091509834682,5.62136056063862,6.771772671,1.403587261,4.3,0.87,-3.081666721,0.668434856
"284",2020-06-10,2020,1988,168,11.1423959532998,11.204029792039,3.99317897041514,4.06057565664182,5.81107875769119,NA,2.116306013,3.8,0.76,-4.046241666,0.704496593
"285",2020-06-17,2020,1995,175,13.9327842126511,14.0039928615763,4.23252163346534,4.30709942250359,7.93160915708859,NA,2.116306013,5.3,1.06,-6.144990959,0.699525124
"286",2020-06-24,2020,2002,182,15.1480473972645,15.2327358970736,4.46848467386891,4.54527107546899,8.78914766569692,10.12205686,1.701293324,NA,-9999,-5.538743036,0.626609497
"287",2020-07-01,2020,2009,189,15.7619967503272,15.8437031102428,4.68991043944014,4.77504923797503,9.3656362854257,9.204672275,1.64526182,5.78,1.19,-5.058094735,0.58565463
"288",2020-07-08,2020,2016,196,14.0919425790726,14.1696157519588,4.87477278783198,4.96568909282266,8.15082160815083,10.13377924,1.515888662,3.6,1.42,-4.142994025,0.643242587
"289",2020-07-15,2020,2023,203,14.5727879180545,14.6545391684202,4.98938131413255,5.08436385617645,8.413334555931,8.814861492,1.325332147,NA,-9999,-6.43367687,0.673292048
"290",2020-07-22,2020,2030,210,14.3111410883438,14.3964606309862,5.05320977072648,5.15814450125416,8.05919454172996,6.672305635,1.423665675,4.98,1.1,-4.556544293,0.737275588
"291",2020-07-29,2020,2037,217,13.3461863082765,13.4144499109988,5.06193474474923,5.16957880694238,7.27797534399365,NA,2.116306013,5.57,1.3,-5.186362491,0.720899721
"292",2020-08-05,2020,2044,224,12.0043650966032,12.0666343019167,5.00925641679414,5.11071072281405,5.79778711459715,NA,2.116306013,5.63,1.29,NA,0.911057024
"293",2020-08-12,2020,2051,231,10.3672164475698,10.410634420581,4.88380287548272,4.98400885585035,4.82201663377255,8.674784578,1.502116007,5.54,1.12,-6.450776185,0.734477639
"294",2020-08-19,2020,2058,238,12.2605759435444,12.317732796976,4.67647109259189,4.7825859655856,6.36285327618805,6.314971052,1.16662741,5.98,1.28,-4.758087223,0.58
"295",2020-08-26,2020,2065,245,8.65736793018612,8.71167845406308,4.43834703318122,4.53919741410731,3.9140363737615,7.052435627,1.575647223,3.43,1.65,-3.011427195,0.58
"296",2020-09-02,2020,2072,252,10.4437585953151,10.5123316845265,4.09017846129143,4.19618196223665,5.30085208908229,NA,2.116306013,2.2,0.45,-3.46361649,0.697736639
"297",2020-09-09,2020,2079,259,10.2703929240379,10.3337190215655,3.71005182398406,3.80847198217745,4.78903354233735,4.874455701,1.404713114,5.33,1.08,-2.447909583,0.656298806
"298",2020-09-16,2020,2086,266,9.32504884457099,9.38593023916341,3.27869651465055,3.36231547187065,4.33617135389118,4.482690633,1.316144361,4.99,1.01,-2.020722971,0.772818706
"299",2020-09-23,2020,2093,273,5.71873499559928,5.78324010430248,2.80921544131674,2.88058305037236,1.8419347582112,NA,2.116306013,4.71,0.97,-1.384693166,0.694241212
"300",2020-09-30,2020,2100,280,4.13095003437361,4.19546154226982,2.29589863364098,2.35564140685663,0.578837291820699,3.350702156,1.416474952,4.32,0.88,-1.11295495,0.607301113
"301",2020-10-07,2020,2107,287,2.63147495353909,2.69292273103938,1.79587950279411,1.85034775819058,-0.404919041682629,2.539830743,1.508259607,NA,-9999,-0.818440839,0.58565463
