"","day","mod_gpp","mod_gpp_unc95","mod_gpp_unc50","doy","year","obs_gpp","obs_gpp_unc","date"
"186",1302,12.3233308121268,12.3870585173244,12.3233308121268,210,2003,11.17419128,1.492387263,2003-07-25
"187",1309,10.3763661260319,10.4540035630865,10.3763661260319,217,2003,11.92484338,1.51910041,2003-08-01
"188",1316,5.34381008146237,5.63169323839968,5.34381008146237,224,2003,4.415141906,1.478388609,2003-08-08
"189",1323,5.38431024283984,5.54897749724576,5.38431024283984,231,2003,5.460640154,1.53030479,2003-08-15
"190",1330,5.63914405180255,5.80939000933395,5.63914405180255,238,2003,5.325268254,1.380752053,2003-08-22
"191",1337,6.92294654172867,7.05620784313964,6.92294654172867,245,2003,5.792038107,1.369221924,2003-08-29
"192",1344,8.78388065806135,8.86232302805176,8.78388065806135,252,2003,7.467155757,1.60584614,2003-09-05
"193",1351,7.6039582388982,7.68730390591462,7.6039582388982,259,2003,7.408688886,1.291165846,2003-09-12
"194",1358,7.64744861325153,7.73929357063713,7.64744861325153,266,2003,6.185606196,1.312207127,2003-09-19
"195",1365,5.09421032929055,5.1599383764479,5.09421032929055,273,2003,6.067316787,1.247688025,2003-09-26
"196",1372,2.81199817508349,2.86294770405279,2.81199817508349,280,2003,4.460674976,1.217578807,2003-10-03
"197",1379,2.84900397078634,2.91630034883743,2.84900397078634,287,2003,3.759938343,1.260434844,2003-10-10
"198",1386,2.16960838963836,2.247923681526,2.16960838963836,294,2003,2.166605628,1.261576985,2003-10-17
"199",1393,1.07301901914546,1.12650211934258,1.07301901914546,301,2003,0.562556896,1.577876102,2003-10-24
"200",1400,0.540851138172344,0.577524505690349,0.540851138172344,308,2003,0.367419552,1.570916964,2003-10-31
"201",1407,0.486755178713631,0.531105808568816,0.486755178713631,315,2003,0.226288162,1.597510393,2003-11-07
"202",1414,0.23325143617832,0.260281190034133,0.23325143617832,322,2003,0.231876644,1.524228079,2003-11-14
"203",1421,0.131817672999126,0.150335835544584,0.131817672999126,329,2003,0.125285568,1.437429601,2003-11-21
"204",1428,0.0766784470779039,0.0894402034034874,0.0766784470779039,336,2003,0.244685131,1.330735972,2003-11-28
"205",1435,0.0633515792943931,0.0755812190638347,0.0633515792943931,343,2003,0.142895626,1.503275692,2003-12-05
"206",1442,0.0450192227557831,0.0545678742662253,0.0450192227557831,350,2003,0.190809784,1.531036616,2003-12-12
"207",1449,0.0354635864612134,0.0433981776969599,0.0354635864612134,357,2003,0.139260572,1.569334734,2003-12-19
"208",1456,0.022885555009875,0.0285735155733166,0.022885555009875,365,2003,0.173800528,1.440526413,2003-12-26
"209",1463,0.011802918591436,0.0148603970996834,0.011802918591436,7,2004,0.149262615,1.38199756,2004-01-02
"210",1470,0.00732364351708314,0.00928984661316692,0.00732364351708314,14,2004,0.116975746,1.45937727,2004-01-09
"211",1477,0.00833177519685337,0.0107467089072323,0.00833177519685337,21,2004,0.160276699,1.284905968,2004-01-16
"212",1484,0.0101682564741129,0.0132994480594754,0.0101682564741129,28,2004,0.147430588,1.413944538,2004-01-23
"213",1491,0.00633506239018312,0.00841144005100876,0.00633506239018312,35,2004,0.09452886,1.571521903,2004-01-30
"214",1498,0.00680043213120642,0.00909236837875272,0.00680043213120642,42,2004,0.158051325,1.578833497,2004-02-06
"215",1505,0.00898829636837193,0.0121510387958555,0.00898829636837193,49,2004,0.18762804,1.426379592,2004-02-13
"216",1512,0.0100576113998586,0.0135382683356155,0.0100576113998586,56,2004,0.177629751,1.443624858,2004-02-20
"217",1519,0.0126841079133274,0.0168957829567833,0.0126841079133274,63,2004,NA,2.116306013,2004-02-27
"218",1526,0.0159425141506168,0.0208055330886416,0.0159425141506168,70,2004,0.186755789,1.493686902,2004-03-05
"219",1533,0.0251206828769181,0.0304077748083924,0.0251206828769181,77,2004,0.335566134,1.440861641,2004-03-12
"220",1540,0.0422529947482314,0.0498375275997968,0.0422529947482314,84,2004,0.341906127,1.451708181,2004-03-19
"221",1547,0.113198400204403,0.131971684331668,0.113198400204403,91,2004,0.322802366,1.433337674,2004-03-26
"222",1554,0.209901296298202,0.239479595279285,0.209901296298202,98,2004,0.505627455,1.684955256,2004-04-02
"223",1561,0.51505561834837,0.563531497209725,0.51505561834837,105,2004,0.881140937,1.605923915,2004-04-09
"224",1568,1.38189050907827,1.46095440002892,1.38189050907827,112,2004,1.667886107,1.518869952,2004-04-16
"225",1575,2.82582392721739,2.9249360430454,2.82582392721739,119,2004,3.289895009,1.432934878,2004-04-23
"226",1582,4.41053148911427,4.49593245286188,4.41053148911427,126,2004,5.435976018,1.301133454,2004-04-30
"227",1589,4.39894731460225,4.47819686320777,4.39894731460225,133,2004,5.382791407,1.052602317,2004-05-07
"228",1596,7.96158696106819,8.04704026611652,7.96158696106819,140,2004,7.236353562,1.39522131,2004-05-14
"229",1603,8.46579344357407,8.55164221741664,8.46579344357407,147,2004,7.113774401,1.337025083,2004-05-21
"230",1610,10.3338341990362,10.4519020137837,10.3338341990362,154,2004,10.72804695,1.459126019,2004-05-28
"231",1617,10.9622423714556,11.0270243614971,10.9622423714556,161,2004,11.97808955,1.472066138,2004-06-04
"232",1624,11.7693459126946,11.8461147354485,11.7693459126946,168,2004,13.48794664,1.409320086,2004-06-11
"233",1631,11.8541005172398,11.9063451841208,11.8541005172398,175,2004,11.66817775,1.204829157,2004-06-18
"234",1638,13.6298404475903,13.7235272057771,13.6298404475903,182,2004,12.37350474,1.313870786,2004-06-25
"235",1645,13.2441141405942,13.3069017264806,13.2441141405942,189,2004,11.44215192,1.117110034,2004-07-02
"236",1652,8.80372770770762,8.84693032565336,8.80372770770762,196,2004,8.807122559,1.314450231,2004-07-09
"237",1659,12.5792453668987,12.6409679707748,12.5792453668987,203,2004,12.93116882,1.429845763,2004-07-16
"238",1666,12.2020093083626,12.2658418817264,12.2020093083626,210,2004,11.15549108,1.348474369,2004-07-23
"239",1673,13.2064485815649,13.2705167839088,13.2064485815649,217,2004,11.12063782,1.383537121,2004-07-30
"240",1680,12.925599837545,12.9927176604674,12.925599837545,224,2004,13.19032003,1.337843229,2004-08-06
"241",1687,10.7679054431619,10.8299526682684,10.7679054431619,231,2004,9.930192433,1.069430951,2004-08-13
"242",1694,9.79783707332486,9.85938110967516,9.79783707332486,238,2004,9.580355773,1.232156269,2004-08-20
"243",1701,7.81569902395198,7.87738019287382,7.81569902395198,245,2004,8.416311789,1.239563552,2004-08-27
"244",1708,11.2159960721508,11.2964299051749,11.2159960721508,252,2004,9.222024957,1.535560398,2004-09-03
"245",1715,8.44484775311356,8.53246070371375,8.44484775311356,259,2004,7.006775531,1.37902561,2004-09-10
"246",1722,6.48847972046654,6.56519570291129,6.48847972046654,266,2004,6.614497328,1.117110034,2004-09-17
"247",1729,2.4354839371995,2.47778806733032,2.4354839371995,273,2004,3.485899239,1.114947873,2004-09-24
"248",1736,4.16955840899103,4.23907545719205,4.16955840899103,280,2004,4.600280387,1.288803793,2004-10-01
"249",1743,3.22968008359648,3.30478019049536,3.22968008359648,287,2004,2.934376451,1.176040794,2004-10-08
"250",1750,1.43502622035762,1.48334559004191,1.43502622035762,294,2004,1.782125778,1.189099156,2004-10-15
"251",1757,1.60901000667751,1.68907463039462,1.60901000667751,301,2004,0.66096528,1.417282006,2004-10-22
"252",1764,0.543693140685447,0.580186526571765,0.543693140685447,308,2004,0.290587577,1.482778201,2004-10-29
"253",1771,0.348161140158888,0.380909942726399,0.348161140158888,315,2004,0.281402426,1.371059993,2004-11-05
"254",1778,0.168074277367476,0.187949813960149,0.168074277367476,322,2004,0.090285989,1.685293096,2004-11-12
"255",1785,0.147080864578801,0.167332729161785,0.147080864578801,329,2004,0.154195157,1.437456985,2004-11-19
"256",1792,0.0689092809050709,0.0806572602040497,0.0689092809050709,336,2004,0.139916718,1.229139089,2004-11-26
